i,word,freq,ipa,xsampa
42,lamang,2812,"['l', 'a', 'm', 'a', 'ŋ']","['l', 'a', 'm', 'a', 'N']"
43,pang,2803,"['p', 'a', 'ŋ']","['p', 'a', 'N']"
44,pamamagitan,2596,"['p', 'a', 'm', 'a', 'm', 'a', 'ɡ', 'i', 't', 'a', 'n']","['p', 'a', 'm', 'a', 'm', 'a', 'g', 'i', 't', 'a', 'n']"
45,saan,2568,"['s', 'a', 'a', 'n']","['s', 'a', 'a', 'n']"
46,bahagi,2550,"['b', 'a', 'h', 'a', 'ɡ', 'i']","['b', 'a', 'h', 'a', 'g', 'i']"
47,dalawang,2473,"['d', 'a', 'l', 'a', 'w', 'a', 'ŋ']","['d', 'a', 'l', 'a', 'w', 'a', 'N']"
48,kay,2467,"['k', 'a', 'j']","['k', 'a', 'j']"
49,maaaring,2444,"['m', 'a', 'a', 'a', 'ɾ', 'i', 'ŋ']","['m', 'a', 'a', 'a', '4', 'i', 'N']"
50,ilang,2428,"['ʔ', 'i', 'l', 'a', 'ŋ']","['?', 'i', 'l', 'a', 'N']"
51,ngunit,2404,"['ŋ', 'u', 'n', 'i', 't']","['N', 'u', 'n', 'i', 't']"
52,taon,2394,"['t', 'a', 'o', 'n']","['t', 'a', 'o', 'n']"
53,iba,2274,"['ʔ', 'i', 'b', 'a']","['?', 'i', 'b', 'a']"
54,nasa,2173,"['n', 'a', 's', 'a']","['n', 'a', 's', 'a']"
55,Pilipinas,2154,"['p', 'i', 'l', 'i', 'p', 'i', 'n', 'a', 's']","['p', 'i', 'l', 'i', 'p', 'i', 'n', 'a', 's']"
56,of,2145,"['ʔ', 'o', 'f']","['?', 'o', 'f']"
57,lahat,2115,"['l', 'a', 'h', 'a', 't']","['l', 'a', 'h', 'a', 't']"
58,panahon,2103,"['p', 'a', 'n', 'a', 'h', 'o', 'n']","['p', 'a', 'n', 'a', 'h', 'o', 'n']"
59,Siya,2070,"['s', 'i', 'j', 'a']","['s', 'i', 'j', 'a']"
60,taong,2044,"['t', 'a', 'o', 'ŋ']","['t', 'a', 'o', 'N']"
61,sila,1978,"['s', 'i', 'l', 'a']","['s', 'i', 'l', 'a']"
62,kasama,1954,"['k', 'a', 's', 'a', 'm', 'a']","['k', 'a', 's', 'a', 'm', 'a']"
63,lungsod,1936,"['l', 'u', 'ŋ', 's', 'o', 'd']","['l', 'u', 'N', 's', 'o', 'd']"
64,maraming,1900,"['m', 'a', 'ɾ', 'a', 'm', 'i', 'ŋ']","['m', 'a', '4', 'a', 'm', 'i', 'N']"
65,bansa,1878,"['b', 'a', 'n', 's', 'a']","['b', 'a', 'n', 's', 'a']"
66,walang,1862,"['w', 'a', 'l', 'a', 'ŋ']","['w', 'a', 'l', 'a', 'N']"
67,itong,1851,"['ʔ', 'i', 't', 'o', 'ŋ']","['?', 'i', 't', 'o', 'N']"
68,loob,1811,"['l', 'o', 'o', 'b']","['l', 'o', 'o', 'b']"
69,naman,1800,"['n', 'a', 'm', 'a', 'n']","['n', 'a', 'm', 'a', 'n']"
70,buong,1735,"['b', 'u', 'o', 'ŋ']","['b', 'u', 'o', 'N']"
71,pangunahin,1727,"['p', 'a', 'ŋ', 'u', 'n', 'a', 'h', 'i', 'n']","['p', 'a', 'N', 'u', 'n', 'a', 'h', 'i', 'n']"
72,pangunahing,1724,"['p', 'a', 'ŋ', 'u', 'n', 'a', 'h', 'i', 'ŋ']","['p', 'a', 'N', 'u', 'n', 'a', 'h', 'i', 'N']"
73,siyang,1709,"['s', 'i', 'j', 'a', 'ŋ']","['s', 'i', 'j', 'a', 'N']"
74,planetang,1677,"['p', 'l', 'a', 'n', 'e', 't', 'a', 'ŋ']","['p', 'l', 'a', 'n', 'e', 't', 'a', 'N']"
75,kaniyang,1631,"['k', 'a', 'n', 'i', 'j', 'a', 'ŋ']","['k', 'a', 'n', 'i', 'j', 'a', 'N']"
76,tulad,1546,"['t', 'u', 'l', 'a', 'd']","['t', 'u', 'l', 'a', 'd']"
77,araw,1533,"['ʔ', 'a', 'ɾ', 'a', 'w']","['?', 'a', '4', 'a', 'w']"
78,dito,1516,"['d', 'i', 't', 'o']","['d', 'i', 't', 'o']"
79,lugar,1505,"['l', 'u', 'ɡ', 'a', 'ɾ']","['l', 'u', 'g', 'a', '4']"
80,nila,1487,"['n', 'i', 'l', 'a']","['n', 'i', 'l', 'a']"
81,habang,1432,"['h', 'a', 'b', 'a', 'ŋ']","['h', 'a', 'b', 'a', 'N']"
82,tinatawag,1421,"['t', 'i', 'n', 'a', 't', 'a', 'w', 'a', 'ɡ']","['t', 'i', 'n', 'a', 't', 'a', 'w', 'a', 'g']"
83,pangalan,1411,"['p', 'a', 'ŋ', 'a', 'l', 'a', 'n']","['p', 'a', 'N', 'a', 'l', 'a', 'n']"
84,bagong,1389,"['b', 'a', 'ɡ', 'o', 'ŋ']","['b', 'a', 'g', 'o', 'N']"
85,pagkatapos,1318,"['p', 'a', 'ɡ', 'k', 'a', 't', 'a', 'p', 'o', 's']","['p', 'a', 'g', 'k', 'a', 't', 'a', 'p', 'o', 's']"
86,mundo,1316,"['m', 'u', 'n', 'd', 'o']","['m', 'u', 'n', 'd', 'o']"
87,ginagamit,1303,"['ɡ', 'i', 'n', 'a', 'ɡ', 'a', 'm', 'i', 't']","['g', 'i', 'n', 'a', 'g', 'a', 'm', 'i', 't']"
88,The,1299,"['t', 'h', 'e']","['t', 'h', 'e']"
89,maging,1294,"['m', 'a', 'ɡ', 'i', 'ŋ']","['m', 'a', 'g', 'i', 'N']"
90,bawat,1278,"['b', 'a', 'w', 'a', 't']","['b', 'a', 'w', 'a', 't']"
91,album,1273,"['ʔ', 'a', 'l', 'b', 'u', 'm']","['?', 'a', 'l', 'b', 'u', 'm']"
92,anak,1253,"['ʔ', 'a', 'n', 'a', 'k']","['?', 'a', 'n', 'a', 'k']"
93,pagitan,1242,"['p', 'a', 'ɡ', 'i', 't', 'a', 'n']","['p', 'a', 'g', 'i', 't', 'a', 'n']"
94,uri,1205,"['ʔ', 'u', 'ɾ', 'i']","['?', 'u', '4', 'i']"
95,buhay,1198,"['b', 'u', 'h', 'a', 'j']","['b', 'u', 'h', 'a', 'j']"
96,niyang,1189,"['n', 'i', 'j', 'a', 'ŋ']","['n', 'i', 'j', 'a', 'N']"
97,tatlong,1176,"['t', 'a', 't', 'l', 'o', 'ŋ']","['t', 'a', 't', 'l', 'o', 'N']"
98,kilala,1165,"['k', 'i', 'l', 'a', 'l', 'a']","['k', 'i', 'l', 'a', 'l', 'a']"
99,bago,1161,"['b', 'a', 'ɡ', 'o']","['b', 'a', 'g', 'o']"
100,pelikula,1159,"['p', 'e', 'l', 'i', 'k', 'u', 'l', 'a']","['p', 'e', 'l', 'i', 'k', 'u', 'l', 'a']"
101,babae,1149,"['b', 'a', 'b', 'a', 'e']","['b', 'a', 'b', 'a', 'e']"
102,higit,1142,"['h', 'i', 'ɡ', 'i', 't']","['h', 'i', 'g', 'i', 't']"
103,ilalim,1140,"['ʔ', 'i', 'l', 'a', 'l', 'i', 'm']","['?', 'i', 'l', 'a', 'l', 'i', 'm']"
104,karaniwang,1134,"['k', 'a', 'ɾ', 'a', 'n', 'i', 'w', 'a', 'ŋ']","['k', 'a', '4', 'a', 'n', 'i', 'w', 'a', 'N']"
105,Isang,1129,"['ʔ', 'i', 's', 'a', 'ŋ']","['?', 'i', 's', 'a', 'N']"
106,Dahil,1118,"['d', 'a', 'h', 'i', 'l']","['d', 'a', 'h', 'i', 'l']"
107,bayan,1102,"['b', 'a', 'j', 'a', 'n']","['b', 'a', 'j', 'a', 'n']"
108,parehong,1080,"['p', 'a', 'ɾ', 'e', 'h', 'o', 'ŋ']","['p', 'a', '4', 'e', 'h', 'o', 'N']"
109,May,1056,"['m', 'a', 'j']","['m', 'a', 'j']"
111,Ingles,1029,"['ʔ', 'i', 'ŋ', 'l', 'e', 's']","['?', 'i', 'N', 'l', 'e', 's']"
112,the,981,"['t', 'h', 'e']","['t', 'h', 'e']"
113,malaking,978,"['m', 'a', 'l', 'a', 'k', 'i', 'ŋ']","['m', 'a', 'l', 'a', 'k', 'i', 'N']"
114,kabilang,961,"['k', 'a', 'b', 'i', 'l', 'a', 'ŋ']","['k', 'a', 'b', 'i', 'l', 'a', 'N']"
115,Hindi,947,"['h', 'i', 'n', 'd', 'i']","['h', 'i', 'n', 'd', 'i']"
116,iyon,925,"['ʔ', 'i', 'j', 'o', 'n']","['?', 'i', 'j', 'o', 'n']"
117,San,916,"['s', 'a', 'n']","['s', 'a', 'n']"
118,kanya,893,"['k', 'a', 'ɲ', 'a']","['k', 'a', 'J', 'a']"
119,Ayon,892,"['ʔ', 'a', 'j', 'o', 'n']","['?', 'a', 'j', 'o', 'n']"
120,dating,892,"['d', 'a', 't', 'i', 'ŋ']","['d', 'a', 't', 'i', 'N']"
121,mayroong,889,"['m', 'a', 'j', 'ɾ', 'o', 'o', 'ŋ']","['m', 'a', 'j', '4', 'o', 'o', 'N']"
122,tungkol,889,"['t', 'u', 'ŋ', 'k', 'o', 'l']","['t', 'u', 'N', 'k', 'o', 'l']"
123,de,888,"['d', 'e']","['d', 'e']"
124,kapag,887,"['k', 'a', 'p', 'a', 'ɡ']","['k', 'a', 'p', 'a', 'g']"
125,and,884,"['ʔ', 'a', 'n', 'd']","['?', 'a', 'n', 'd']"
126,huling,875,"['h', 'u', 'l', 'i', 'ŋ']","['h', 'u', 'l', 'i', 'N']"
127,karamihan,869,"['k', 'a', 'ɾ', 'a', 'm', 'i', 'h', 'a', 'n']","['k', 'a', '4', 'a', 'm', 'i', 'h', 'a', 'n']"
128,bagay,864,"['b', 'a', 'ɡ', 'a', 'j']","['b', 'a', 'g', 'a', 'j']"
129,populasyon,848,"['p', 'o', 'p', 'u', 'l', 'a', 'ʃ', 'o', 'n']","['p', 'o', 'p', 'u', 'l', 'a', 'S', 'o', 'n']"
130,siglo,842,"['s', 'i', 'ɡ', 'l', 'o']","['s', 'i', 'g', 'l', 'o']"
131,muling,841,"['m', 'u', 'l', 'i', 'ŋ']","['m', 'u', 'l', 'i', 'N']"
132,apat,838,"['ʔ', 'a', 'p', 'a', 't']","['?', 'a', 'p', 'a', 't']"
133,pagiging,837,"['p', 'a', 'ɡ', 'i', 'ɡ', 'i', 'ŋ']","['p', 'a', 'g', 'i', 'g', 'i', 'N']"
135,ngayon,819,"['ŋ', 'a', 'j', 'o', 'n']","['N', 'a', 'j', 'o', 'n']"
136,ring,817,"['ɾ', 'i', 'ŋ']","['4', 'i', 'N']"
137,sina,815,"['s', 'i', 'n', 'a']","['s', 'i', 'n', 'a']"
138,laban,814,"['l', 'a', 'b', 'a', 'n']","['l', 'a', 'b', 'a', 'n']"
139,opisyal,813,"['ʔ', 'o', 'p', 'i', 'ʃ', 'a', 'l']","['?', 'o', 'p', 'i', 'S', 'a', 'l']"
140,laro,811,"['l', 'a', 'ɾ', 'o']","['l', 'a', '4', 'o']"
141,salitang,810,"['s', 'a', 'l', 'i', 't', 'a', 'ŋ']","['s', 'a', 'l', 'i', 't', 'a', 'N']"
142,Estados,807,"['ʔ', 'e', 's', 't', 'a', 'd', 'o', 's']","['?', 'e', 's', 't', 'a', 'd', 'o', 's']"
143,oras,803,"['ʔ', 'o', 'ɾ', 'a', 's']","['?', 'o', '4', 'a', 's']"
144,paggamit,801,"['p', 'a', 'ɡ', 'ɡ', 'a', 'm', 'i', 't']","['p', 'a', 'g', 'g', 'a', 'm', 'i', 't']"
145,ayon,797,"['ʔ', 'a', 'j', 'o', 'n']","['?', 'a', 'j', 'o', 'n']"
146,Unidos,796,"['ʔ', 'u', 'n', 'i', 'd', 'o', 's']","['?', 'u', 'n', 'i', 'd', 'o', 's']"
147,mataas,795,"['m', 'a', 't', 'a', 'a', 's']","['m', 'a', 't', 'a', 'a', 's']"
149,katulad,784,"['k', 'a', 't', 'u', 'l', 'a', 'd']","['k', 'a', 't', 'u', 'l', 'a', 'd']"
150,pangkat,784,"['p', 'a', 'ŋ', 'k', 'a', 't']","['p', 'a', 'N', 'k', 'a', 't']"
151,halos,777,"['h', 'a', 'l', 'o', 's']","['h', 'a', 'l', 'o', 's']"
152,wika,769,"['w', 'i', 'k', 'a']","['w', 'i', 'k', 'a']"
153,katawan,756,"['k', 'a', 't', 'a', 'w', 'a', 'n']","['k', 'a', 't', 'a', 'w', 'a', 'n']"
154,paraan,753,"['p', 'a', 'ɾ', 'a', 'a', 'n']","['p', 'a', '4', 'a', 'a', 'n']"
155,banda,751,"['b', 'a', 'n', 'd', 'a']","['b', 'a', 'n', 'd', 'a']"
156,wikang,750,"['w', 'i', 'k', 'a', 'ŋ']","['w', 'i', 'k', 'a', 'N']"
157,kaya,747,"['k', 'a', 'j', 'a']","['k', 'a', 'j', 'a']"
158,matapos,744,"['m', 'a', 't', 'a', 'p', 'o', 's']","['m', 'a', 't', 'a', 'p', 'o', 's']"
159,ginawa,739,"['ɡ', 'i', 'n', 'a', 'w', 'a']","['g', 'i', 'n', 'a', 'w', 'a']"
160,Isa,738,"['ʔ', 'i', 's', 'a']","['?', 'i', 's', 'a']"
161,pamahalaan,738,"['p', 'a', 'm', 'a', 'h', 'a', 'l', 'a', 'a', 'n']","['p', 'a', 'm', 'a', 'h', 'a', 'l', 'a', 'a', 'n']"
162,binubuo,723,"['b', 'i', 'n', 'u', 'b', 'u', 'o']","['b', 'i', 'n', 'u', 'b', 'u', 'o']"
163,grupo,717,"['ɡ', 'ɾ', 'u', 'p', 'o']","['g', '4', 'u', 'p', 'o']"
164,matatagpuan,716,"['m', 'a', 't', 'a', 't', 'a', 'ɡ', 'p', 'u', 'a', 'n']","['m', 'a', 't', 'a', 't', 'a', 'g', 'p', 'u', 'a', 'n']"
165,kasalukuyang,713,"['k', 'a', 's', 'a', 'l', 'u', 'k', 'u', 'j', 'a', 'ŋ']","['k', 'a', 's', 'a', 'l', 'u', 'k', 'u', 'j', 'a', 'N']"
166,panahong,708,"['p', 'a', 'n', 'a', 'h', 'o', 'ŋ']","['p', 'a', 'n', 'a', 'h', 'o', 'N']"
167,lalaki,703,"['l', 'a', 'l', 'a', 'k', 'i']","['l', 'a', 'l', 'a', 'k', 'i']"
168,Bilang,700,"['b', 'i', 'l', 'a', 'ŋ']","['b', 'i', 'l', 'a', 'N']"
169,Pagkatapos,700,"['p', 'a', 'ɡ', 'k', 'a', 't', 'a', 'p', 'o', 's']","['p', 'a', 'g', 'k', 'a', 't', 'a', 'p', 'o', 's']"
170,Mayo,686,"['m', 'a', 'j', 'o']","['m', 'a', 'j', 'o']"
171,kahit,685,"['k', 'a', 'h', 'i', 't']","['k', 'a', 'h', 'i', 't']"
172,kasaysayan,682,"['k', 'a', 's', 'a', 'j', 's', 'a', 'j', 'a', 'n']","['k', 'a', 's', 'a', 'j', 's', 'a', 'j', 'a', 'n']"
173,Marso,677,"['m', 'a', 'ɾ', 's', 'o']","['m', 'a', '4', 's', 'o']"
174,serye,677,"['s', 'e', 'ɾ', 'j', 'e']","['s', 'e', '4', 'j', 'e']"
175,Gayunpaman,676,"['ɡ', 'a', 'j', 'u', 'n', 'p', 'a', 'm', 'a', 'n']","['g', 'a', 'j', 'u', 'n', 'p', 'a', 'm', 'a', 'n']"
176,estado,675,"['ʔ', 'e', 's', 't', 'a', 'd', 'o']","['?', 'e', 's', 't', 'a', 'd', 'o']"
177,kapatid,674,"['k', 'a', 'p', 'a', 't', 'i', 'd']","['k', 'a', 'p', 'a', 't', 'i', 'd']"
178,tubig,674,"['t', 'u', 'b', 'i', 'ɡ']","['t', 'u', 'b', 'i', 'g']"
179,dapat,672,"['d', 'a', 'p', 'a', 't']","['d', 'a', 'p', 'a', 't']"
180,sarili,671,"['s', 'a', 'ɾ', 'i', 'l', 'i']","['s', 'a', '4', 'i', 'l', 'i']"
181,ipinanganak,670,"['ʔ', 'i', 'p', 'i', 'n', 'a', 'ŋ', 'a', 'n', 'a', 'k']","['?', 'i', 'p', 'i', 'n', 'a', 'N', 'a', 'n', 'a', 'k']"
182,Enero,658,"['ʔ', 'e', 'n', 'e', 'ɾ', 'o']","['?', 'e', 'n', 'e', '4', 'o']"
183,ding,652,"['d', 'i', 'ŋ']","['d', 'i', 'N']"
184,batas,651,"['b', 'a', 't', 'a', 's']","['b', 'a', 't', 'a', 's']"
185,Setyembre,649,"['s', 'e', 't', 'j', 'e', 'm', 'b', 'ɾ', 'e']","['s', 'e', 't', 'j', 'e', 'm', 'b', '4', 'e']"
186,orihinal,647,"['ʔ', 'o', 'ɾ', 'i', 'h', 'i', 'n', 'a', 'l']","['?', 'o', '4', 'i', 'h', 'i', 'n', 'a', 'l']"
187,maliit,645,"['m', 'a', 'l', 'i', 'i', 't']","['m', 'a', 'l', 'i', 'i', 't']"
188,malapit,644,"['m', 'a', 'l', 'a', 'p', 'i', 't']","['m', 'a', 'l', 'a', 'p', 'i', 't']"
189,bata,642,"['b', 'a', 't', 'a']","['b', 'a', 't', 'a']"
190,Disyembre,641,"['d', 'i', 'ʃ', 'e', 'm', 'b', 'ɾ', 'e']","['d', 'i', 'S', 'e', 'm', 'b', '4', 'e']"
191,pamilya,641,"['p', 'a', 'm', 'i', 'l', 'j', 'a']","['p', 'a', 'm', 'i', 'l', 'j', 'a']"
192,gamit,639,"['ɡ', 'a', 'm', 'i', 't']","['g', 'a', 'm', 'i', 't']"
194,simbahan,639,"['s', 'i', 'm', 'b', 'a', 'h', 'a', 'n']","['s', 'i', 'm', 'b', 'a', 'h', 'a', 'n']"
195,ama,637,"['ʔ', 'a', 'm', 'a']","['?', 'a', 'm', 'a']"
196,kanta,636,"['k', 'a', 'n', 't', 'a']","['k', 'a', 'n', 't', 'a']"
197,artista,633,"['ʔ', 'a', 'ɾ', 't', 'i', 's', 't', 'a']","['?', 'a', '4', 't', 'i', 's', 't', 'a']"
198,nagkaroon,633,"['n', 'a', 'ɡ', 'k', 'a', 'ɾ', 'o', 'o', 'n']","['n', 'a', 'g', 'k', 'a', '4', 'o', 'o', 'n']"
199,inilabas,632,"['ʔ', 'i', 'n', 'i', 'l', 'a', 'b', 'a', 's']","['?', 'i', 'n', 'i', 'l', 'a', 'b', 'a', 's']"
200,Hapon,630,"['h', 'a', 'p', 'o', 'n']","['h', 'a', 'p', 'o', 'n']"
201,palabas,629,"['p', 'a', 'l', 'a', 'b', 'a', 's']","['p', 'a', 'l', 'a', 'b', 'a', 's']"
202,Oktubre,628,"['ʔ', 'o', 'k', 't', 'u', 'b', 'ɾ', 'e']","['?', 'o', 'k', 't', 'u', 'b', '4', 'e']"
203,ginamit,628,"['ɡ', 'i', 'n', 'a', 'm', 'i', 't']","['g', 'i', 'n', 'a', 'm', 'i', 't']"
204,lalawigan,623,"['l', 'a', 'l', 'a', 'w', 'i', 'ɡ', 'a', 'n']","['l', 'a', 'l', 'a', 'w', 'i', 'g', 'a', 'n']"
205,paaralan,623,"['p', 'a', 'a', 'ɾ', 'a', 'l', 'a', 'n']","['p', 'a', 'a', '4', 'a', 'l', 'a', 'n']"
206,Mga,615,"['m', 'ɡ', 'a']","['m', 'g', 'a']"
207,unibersidad,615,"['ʔ', 'u', 'n', 'i', 'b', 'e', 'ɾ', 's', 'i', 'd', 'a', 'd']","['?', 'u', 'n', 'i', 'b', 'e', '4', 's', 'i', 'd', 'a', 'd']"
208,Nang,614,"['n', 'a', 'ŋ']","['n', 'a', 'N']"
209,buwan,606,"['b', 'u', 'w', 'a', 'n']","['b', 'u', 'w', 'a', 'n']"
210,New,603,"['n', 'e', 'w']","['n', 'e', 'w']"
211,nagsimula,602,"['n', 'a', 'ɡ', 's', 'i', 'm', 'u', 'l', 'a']","['n', 'a', 'g', 's', 'i', 'm', 'u', 'l', 'a']"
212,Hunyo,600,"['h', 'u', 'ɲ', 'o']","['h', 'u', 'J', 'o']"
213,madalas,600,"['m', 'a', 'd', 'a', 'l', 'a', 's']","['m', 'a', 'd', 'a', 'l', 'a', 's']"
214,Nobyembre,589,"['n', 'o', 'b', 'j', 'e', 'm', 'b', 'ɾ', 'e']","['n', 'o', 'b', 'j', 'e', 'm', 'b', '4', 'e']"
215,namatay,586,"['n', 'a', 'm', 'a', 't', 'a', 'j']","['n', 'a', 'm', 'a', 't', 'a', 'j']"
216,nitong,584,"['n', 'i', 't', 'o', 'ŋ']","['n', 'i', 't', 'o', 'N']"
217,Abril,582,"['ʔ', 'a', 'b', 'ɾ', 'i', 'l']","['?', 'a', 'b', '4', 'i', 'l']"
218,sakit,581,"['s', 'a', 'k', 'i', 't']","['s', 'a', 'k', 'i', 't']"
219,pinakamalaking,576,"['p', 'i', 'n', 'a', 'k', 'a', 'm', 'a', 'l', 'a', 'k', 'i', 'ŋ']","['p', 'i', 'n', 'a', 'k', 'a', 'm', 'a', 'l', 'a', 'k', 'i', 'N']"
220,Hulyo,574,"['h', 'u', 'l', 'j', 'o']","['h', 'u', 'l', 'j', 'o']"
221,pelikulang,574,"['p', 'e', 'l', 'i', 'k', 'u', 'l', 'a', 'ŋ']","['p', 'e', 'l', 'i', 'k', 'u', 'l', 'a', 'N']"
222,Kung,572,"['k', 'u', 'ŋ']","['k', 'u', 'N']"
223,miyembro,572,"['m', 'i', 'j', 'e', 'm', 'b', 'ɾ', 'o']","['m', 'i', 'j', 'e', 'm', 'b', '4', 'o']"
224,Agosto,569,"['ʔ', 'a', 'ɡ', 'o', 's', 't', 'o']","['?', 'a', 'g', 'o', 's', 't', 'o']"
225,mayroon,561,"['m', 'a', 'j', 'ɾ', 'o', 'o', 'n']","['m', 'a', 'j', '4', 'o', 'o', 'n']"
226,anumang,554,"['ʔ', 'a', 'n', 'u', 'm', 'a', 'ŋ']","['?', 'a', 'n', 'u', 'm', 'a', 'N']"
227,milyong,554,"['m', 'i', 'l', 'j', 'o', 'ŋ']","['m', 'i', 'l', 'j', 'o', 'N']"
228,bahay,553,"['b', 'a', 'h', 'a', 'j']","['b', 'a', 'h', 'a', 'j']"
229,itinatag,553,"['ʔ', 'i', 't', 'i', 'n', 'a', 't', 'a', 'ɡ']","['?', 'i', 't', 'i', 'n', 'a', 't', 'a', 'g']"
230,simula,548,"['s', 'i', 'm', 'u', 'l', 'a']","['s', 'i', 'm', 'u', 'l', 'a']"
231,Mula,546,"['m', 'u', 'l', 'a']","['m', 'u', 'l', 'a']"
232,nina,543,"['n', 'i', 'n', 'a']","['n', 'i', 'n', 'a']"
233,Pilipino,540,"['p', 'i', 'l', 'i', 'p', 'i', 'n', 'o']","['p', 'i', 'l', 'i', 'p', 'i', 'n', 'o']"
234,Pebrero,537,"['p', 'e', 'b', 'ɾ', 'e', 'ɾ', 'o']","['p', 'e', 'b', '4', 'e', '4', 'o']"
235,ina,536,"['ʔ', 'i', 'n', 'a']","['?', 'i', 'n', 'a']"
236,silang,536,"['s', 'i', 'l', 'a', 'ŋ']","['s', 'i', 'l', 'a', 'N']"
237,manlalaro,533,"['m', 'a', 'n', 'l', 'a', 'l', 'a', 'ɾ', 'o']","['m', 'a', 'n', 'l', 'a', 'l', 'a', '4', 'o']"
238,muli,531,"['m', 'u', 'l', 'i']","['m', 'u', 'l', 'i']"
239,gawa,530,"['ɡ', 'a', 'w', 'a']","['g', 'a', 'w', 'a']"
240,antas,528,"['ʔ', 'a', 'n', 't', 'a', 's']","['?', 'a', 'n', 't', 'a', 's']"
241,salita,528,"['s', 'a', 'l', 'i', 't', 'a']","['s', 'a', 'l', 'i', 't', 'a']"
242,kanila,527,"['k', 'a', 'n', 'i', 'l', 'a']","['k', 'a', 'n', 'i', 'l', 'a']"
243,kasapi,526,"['k', 'a', 's', 'a', 'p', 'i']","['k', 'a', 's', 'a', 'p', 'i']"
244,kaysa,526,"['k', 'a', 'j', 's', 'a']","['k', 'a', 'j', 's', 'a']"
245,anyo,524,"['ʔ', 'a', 'ɲ', 'o']","['?', 'a', 'J', 'o']"
246,pangalang,523,"['p', 'a', 'ŋ', 'a', 'l', 'a', 'ŋ']","['p', 'a', 'N', 'a', 'l', 'a', 'N']"
247,rehiyon,523,"['ɾ', 'e', 'h', 'i', 'j', 'o', 'n']","['4', 'e', 'h', 'i', 'j', 'o', 'n']"
248,sistema,522,"['s', 'i', 's', 't', 'e', 'm', 'a']","['s', 'i', 's', 't', 'e', 'm', 'a']"
