i,word,freq,ipa,xsampa
20753,Kiburu,4,"['k', 'i', 'b', 'u', 'ɾ', 'u']","['k', 'i', 'b', 'u', '4', 'u']"
20754,Kibuyu,4,"['k', 'i', 'b', 'u', 'j', 'u']","['k', 'i', 'b', 'u', 'j', 'u']"
20757,Kicitak,4,"['k', 'i', 'c', 'i', 't', 'a', 'k']","['k', 'i', 'c', 'i', 't', 'a', 'k']"
20758,Kidato,4,"['k', 'i', 'd', 'a', 't', 'o']","['k', 'i', 'd', 'a', 't', 'o']"
20760,Kidonge,4,"['k', 'i', 'd', 'o', 'n', 'ɡ', 'e']","['k', 'i', 'd', 'o', 'n', 'g', 'e']"
20761,Kidusner,4,"['k', 'i', 'd', 'u', 's', 'n', 'e', 'ɾ']","['k', 'i', 'd', 'u', 's', 'n', 'e', '4']"
20762,Kiesperanto,4,"['k', 'i', 'e', 's', 'p', 'e', 'ɾ', 'a', 'n', 't', 'o']","['k', 'i', 'e', 's', 'p', 'e', '4', 'a', 'n', 't', 'o']"
20763,Kiethiopia,4,"['k', 'i', 'e', 't', 'i', 'o', 'p', 'i', 'a']","['k', 'i', 'e', 't', 'i', 'o', 'p', 'i', 'a']"
20764,Kieton,4,"['k', 'i', 'e', 't', 'o', 'n']","['k', 'i', 'e', 't', 'o', 'n']"
20765,Kiev,4,"['k', 'i', 'e', 'v']","['k', 'i', 'e', 'v']"
20766,Kifas,4,"['k', 'i', 'f', 'a', 's']","['k', 'i', 'f', 'a', 's']"
20769,Kighale,4,"['k', 'i', 'ɣ', 'a', 'l', 'e']","['k', 'i', 'G', 'a', 'l', 'e']"
20775,Kihangala,4,"['k', 'i', 'h', 'a', 'n', 'ɡ', 'a', 'l', 'a']","['k', 'i', 'h', 'a', 'n', 'g', 'a', 'l', 'a']"
20776,Kiharusi,4,"['k', 'i', 'h', 'a', 'ɾ', 'u', 's', 'i']","['k', 'i', 'h', 'a', '4', 'u', 's', 'i']"
20777,Kihehe,4,"['k', 'i', 'h', 'e', 'h', 'e']","['k', 'i', 'h', 'e', 'h', 'e']"
20778,Kihindko,4,"['k', 'i', 'h', 'i', 'n', 'd', 'k', 'o']","['k', 'i', 'h', 'i', 'n', 'd', 'k', 'o']"
20779,Kihoro,4,"['k', 'i', 'h', 'o', 'ɾ', 'o']","['k', 'i', 'h', 'o', '4', 'o']"
20780,Kiirani,4,"['k', 'i', 'i', 'ɾ', 'a', 'n', 'i']","['k', 'i', 'i', '4', 'a', 'n', 'i']"
20787,Kikankanay,4,"['k', 'i', 'k', 'a', 'n', 'k', 'a', 'n', 'a', 'j']","['k', 'i', 'k', 'a', 'n', 'k', 'a', 'n', 'a', 'j']"
20788,Kikapu,4,"['k', 'i', 'k', 'a', 'p', 'u']","['k', 'i', 'k', 'a', 'p', 'u']"
20789,Kikare,4,"['k', 'i', 'k', 'a', 'ɾ', 'e']","['k', 'i', 'k', 'a', '4', 'e']"
20790,Kikaribi,4,"['k', 'i', 'k', 'a', 'ɾ', 'i', 'b', 'i']","['k', 'i', 'k', 'a', '4', 'i', 'b', 'i']"
20791,Kikenyah,4,"['k', 'i', 'k', 'e', 'ɲ', 'a', 'h']","['k', 'i', 'k', 'e', 'J', 'a', 'h']"
20792,Kikoiari,4,"['k', 'i', 'k', 'o', 'i', 'a', 'ɾ', 'i']","['k', 'i', 'k', 'o', 'i', 'a', '4', 'i']"
20793,Kikol,4,"['k', 'i', 'k', 'o', 'l']","['k', 'i', 'k', 'o', 'l']"
20794,Kikolami,4,"['k', 'i', 'k', 'o', 'l', 'a', 'm', 'i']","['k', 'i', 'k', 'o', 'l', 'a', 'm', 'i']"
20795,Kikom,4,"['k', 'i', 'k', 'o', 'm']","['k', 'i', 'k', 'o', 'm']"
20796,Kikombe,4,"['k', 'i', 'k', 'o', 'm', 'b', 'e']","['k', 'i', 'k', 'o', 'm', 'b', 'e']"
20797,Kikonkani,4,"['k', 'i', 'k', 'o', 'n', 'k', 'a', 'n', 'i']","['k', 'i', 'k', 'o', 'n', 'k', 'a', 'n', 'i']"
20798,Kikono,4,"['k', 'i', 'k', 'o', 'n', 'o']","['k', 'i', 'k', 'o', 'n', 'o']"
20800,Kikulung,4,"['k', 'i', 'k', 'u', 'l', 'u', 'n', 'ɡ']","['k', 'i', 'k', 'u', 'l', 'u', 'n', 'g']"
20801,Kikwazo,4,"['k', 'i', 'k', 'w', 'a', 'z', 'o']","['k', 'i', 'k', 'w', 'a', 'z', 'o']"
20802,Kilampung,4,"['k', 'i', 'l', 'a', 'm', 'p', 'u', 'n', 'ɡ']","['k', 'i', 'l', 'a', 'm', 'p', 'u', 'n', 'g']"
20803,Kileti,4,"['k', 'i', 'l', 'e', 't', 'i']","['k', 'i', 'l', 'e', 't', 'i']"
20804,Killers,4,"['k', 'i', 'l', 'l', 'e', 'ɾ', 's']","['k', 'i', 'l', 'l', 'e', '4', 's']"
20805,Kilohar,4,"['k', 'i', 'l', 'o', 'h', 'a', 'ɾ']","['k', 'i', 'l', 'o', 'h', 'a', '4']"
20806,Kilolopo,4,"['k', 'i', 'l', 'o', 'l', 'o', 'p', 'o']","['k', 'i', 'l', 'o', 'l', 'o', 'p', 'o']"
20807,Kimaba,4,"['k', 'i', 'm', 'a', 'b', 'a']","['k', 'i', 'm', 'a', 'b', 'a']"
