i,word,freq,ipa,xsampa
15664,Sciences,8,"['s', 'c', 'i', 'ə', 'ɲ', 'c', 'e̞', 's']","['s', 'c', 'i', '@', 'J', 'c', 'e_o', 's']"
15665,Scott,8,"['s', 'c', 'o', 't', 't']","['s', 'c', 'o', 't', 't']"
15667,Sport,8,"['s', 'p', 'o', 'z̩', 't']","['s', 'p', 'o', 'z=', 't']"
15670,São,8,"['s', 'ã', 'o']","['s', 'a~', 'o']"
15673,Tony,8,"['t', 'ʊ', 'ŋ', 'y']","['t', 'U', 'N', 'y']"
15680,XII,8,"['ɕ', 'i', 'i']","['s\\', 'i', 'i']"
15684,ili,8,"['i', 'l', 'i']","['i', 'l', 'i']"
15688,no,8,"['n', 'o']","['n', 'o']"
15692,x,8,['ɕ'],['s\\']
17220,Emily,7,"['e̞', 'm', 'i', 'l', 'y']","['e_o', 'm', 'i', 'l', 'y']"
17224,Fire,7,"['f', 'i', 'z̩', 'e̞']","['f', 'i', 'z=', 'e_o']"
17225,First,7,"['f', 'i', 'z̩', 's', 't']","['f', 'i', 'z=', 's', 't']"
17228,Frances,7,"['f', 'z̩', 'ã', 'c', 'e̞', 's']","['f', 'z=', 'a~', 'c', 'e_o', 's']"
17238,Horse,7,"['h', 'o', 'z̩', 's', 'e̞']","['h', 'o', 'z=', 's', 'e_o']"
17239,IAU,7,"['i̯', 'ɔ']","['i_^', 'O']"
17246,Irish,7,"['i', 'z̩', 'i', 's', 'h']","['i', 'z=', 'i', 's', 'h']"
17256,Leslie,7,"['l', 'e̞', 's', 'l', 'i', 'e̞']","['l', 'e_o', 's', 'l', 'i', 'e_o']"
17257,Life,7,"['l', 'i', 'f', 'e̞']","['l', 'i', 'f', 'e_o']"
17268,Memory,7,"['m', 'e̞', 'm', 'o', 'z̩', 'y']","['m', 'e_o', 'm', 'o', 'z=', 'y']"
17272,Motor,7,"['m', 'o', 't', 'o', 'z̩']","['m', 'o', 't', 'o', 'z=']"
17274,My,7,"['m', 'y']","['m', 'y']"
17277,NH,7,"['n', 'h']","['n', 'h']"
17278,NHL,7,"['n', 'h', 'l']","['n', 'h', 'l']"
17280,Neil,7,"['n', 'e̞', 'i', 'l']","['n', 'e_o', 'i', 'l']"
17281,Nelson,7,"['n', 'e̞', 'l', 's', 'ʊ', 'ŋ']","['n', 'e_o', 'l', 's', 'U', 'N']"
17285,Of,7,"['o', 'f']","['o', 'f']"
17291,Philips,7,"['pʰ', 'i', 'l', 'i', 'p', 's']","['p_h', 'i', 'l', 'i', 'p', 's']"
17292,Phone,7,"['pʰ', 'ʊ', 'ŋ', 'e̞']","['p_h', 'U', 'N', 'e_o']"
17302,Ron,7,"['z̩', 'ʊ', 'ŋ']","['z=', 'U', 'N']"
17304,SI,7,"['s', 'i']","['s', 'i']"
17309,Sky,7,"['s', 'k', 'y']","['s', 'k', 'y']"
17310,Soft,7,"['s', 'o', 'f', 't']","['s', 'o', 'f', 't']"
17318,TLS,7,"['t', 'l', 's']","['t', 'l', 's']"
17319,Territory,7,"['t', 'ə', 'ɻ', 'z̩', 'i', 't', 'o', 'z̩', 'y']","['t', '@', 'r\\`', 'z=', 'i', 't', 'o', 'z=', 'y']"
