i,word,freq,ipa,xsampa
151,دانیشتوانی,790,"['d', 'a', 'n', 'iː', 'ʃ', 't', 'u', 'a', 'n', 'iː']","['d', 'a', 'n', 'i:', 'S', 't', 'u', 'a', 'n', 'i:']"
152,لایەن,789,"['l', 'a', 'j', 'e', 'n']","['l', 'a', 'j', 'e', 'n']"
154,کوڕی,783,"['k', 'u', 'r', 'iː']","['k', 'u', 'r', 'i:']"
155,ناوچەی,779,"['n', 'a', 'u', 't͡ʃ', 'ɛ', 'iː']","['n', 'a', 'u', 'tS', 'E', 'i:']"
156,بواری,778,"['b', 'u', 'a', 'ɾ', 'iː']","['b', 'u', 'a', '4', 'i:']"
157,واتە,775,"['u', 'a', 't', 'ɛ']","['u', 'a', 't', 'E']"
158,شوێنی,773,"['ʃ', 'u', 'e', 'n', 'iː']","['S', 'u', 'e', 'n', 'i:']"
160,پاشان,760,"['p', 'a', 'ʃ', 'a', 'n']","['p', 'a', 'S', 'a', 'n']"
161,پێک,758,"['p', 'e', 'k']","['p', 'e', 'k']"
163,بەم,754,"['b', 'ɛ', 'm']","['b', 'E', 'm']"
164,سەردەمی,752,"['s', 'ɛ', 'ɾ', 'd', 'ɛ', 'm', 'iː']","['s', 'E', '4', 'd', 'E', 'm', 'i:']"
165,زانستی,741,"['z', 'a', 'n', 's', 't', 'iː']","['z', 'a', 'n', 's', 't', 'i:']"
166,عێراق,741,"['ʕ', 'e', 'ɾ', 'a', 'q']","['?\\', 'e', '4', 'a', 'q']"
168,تەواو,732,"['t', 'ɛ', 'u', 'a', 'u']","['t', 'E', 'u', 'a', 'u']"
169,ڕێژەی,731,"['r', 'e', 'ʒ', 'ɛ', 'iː']","['r', 'e', 'Z', 'E', 'i:']"
170,بەکار,730,"['b', 'ɛ', 'k', 'a', 'ɾ']","['b', 'E', 'k', 'a', '4']"
171,دێت,730,"['d', 'e', 't']","['d', 'e', 't']"
172,کورد,728,"['k', 'u', 'ɾ', 'd']","['k', 'u', '4', 'd']"
173,تری,727,"['t', 'ɾ', 'iː']","['t', '4', 'i:']"
176,چوار,717,"['t͡ʃ', 'u', 'a', 'ɾ']","['tS', 'u', 'a', '4']"
177,وا,711,"['u', 'a']","['u', 'a']"
178,بەردەوام,710,"['b', 'ɛ', 'ɾ', 'd', 'ɛ', 'u', 'a', 'm']","['b', 'E', '4', 'd', 'E', 'u', 'a', 'm']"
179,پەیوەندی,710,"['p', 'ɛ', 'iː', 'u', 'ɛ', 'n', 'd', 'iː']","['p', 'E', 'i:', 'u', 'E', 'n', 'd', 'i:']"
180,جۆرە,706,"['d͡ʒ', 'o', 'ɾ', 'ɛ']","['dZ', 'o', '4', 'E']"
181,شێوەیەکی,705,"['ʃ', 'e', 'u', 'ɛ', 'j', 'e', 'k', 'iː']","['S', 'e', 'u', 'E', 'j', 'e', 'k', 'i:']"
182,پاش,699,"['p', 'a', 'ʃ']","['p', 'a', 'S']"
183,تەواوی,697,"['t', 'ɛ', 'u', 'a', 'u', 'iː']","['t', 'E', 'u', 'a', 'u', 'i:']"
184,ساڵانی,693,"['s', 'a', 'ɫ', 'a', 'n', 'iː']","['s', 'a', '5', 'a', 'n', 'i:']"
185,بەرەو,692,"['b', 'ɛ', 'ɾ', 'ɛ', 'u']","['b', 'E', '4', 'E', 'u']"
186,کەسە,689,"['k', 'ɛ', 's', 'ɛ']","['k', 'E', 's', 'E']"
188,بەر,686,"['b', 'ɛ', 'ɾ']","['b', 'E', '4']"
189,یا,684,"['iː', 'a']","['i:', 'a']"
190,بەو,680,"['b', 'ɛ', 'u']","['b', 'E', 'u']"
191,خاوەنی,676,"['x', 'a', 'u', 'ɛ', 'n', 'iː']","['x', 'a', 'u', 'E', 'n', 'i:']"
192,یاری,675,"['iː', 'a', 'ɾ', 'iː']","['i:', 'a', '4', 'i:']"
194,لەساڵی,664,"['l', 'ɛ', 's', 'a', 'ɫ', 'iː']","['l', 'E', 's', 'a', '5', 'i:']"
195,میلیۆن,662,"['m', 'iː', 'l', 'iː', 'o', 'n']","['m', 'i:', 'l', 'i:', 'o', 'n']"
196,بڵاو,661,"['b', 'ɫ', 'a', 'u']","['b', '5', 'a', 'u']"
197,ژێر,661,"['ʒ', 'e', 'ɾ']","['Z', 'e', '4']"
198,جۆری,655,"['d͡ʒ', 'o', 'ɾ', 'iː']","['dZ', 'o', '4', 'i:']"
199,دوایی,649,"['d', 'u', 'a', 'iː', 'iː']","['d', 'u', 'a', 'i:', 'i:']"
200,لەوێ,646,"['l', 'ɛ', 'u', 'e']","['l', 'E', 'u', 'e']"
201,وڵاتی,646,"['u', 'ɫ', 'a', 't', 'iː']","['u', '5', 'a', 't', 'i:']"
203,وەرزی,643,"['u', 'ɛ', 'ɾ', 'z', 'iː']","['u', 'E', '4', 'z', 'i:']"
204,دیکە,640,"['d', 'iː', 'k', 'ɛ']","['d', 'i:', 'k', 'E']"
205,وەکو,639,"['u', 'ɛ', 'k', 'u']","['u', 'E', 'k', 'u']"
