i,word,freq,ipa,xsampa
11871,Daniel,128,"['t', 'a', 'n', 'i̯', 'ɛ', 'l']","['t', 'a', 'n', 'i_^', 'E', 'l']"
11872,GDP,128,"['k', 't', 'pʰ']","['k', 't', 'p_h']"
11937,i,127,['i'],['i']
12013,Alexander,126,"['a', 'l', 'ɤ', 'ɕ', 'a', 'n', 't', 'ɻ̩']","['a', 'l', '7', 's\\', 'a', 'n', 't', 'r\\`=']"
12014,Institute,126,"['i', 'n', 's', 'tʰ', 'i', 'tʰ', 'u', 'tʰ', 'ɤ']","['i', 'n', 's', 't_h', 'i', 't_h', 'u', 't_h', '7']"
12015,cm,126,"['t͡sʰ', 'm']","['ts_h', 'm']"
12106,Air,125,"['ɑ', 'ɻ']","['A', 'r\\`']"
12107,Girls,125,"['k', 'i', 'ə̯', 'ɻ', 'l', 's']","['k', 'i', '@_^', 'r\\`', 'l', 's']"
12180,Church,124,"['ʈ͡ʂʰ', 'u', 'ɻʷ', 'ʈ͡ʂʰ']","['ts`_h', 'u', 'r\\`_w', 'ts`_h']"
12181,Day,124,"['t', 'a', 'i̯']","['t', 'a', 'i_^']"
12182,Dr,124,"['t', 'ʐ']","['t', 'z`']"
12183,White,124,"['u̯', 'x', 'i', 'tʰ', 'ɤ']","['u_^', 'x', 'i', 't_h', '7']"
12258,Power,123,"['pʰ', 'u̯', 'ɔ', 'u̯', 'ɻ̩']","['p_h', 'u_^', 'O', 'u_^', 'r\\`=']"
12259,United,123,"['u̯', 'ə', 'n', 'i', 'tʰ', 'ɤ', 't']","['u_^', '@', 'n', 'i', 't_h', '7', 't']"
12339,you,122,"['i̯', 'o', 'ʊ̯']","['i_^', 'o', 'U_^']"
12411,Entertainment,121,"['ə', 'n', 'tʰ', 'ɻ̩', 'tʰ', 'a', 'i̯', 'n', 'm', 'ə', 'n', 'tʰ']","['@', 'n', 't_h', 'r\\`=', 't_h', 'a', 'i_^', 'n', 'm', '@', 'n', 't_h']"
12413,Mary,121,"['m', 'ɑ', 'ɻ', 'i̯']","['m', 'A', 'r\\`', 'i_^']"
12414,be,121,"['p', 'ɤ']","['p', '7']"
12488,Times,120,"['tʰ', 'i', 'm', 'ɤ', 's']","['t_h', 'i', 'm', '7', 's']"
12566,Art,119,"['ɑ', 'ɻ', 'tʰ']","['A', 'r\\`', 't_h']"
12567,Research,119,"['ʐ', 'ɤ', 's', 'ɤ', 'ɑ', 'ɻ', 'ʈ͡ʂʰ']","['z`', '7', 's', '7', 'A', 'r\\`', 'ts`_h']"
12659,Chinese,118,"['ʈ͡ʂʰ', 'z̩', 'n', 'ɤ', 's', 'ɤ']","['ts`_h', 'z=', 'n', '7', 's', '7']"
12660,Edward,118,"['ɤ', 't', 'u̯', 'ɑ', 'ɻ', 't']","['7', 't', 'u_^', 'A', 'r\\`', 't']"
12661,Media,118,"['m', 'ɤ', 't', 'i̯', 'ä']","['m', '7', 't', 'i_^', 'a_""']"
12662,y,118,['i̯'],['i_^']
12756,HK,117,"['x', 'kʰ']","['x', 'k_h']"
12757,Science,117,"['s', 't͡sʰ', 'z̩', 'ə', 'n', 't͡sʰ', 'ɤ']","['s', 'ts_h', 'z=', '@', 'n', 'ts_h', '7']"
12835,Christian,116,"['ʈ͡ʂʰ', 'ʐ̩', 's', 'tʰ', 'i̯', 'ɛ', 'n']","['ts`_h', 'z`=', 's', 't_h', 'i_^', 'E', 'n']"
12836,Magazine,116,"['m', 'a', 'k', 'a', 't͡s', 'z̩', 'n', 'ɤ']","['m', 'a', 'k', 'a', 'ts', 'z=', 'n', '7']"
