i,word,freq,ipa,xsampa
4,năm,219427,"['n', 'ă', 'm']","['n', 'a_X', 'm']"
7,đã,168050,"['d', 'ã']","['d', 'a~']"
9,trong,155275,"['c', 'ɔ', 'ŋ']","['c', 'O', 'N']"
13,cho,100280,"['c', 'ɔ']","['c', 'O']"
28,cũng,48447,"['k', 'ũ', 'ŋ']","['k', 'u~', 'N']"
30,khi,47072,"['x', 'i']","['x', 'i']"
39,sẽ,35117,"['s', 'ẽ']","['s', 'e~']"
43,hai,31718,"['h', 'a', 'j']","['h', 'a', 'j']"
48,theo,30213,"['tʰ', 'e', 'o']","['t_h', 'e', 'o']"
51,Trong,29940,"['c', 'ɔ', 'ŋ']","['c', 'O', 'N']"
62,Năm,26546,"['n', 'ă', 'm']","['n', 'a_X', 'm']"
64,sau,25841,"['s', 'ă', 'w']","['s', 'a_X', 'w']"
69,do,23993,"['z', 'ɔ']","['z', 'O']"
76,ra,19962,"['z', 'a']","['z', 'a']"
77,anh,19859,"['ʔ', 'ɛ', 'ɲ']","['?', 'E', 'J']"
82,Anh,19391,"['ʔ', 'ɛ', 'ɲ']","['?', 'E', 'J']"
87,đang,18255,"['d', 'a', 'ŋ']","['d', 'a', 'N']"
90,cao,18154,"['k', 'a', 'w']","['k', 'a', 'w']"
92,con,17619,"['k', 'ɔ', 'n']","['k', 'O', 'n']"
95,hay,17108,"['h', 'ă', 'j']","['h', 'a_X', 'j']"
96,phim,16845,"['f', 'i', 'm']","['f', 'i', 'm']"
118,đi,14362,"['d', 'i']","['d', 'i']"
129,Khi,12848,"['x', 'i']","['x', 'i']"
133,mang,12608,"['m', 'a', 'ŋ']","['m', 'a', 'N']"
138,Mỹ,12243,"['m', 'ỹ']","['m', 'y~']"
152,ba,10899,"['b', 'a']","['b', 'a']"
173,qua,9335,"['k', 'w', 'a']","['k', 'w', 'a']"
174,xã,9334,"['s', 'ã']","['s', 'a~']"
179,Theo,9179,"['tʰ', 'e', 'o']","['t_h', 'e', 'o']"
210,sang,7917,"['s', 'a', 'ŋ']","['s', 'a', 'N']"
222,so,7595,"['s', 'ɔ']","['s', 'O']"
239,tăng,7101,"['t', 'ă', 'ŋ']","['t', 'a_X', 'N']"
241,Sau,7035,"['s', 'ă', 'w']","['s', 'a_X', 'w']"
247,khu,6837,"['x', 'u']","['x', 'u']"
249,nam,6738,"['n', 'a', 'm']","['n', 'a', 'm']"
251,album,6708,"['ʔ', 'a', 'l', 'b', 'u', 'm']","['?', 'a', 'l', 'b', 'u', 'm']"
252,xem,6655,"['s', 'ɛ', 'm']","['s', 'E', 'm']"
286,vua,6136,"['v', 'w', 'a']","['v', 'w', 'a']"
289,coi,6120,"['k', 'ɔ', 'j']","['k', 'O', 'j']"
316,Nga,5612,"['ŋ', 'a']","['N', 'a']"
338,sinh,5338,"['s', 'i', 'ɲ']","['s', 'i', 'J']"
343,Do,5303,"['z', 'ɔ']","['z', 'O']"
383,km,4804,"['k', 'm']","['k', 'm']"
390,đĩa,4708,"['d', 'ĩ', 'ʔ', 'a']","['d', 'i~', '?', 'a']"
397,quay,4645,"['k', 'w', 'ă', 'j']","['k', 'w', 'a_X', 'j']"
409,Hai,4560,"['h', 'a', 'j']","['h', 'a', 'j']"
411,ăn,4518,"['ă', 'n']","['a_X', 'n']"
413,Nam,4509,"['n', 'a', 'm']","['n', 'a', 'm']"
414,thu,4504,"['tʰ', 'u']","['t_h', 'u']"
418,A,4479,"['ʔ', 'a']","['?', 'a']"
425,cũ,4368,"['k', 'ũ']","['k', 'u~']"
429,trang,4347,"['c', 'a', 'ŋ']","['c', 'a', 'N']"
431,chia,4344,"['c', 'i', 'ə']","['c', 'i', '@']"
433,nay,4318,"['n', 'ă', 'j']","['n', 'a_X', 'j']"
444,tay,4183,"['t', 'ă', 'j']","['t', 'a_X', 'j']"
457,nhau,4061,"['ɲ', 'ă', 'w']","['J', 'a_X', 'w']"
458,xe,4059,"['s', 'ɛ']","['s', 'E']"
462,I,4051,"['ʔ', 'i']","['?', 'i']"
465,ngay,4032,"['ŋ', 'ă', 'j']","['N', 'a_X', 'j']"
466,chung,4029,"['c', 'u', 'ŋ']","['c', 'u', 'N']"
502,Xã,3829,"['s', 'ã']","['s', 'a~']"
516,vai,3686,"['v', 'a', 'j']","['v', 'a', 'j']"
519,ghi,3666,"['ɣ', 'i']","['G', 'i']"
529,in,3606,"['ʔ', 'i', 'n']","['?', 'i', 'n']"
530,m,3603,['m'],['m']
535,II,3564,"['ʔ', 'i', 'i']","['?', 'i', 'i']"
542,đen,3516,"['d', 'ɛ', 'n']","['d', 'E', 'n']"
564,tin,3406,"['t', 'i', 'n']","['t', 'i', 'n']"
571,of,3361,"['ʔ', 'ɔ', 'f']","['?', 'O', 'f']"
590,the,3257,"['tʰ', 'ɛ']","['t_h', 'E']"
596,cm,3225,"['k', 'm']","['k', 'm']"
597,nhanh,3225,"['ɲ', 'ɛ', 'ɲ']","['J', 'E', 'J']"
615,bay,3121,"['b', 'ă', 'j']","['b', 'a_X', 'j']"
619,cha,3101,"['c', 'a']","['c', 'a']"
628,ta,3069,"['t', 'a']","['t', 'a']"
634,mm,3052,"['m', 'm']","['m', 'm']"
650,xa,2945,"['s', 'a']","['s', 'a']"
662,rõ,2890,"['z', 'õ']","['z', 'o~']"
667,mua,2864,"['m', 'w', 'a']","['m', 'w', 'a']"
671,hãng,2854,"['h', 'ã', 'ŋ']","['h', 'a~', 'N']"
