i,word,freq,ipa,xsampa
3093,କରାଏ,47,"['k', 'ɔ', 'r', 'a', 'e']","['k', 'O', 'r', 'a', 'e']"
3096,କାହିଁକି,47,"['k', 'a', 'h', 'ĩ', 'k', 'i']","['k', 'a', 'h', 'i~', 'k', 'i']"
3104,ଚାହୁଁଥିଲେ,47,"['t͡ʃ', 'a', 'h', 'ũ', 'tʰ', 'i', 'l', 'e']","['tS', 'a', 'h', 'u~', 't_h', 'i', 'l', 'e']"
3107,ଜାଭା,47,"['d͡ʒ', 'a', 'b̤', 'a']","['dZ', 'a', 'b_t', 'a']"
3108,ତାଳ,47,"['t', 'a', 'ɭ']","['t', 'a', 'l`']"
3109,ତୁଳନା,47,"['t', 'u', 'ɭ', 'n', 'a']","['t', 'u', 'l`', 'n', 'a']"
3111,ନଥିବାରୁ,47,"['n', 'ɔ', 'tʰ', 'i', 'b', 'a', 'r', 'u']","['n', 'O', 't_h', 'i', 'b', 'a', 'r', 'u']"
3112,ନୃସିଂହ,47,"['n', 'r̩', 's', 'i', 'ŋ', 'h', 'ɔ']","['n', 'r=', 's', 'i', 'N', 'h', 'O']"
3113,ପତାକା,47,"['p', 'ɔ', 't', 'a', 'k', 'a']","['p', 'O', 't', 'a', 'k', 'a']"
3114,ପରଜୀବୀ,47,"['p', 'ɔ', 'r', 'ɔ', 'd͡ʒ', 'i', 'b', 'i']","['p', 'O', 'r', 'O', 'dZ', 'i', 'b', 'i']"
3115,ପାଇଥାଏ,47,"['p', 'a', 'i', 'tʰ', 'a', 'e']","['p', 'a', 'i', 't_h', 'a', 'e']"
3116,ପାରିଲେ,47,"['p', 'a', 'r', 'i', 'l', 'e']","['p', 'a', 'r', 'i', 'l', 'e']"
3124,ବାବୁ,47,"['b', 'a', 'b', 'u']","['b', 'a', 'b', 'u']"
3125,ବେକ,47,"['b', 'e', 'k']","['b', 'e', 'k']"
3127,ମଣି,47,"['m', 'ɔ', 'ɳ', 'i']","['m', 'O', 'n`', 'i']"
