i,word,freq,ipa,xsampa
3,اور,140881,"['ɑː', 'uː', 'r']","['A:', 'u:', 'r']"
4,سے,112569,"['s', 'eː']","['s', 'e:']"
7,پر,83580,"['p', 'r']","['p', 'r']"
8,اس,80567,"['ɑː', 's']","['A:', 's']"
10,نے,62603,"['n', 'eː']","['n', 'e:']"
16,ان,28843,"['ɑː', 'n']","['A:', 'n']"
22,جو,22009,"['d͡ʒ', 'uː']","['dZ', 'u:']"
24,افراد,21997,"['ɑː', 'f', 'r', 'ɑː', 'd̪']","['A:', 'f', 'r', 'A:', 'd_d']"
25,مشتمل,20902,"['m', 'ʃ', 't̪', 'm', 'l']","['m', 'S', 't_d', 'm', 'l']"
27,واقع,18975,"['uː', 'ɑː', 'q']","['u:', 'A:', 'q']"
31,بعد,16308,"['b', 'ʔ', 'd̪']","['b', '?', 'd_d']"
33,جس,14834,"['d͡ʒ', 's']","['dZ', 's']"
34,جاتا,14528,"['d͡ʒ', 'ɑː', 't̪', 'ɑː']","['dZ', 'A:', 't_d', 'A:']"
37,و,13924,['uː'],['u:']
41,سطح,13374,"['s', 't̪', 'h']","['s', 't_d', 'h']"
43,مربع,13078,"['m', 'r', 'b']","['m', 'r', 'b']"
49,اپنے,12022,"['ɑː', 'p', 'n', 'eː']","['A:', 'p', 'n', 'e:']"
52,طور,11377,"['t̪', 'uː', 'r']","['t_d', 'u:', 'r']"
55,تو,10197,"['t̪', 'uː']","['t_d', 'u:']"
56,نام,9900,"['n', 'ɑː', 'm']","['n', 'A:', 'm']"
64,سمندر,8169,"['s', 'm', 'n', 'd̪', 'r']","['s', 'm', 'n', 'd_d', 'r']"
65,حاصل,8050,"['h', 'ɑː', 's', 'l']","['h', 'A:', 's', 'l']"
68,سو,7662,"['s', 'uː']","['s', 'u:']"
71,بن,7491,"['b', 'n']","['b', 'n']"
72,دو,7491,"['d̪', 'uː']","['d_d', 'u:']"
73,اسے,7411,"['ɑː', 's', 'eː']","['A:', 's', 'e:']"
79,سب,6658,"['s', 'b']","['s', 'b']"
80,شامل,6646,"['ʃ', 'ɑː', 'm', 'l']","['S', 'A:', 'm', 'l']"
86,جب,6273,"['d͡ʒ', 'b']","['dZ', 'b']"
87,سال,6203,"['s', 'ɑː', 'l']","['s', 'A:', 'l']"
88,والے,6110,"['uː', 'ɑː', 'l', 'eː']","['u:', 'A:', 'l', 'e:']"
90,وقت,6040,"['uː', 'q', 't̪']","['u:', 'q', 't_d']"
92,طرح,5956,"['t̪', 'r', 'h']","['t_d', 'r', 'h']"
99,استعمال,5472,"['ɑː', 's', 't̪', 'ʔ', 'm', 'ɑː', 'l']","['A:', 's', 't_d', '?', 'm', 'A:', 'l']"
105,طرف,4832,"['t̪', 'r', 'f']","['t_d', 'r', 'f']"
106,شروع,4814,"['ʃ', 'r', 'uː']","['S', 'r', 'u:']"
107,دور,4809,"['d̪', 'uː', 'r']","['d_d', 'u:', 'r']"
109,جنگ,4692,"['d͡ʒ', 'n', 'ɡ']","['dZ', 'n', 'g']"
113,جن,4559,"['d͡ʒ', 'n']","['dZ', 'n']"
116,محمد,4388,"['m', 'h', 'm', 'd̪']","['m', 'h', 'm', 'd_d']"
119,فلم,4264,"['f', 'l', 'm']","['f', 'l', 'm']"
121,موجود,4208,"['m', 'uː', 'd͡ʒ', 'uː', 'd̪']","['m', 'u:', 'dZ', 'u:', 'd_d']"
122,مختلف,4205,"['m', 'x', 't̪', 'l', 'f']","['m', 'x', 't_d', 'l', 'f']"
128,تمام,4100,"['t̪', 'm', 'ɑː', 'm']","['t_d', 'm', 'A:', 'm']"
