language	i	lex.type	seq.H	seq.H.scaled
Vietnamese	1	original	1.3058560976362443	0.5982048118973141
Vietnamese	2	shuffled	1.3037954052091736	0.45565737972762277
Vietnamese	3	shuffled	1.2851271537146098	-0.8357101619247784
Vietnamese	4	shuffled	1.3066186062435643	0.6509509871891096
Vietnamese	5	shuffled	1.3340726457833407	2.5500712962996337
Vietnamese	6	shuffled	1.2865280062773814	-0.7388068429004678
Vietnamese	7	shuffled	1.2961592427499864	-0.07257057699614948
Vietnamese	8	shuffled	1.273033254841167	-1.6722999444086197
Vietnamese	9	shuffled	1.2676328779672852	-2.0458684818612003
Vietnamese	10	shuffled	1.300679893295782	0.240143304306208
Vietnamese	11	shuffled	1.3123958686169506	1.0505904023091217
Vietnamese	12	shuffled	1.2959321095455671	-0.08828240988547671
Vietnamese	13	shuffled	1.311752900183312	1.0061133624669156
Vietnamese	14	shuffled	1.2973196087249916	0.007697195108590159
Vietnamese	15	shuffled	1.293454690153512	-0.25965673441136367
Vietnamese	16	shuffled	1.290486877373991	-0.4649537915187532
Vietnamese	17	shuffled	1.3260759551571863	1.9969039727150475
Vietnamese	18	shuffled	1.3140740925712984	1.1666807572574354
Vietnamese	19	shuffled	1.3147873267863226	1.2160183995720586
Vietnamese	20	shuffled	1.3024929692701368	0.36556198449237814
Vietnamese	21	shuffled	1.2999162526787444	0.1873188227731202
Vietnamese	22	shuffled	1.2967119123219437	-0.034339918560224655
Vietnamese	23	shuffled	1.2792084473336374	-1.245133899931765
Vietnamese	24	shuffled	1.277774130831483	-1.3443520712681645
Vietnamese	25	shuffled	1.2980587656775198	0.05882803063217911
Vietnamese	26	shuffled	1.271484682775794	-1.7794216907443487
Vietnamese	27	shuffled	1.306780387265607	0.66214211351297
Vietnamese	28	shuffled	1.297231699126318	0.0016160898502901935
Vietnamese	29	shuffled	1.2917910917828244	-0.3747353714694421
Vietnamese	30	shuffled	1.281053500797431	-1.1175031919112326
Vietnamese	31	shuffled	1.2776420825482753	-1.3534864493278866
Vietnamese	32	shuffled	1.32369014310832	1.831866543190031
Vietnamese	33	shuffled	1.2945955076699396	-0.1807412177604287
Vietnamese	34	shuffled	1.301904317903388	0.3248423022773577
Vietnamese	35	shuffled	1.287153483492608	-0.6955397498884681
Vietnamese	36	shuffled	1.303852277708565	0.459591508199599
Vietnamese	37	shuffled	1.2966832566293482	-0.036322162655882693
Vietnamese	38	shuffled	1.2902646229520323	-0.4803281369195457
Vietnamese	39	shuffled	1.2893468898194522	-0.5438118959452879
Vietnamese	40	shuffled	1.294055954847429	-0.21806453120517746
Vietnamese	41	shuffled	1.2792911591618974	-1.239412348004053
Vietnamese	42	shuffled	1.2833616147468798	-0.9578404919727191
Vietnamese	43	shuffled	1.3167116596397184	1.349133222185965
Vietnamese	44	shuffled	1.3060107680101771	0.6089040624730961
Vietnamese	45	shuffled	1.2997084961246186	0.17294736058011234
Vietnamese	46	shuffled	1.3081872547879028	0.7594615145413299
Vietnamese	47	shuffled	1.2828708298665212	-0.9917903058914674
Vietnamese	48	shuffled	1.3147424860023091	1.2129165593684335
Vietnamese	49	shuffled	1.2869711241239108	-0.7081543736908257
Vietnamese	50	shuffled	1.3002288510958473	0.20894267166631147
Vietnamese	51	shuffled	1.3009829911721364	0.2611099577489248
Vietnamese	52	shuffled	1.2924997821824125	-0.32571204545654575
Vietnamese	53	shuffled	1.2917579746769652	-0.3770262317351969
Vietnamese	54	shuffled	1.3001443443879257	0.2030969597798166
Vietnamese	55	shuffled	1.2925100539620205	-0.32500149991966804
Vietnamese	56	shuffled	1.274515984085557	-1.569732844333829
Vietnamese	57	shuffled	1.2926091463725882	-0.3181468288933803
Vietnamese	58	shuffled	1.299405146328349	0.1519632806954164
Vietnamese	59	shuffled	1.3249982351829777	1.9223531989541067
Vietnamese	60	shuffled	1.3130806226740166	1.0979579430542936
Vietnamese	61	shuffled	1.2794031559022268	-1.2316650260186857
Vietnamese	62	shuffled	1.3251235048635275	1.9310186703541634
Vietnamese	63	shuffled	1.2945012120850854	-0.18726407061771352
Vietnamese	64	shuffled	1.3089495947708636	0.8121960253221672
Vietnamese	65	shuffled	1.2888052052661998	-0.5812826708643193
Vietnamese	66	shuffled	1.2998144587278162	0.18027727395942608
Vietnamese	67	shuffled	1.3094077410676812	0.8438880805320943
Vietnamese	68	shuffled	1.2826790996235007	-1.005053155530169
Vietnamese	69	shuffled	1.2869922749768574	-0.7066912733580767
Vietnamese	70	shuffled	1.3065420516224486	0.6456553571778546
Vietnamese	71	shuffled	1.2936305937108605	-0.2474886883312454
Vietnamese	72	shuffled	1.3172677197245464	1.3875984177595553
Vietnamese	73	shuffled	1.28876335613915	-0.5841775646005786
Vietnamese	74	shuffled	1.2842735171284132	-0.8947600724159839
Vietnamese	75	shuffled	1.283558926243248	-0.9441915617513198
Vietnamese	76	shuffled	1.2811847464459778	-1.1084243357277435
Vietnamese	77	shuffled	1.3146048998838313	1.203399104151167
Vietnamese	78	shuffled	1.3079667519493337	0.7442083341000179
Vietnamese	79	shuffled	1.2739582191390746	-1.6083159729127834
Vietnamese	80	shuffled	1.2779467027495703	-1.3324144897713837
Vietnamese	81	shuffled	1.2991080655688163	0.13141285848680354
Vietnamese	82	shuffled	1.3128903546927375	1.0847962446857515
Vietnamese	83	shuffled	1.311312754547489	0.975666494538913
Vietnamese	84	shuffled	1.3074216168641715	0.7064988702544424
Vietnamese	85	shuffled	1.2928587820404407	-0.3008783986498012
Vietnamese	86	shuffled	1.2885505736691985	-0.5988966921636575
Vietnamese	87	shuffled	1.2773081575587157	-1.3765855538685217
Vietnamese	88	shuffled	1.317350450222729	1.3933212611703996
