i	position	H	language
1	first	4.055478593833821	Swahili
1	later	3.4829449366513594	Swahili
2	first	4.0600665339084525	Swahili
2	later	3.557876554049491	Swahili
3	first	4.054310719032755	Swahili
3	later	3.5658412161438977	Swahili
4	first	4.023709147965642	Swahili
4	later	3.554636822627775	Swahili
5	first	4.06583177292501	Swahili
5	later	3.503454962528426	Swahili
6	first	4.0726983783534045	Swahili
6	later	3.5212004595469395	Swahili
7	first	4.098976324343226	Swahili
7	later	3.6032584987184406	Swahili
8	first	4.065154166913914	Swahili
8	later	3.4944649114236994	Swahili
9	first	4.156854492155408	Swahili
9	later	3.6110295690339256	Swahili
10	first	4.048443718317892	Swahili
10	later	3.537344131302059	Swahili
11	first	4.079396986150797	Swahili
11	later	3.4982147122409697	Swahili
12	first	4.110185035306583	Swahili
12	later	3.6391983939645387	Swahili
13	first	4.034160064068549	Swahili
13	later	3.5995609940867297	Swahili
14	first	4.07001260061563	Swahili
14	later	3.479215577155831	Swahili
15	first	4.059064463327586	Swahili
15	later	3.4819515775713388	Swahili
16	first	4.060837629827969	Swahili
16	later	3.482837806576128	Swahili
17	first	4.038151905494974	Swahili
17	later	3.535038578681986	Swahili
18	first	4.05373102535973	Swahili
18	later	3.47964800735772	Swahili
19	first	4.0616935945836	Swahili
19	later	3.5530210351262137	Swahili
20	first	4.054385274846819	Swahili
20	later	3.558636139703108	Swahili
21	first	4.116830417966677	Swahili
21	later	3.649134332708837	Swahili
22	first	4.0711805010279125	Swahili
22	later	3.4909382124737327	Swahili
23	first	4.048193111494855	Swahili
23	later	3.4865407694166133	Swahili
24	first	4.05395037533819	Swahili
24	later	3.4953036971843185	Swahili
25	first	4.069270648694172	Swahili
25	later	3.5808774713410525	Swahili
26	first	4.075709253684747	Swahili
26	later	3.5296670261384233	Swahili
27	first	4.042277903316678	Swahili
27	later	3.6205043279054934	Swahili
28	first	4.068359229745511	Swahili
28	later	3.5563611862829063	Swahili
29	first	4.083355135723385	Swahili
29	later	3.4950846359255543	Swahili
30	first	4.067078461102272	Swahili
30	later	3.4806981753074377	Swahili
31	first	4.082645844088388	Swahili
31	later	3.5310017328432393	Swahili
