b	t	p	lex.type	language	b.z	b.less
0.10085399140673044	16.403935042744735	1.0257494991314666e-58	og	Finnish	2.04655240102114	0.01953125
0.09559843519190439	11.325507086186688	3.9873416504363476e-29	nonce	Finnish	1.264816758445652	0.01953125
0.07872358221086903	9.398292118899109	1.0983386374111275e-20	nonce	Finnish	-1.24522661265987	0.01953125
0.08494584985620451	10.181188352121374	6.116080021510286e-24	nonce	Finnish	-0.31969785848518084	0.01953125
0.0970212670581436	11.444412660263657	1.1034712452915133e-29	nonce	Finnish	1.47645532490102	0.01953125
0.08479034562364807	10.138491981677307	9.272803799727384e-24	nonce	Finnish	-0.342828274409149	0.01953125
0.07632741442117602	8.863987754445107	1.3234298479029305e-18	nonce	Finnish	-1.6016436483125556	0.01953125
0.0852422886839046	10.299458201260842	1.873195806474907e-24	nonce	Finnish	-0.2756041816251151	0.01953125
0.09126109042382556	10.600358925797817	8.796204721009573e-26	nonce	Finnish	0.6196601164559027	0.01953125
0.08986961542662103	10.61460930859663	7.592784234192294e-26	nonce	Finnish	0.4126857151548957	0.01953125
0.0793111430771893	9.269762314925853	3.580729177668827e-20	nonce	Finnish	-1.1578301026407518	0.01953125
0.09494827918867373	10.957182581357314	2.1059963827381994e-27	nonce	Finnish	1.1681095594005637	0.01953125
0.09253735121950063	11.1166138107209	3.9418401454234654e-28	nonce	Finnish	0.8094970266551356	0.01953125
0.08673823587348722	10.506847580874512	2.265196332943964e-25	nonce	Finnish	-0.05309010514956283	0.01953125
0.08054448072794367	9.497259600440982	4.360047736855201e-21	nonce	Finnish	-0.9743777787544361	0.01953125
0.08439252775809711	9.94829422629912	5.963197326442749e-23	nonce	Finnish	-0.40200153638990416	0.01953125
0.08692753031391254	10.41501055812471	5.744739924383982e-25	nonce	Finnish	-0.0249335780431835	0.01953125
0.09009336466443678	10.697014712767912	3.3093668385154435e-26	nonce	Finnish	0.4459672075507408	0.01953125
0.08348092030475882	9.788089969916191	2.810294343671887e-22	nonce	Finnish	-0.5375982285728648	0.01953125
0.07903333042732567	9.39123819257763	1.1688338866012437e-20	nonce	Finnish	-1.1991532360027506	0.01953125
0.09481358545568631	11.326199173720182	4.023845827123231e-29	nonce	Finnish	1.1480745930518514	0.01953125
0.09334651480370726	11.215510584780285	1.3071854123316463e-28	nonce	Finnish	0.9298557458072605	0.01953125
0.0844061825676401	10.133771956784898	9.803512856228558e-24	nonce	Finnish	-0.3999704571137997	0.01953125
0.08819184200670492	10.767260460489263	1.5643254024499492e-26	nonce	Finnish	0.1631259675464109	0.01953125
0.07903713894256684	9.792325104588551	2.6862957164942423e-22	nonce	Finnish	-1.1985867399007946	0.01953125
0.087659025765143	10.53546014549935	1.7012970366930248e-25	nonce	Finnish	0.0838724252101987	0.01953125
0.0904214879605198	10.702892290524733	3.067758111858725e-26	nonce	Finnish	0.4947737782014051	0.01953125
0.08103942711800351	9.45570062356376	6.432979981455856e-21	nonce	Finnish	-0.9007571725886518	0.01953125
0.0852149333065184	9.81359190072733	2.202314036829038e-22	nonce	Finnish	-0.27967314647769687	0.01953125
0.09001677731559084	10.813970383089677	9.499685513918831e-27	nonce	Finnish	0.4345752524624597	0.01953125
0.08640726198609439	10.01452997505866	3.138363208594502e-23	nonce	Finnish	-0.10232068588369184	0.01953125
0.08382617480287656	10.23444776548802	3.577371890849607e-24	nonce	Finnish	-0.48624348401190576	0.01953125
0.08812518850413714	10.469523170721432	3.37968059839452e-25	nonce	Finnish	0.15321161851657103	0.01953125
0.08508890349664318	10.247497383937965	3.0944070751981474e-24	nonce	Finnish	-0.29841940098992914	0.01953125
0.09026175862711334	10.786696338218118	1.3006773313850698e-26	nonce	Finnish	0.4710149013129043	0.01953125
0.08352602801993414	9.776408272915091	3.1231924728805627e-22	nonce	Finnish	-0.5308886992164441	0.01953125
0.08001091530441663	9.791428070101242	2.7211900269031413e-22	nonce	Finnish	-1.0537427578674552	0.01953125
0.08931406972133095	10.489923771553254	2.822348204345266e-25	nonce	Finnish	0.3300512876741561	0.01953125
0.08169944605308979	9.59393843296292	1.76953960860233e-21	nonce	Finnish	-0.8025829156230182	0.01953125
0.08603751723741554	10.210533178392083	4.509387991096214e-24	nonce	Finnish	-0.15731822313426366	0.01953125
