r	b	b0	lex.type	test	i	language
-0.20119489415152614	-0.20119489415152614	0	og	redun.prop	1	Kaqchikel
0.022424904249968774	0.022424904249968774	0	og	bigram.prob	1	Kaqchikel
-0.0891773350855541	-0.0891773350855541	0	og	seg.h.prop	1	Kaqchikel
0.021689341697976202	0.021689341697976202	0	scr	redun.prop	2	Kaqchikel
0.00206507566578616	0.00206507566578616	0	scr	bigram.prob	2	Kaqchikel
0.005105392808129247	0.005105392808129247	0	scr	seg.h.prop	2	Kaqchikel
-0.01578217519747972	-0.01578217519747972	0	scr	redun.prop	3	Kaqchikel
0.017416668832203757	0.017416668832203757	0	scr	bigram.prob	3	Kaqchikel
-0.01763115862876545	-0.01763115862876545	0	scr	seg.h.prop	3	Kaqchikel
-6.663840156362523e-4	-6.663840156362523e-4	0	scr	redun.prop	4	Kaqchikel
-0.031109058861278342	-0.031109058861278342	0	scr	bigram.prob	4	Kaqchikel
0.004899303336952539	0.004899303336952539	0	scr	seg.h.prop	4	Kaqchikel
-0.007104035846027083	-0.007104035846027083	0	scr	redun.prop	5	Kaqchikel
-0.01330635977176034	-0.01330635977176034	0	scr	bigram.prob	5	Kaqchikel
-0.013638082121263237	-0.013638082121263237	0	scr	seg.h.prop	5	Kaqchikel
0.0019751021175118924	0.0019751021175118924	0	scr	redun.prop	6	Kaqchikel
-0.010909441282480559	-0.010909441282480559	0	scr	bigram.prob	6	Kaqchikel
0.010366898037872819	0.010366898037872819	0	scr	seg.h.prop	6	Kaqchikel
0.002239212747700598	0.002239212747700598	0	scr	redun.prop	7	Kaqchikel
-0.015153390374363673	-0.015153390374363673	0	scr	bigram.prob	7	Kaqchikel
0.008403583353523087	0.008403583353523087	0	scr	seg.h.prop	7	Kaqchikel
-0.00783171491253641	-0.00783171491253641	0	scr	redun.prop	8	Kaqchikel
0.017919649968824027	0.017919649968824027	0	scr	bigram.prob	8	Kaqchikel
-0.012781526773188749	-0.012781526773188749	0	scr	seg.h.prop	8	Kaqchikel
-0.017229683838660623	-0.017229683838660623	0	scr	redun.prop	9	Kaqchikel
-0.018962493433961915	-0.018962493433961915	0	scr	bigram.prob	9	Kaqchikel
-0.024265681768577137	-0.024265681768577137	0	scr	seg.h.prop	9	Kaqchikel
0.00923863301855943	0.00923863301855943	0	scr	redun.prop	10	Kaqchikel
0.0075210043938444245	0.0075210043938444245	0	scr	bigram.prob	10	Kaqchikel
0.025663505479742766	0.025663505479742766	0	scr	seg.h.prop	10	Kaqchikel
-0.016100510338491907	-0.016100510338491907	0	scr	redun.prop	11	Kaqchikel
0.009707208384130875	0.009707208384130875	0	scr	bigram.prob	11	Kaqchikel
-0.006095398729630292	-0.006095398729630292	0	scr	seg.h.prop	11	Kaqchikel
0.024668805225988237	0.024668805225988237	0	scr	redun.prop	12	Kaqchikel
-0.01591491714866365	-0.01591491714866365	0	scr	bigram.prob	12	Kaqchikel
0.005913708946483173	0.005913708946483173	0	scr	seg.h.prop	12	Kaqchikel
0.0012925185672415904	0.0012925185672415904	0	scr	redun.prop	13	Kaqchikel
-0.0071620644436478	-0.0071620644436478	0	scr	bigram.prob	13	Kaqchikel
-0.013301939020806277	-0.013301939020806277	0	scr	seg.h.prop	13	Kaqchikel
-0.0050175574374125434	-0.0050175574374125434	0	scr	redun.prop	14	Kaqchikel
-0.0016573354006443964	-0.0016573354006443964	0	scr	bigram.prob	14	Kaqchikel
-0.0015247570545165602	-0.0015247570545165602	0	scr	seg.h.prop	14	Kaqchikel
-1.273877562470687e-4	-1.273877562470687e-4	0	scr	redun.prop	15	Kaqchikel
0.027444696731356494	0.027444696731356494	0	scr	bigram.prob	15	Kaqchikel
0.012316404132400819	0.012316404132400819	0	scr	seg.h.prop	15	Kaqchikel
0.00837611487105228	0.00837611487105228	0	scr	redun.prop	16	Kaqchikel
-0.004269549893727386	-0.004269549893727386	0	scr	bigram.prob	16	Kaqchikel
-0.002586017562342601	-0.002586017562342601	0	scr	seg.h.prop	16	Kaqchikel
-0.026446094996738587	-0.026446094996738587	0	scr	redun.prop	17	Kaqchikel
0.013845927913528027	0.013845927913528027	0	scr	bigram.prob	17	Kaqchikel
-0.026604114705513025	-0.026604114705513025	0	scr	seg.h.prop	17	Kaqchikel
0.006882867037160764	0.006882867037160764	0	scr	redun.prop	18	Kaqchikel
0.0020706724568068566	0.0020706724568068566	0	scr	bigram.prob	18	Kaqchikel
-0.001017544145742718	-0.001017544145742718	0	scr	seg.h.prop	18	Kaqchikel
0.024369801695089476	0.024369801695089476	0	scr	redun.prop	19	Kaqchikel
-0.00595843662576274	-0.00595843662576274	0	scr	bigram.prob	19	Kaqchikel
0.028894627421027937	0.028894627421027937	0	scr	seg.h.prop	19	Kaqchikel
0.011479351624388727	0.011479351624388727	0	scr	redun.prop	20	Kaqchikel
-0.03266587736208472	-0.03266587736208472	0	scr	bigram.prob	20	Kaqchikel
0.007663887645295935	0.007663887645295935	0	scr	seg.h.prop	20	Kaqchikel
6.083953132607097e-4	6.083953132607097e-4	0	scr	redun.prop	21	Kaqchikel
0.013940439326535624	0.013940439326535624	0	scr	bigram.prob	21	Kaqchikel
-0.008053234421896904	-0.008053234421896904	0	scr	seg.h.prop	21	Kaqchikel
0.008792916962859151	0.008792916962859151	0	scr	redun.prop	22	Kaqchikel
-0.00461698532179734	-0.00461698532179734	0	scr	bigram.prob	22	Kaqchikel
0.0015345752508256095	0.0015345752508256095	0	scr	seg.h.prop	22	Kaqchikel
0.014884416906082703	0.014884416906082703	0	scr	redun.prop	23	Kaqchikel
