r	b	b0	lex.type	test	i	language
-0.23687565338682648	-0.23687565338682648	0	og	redun.prop	1	Italian
0.19522976427762007	0.19522976427762007	0	og	bigram.prob	1	Italian
-0.19272050321034684	-0.19272050321034684	0	og	seg.h.prop	1	Italian
-0.0027516154156880597	-0.0027516154156880597	0	scr	redun.prop	2	Italian
0.010245667853506848	0.010245667853506848	0	scr	bigram.prob	2	Italian
-0.004344079264805977	-0.004344079264805977	0	scr	seg.h.prop	2	Italian
6.779638672806294e-4	6.779638672806294e-4	0	scr	redun.prop	3	Italian
0.008225623647550622	0.008225623647550622	0	scr	bigram.prob	3	Italian
0.0022273960167067306	0.0022273960167067306	0	scr	seg.h.prop	3	Italian
0.010554290865236772	0.010554290865236772	0	scr	redun.prop	4	Italian
-0.007986262005536584	-0.007986262005536584	0	scr	bigram.prob	4	Italian
0.009749924078013054	0.009749924078013054	0	scr	seg.h.prop	4	Italian
-0.015668555989987662	-0.015668555989987662	0	scr	redun.prop	5	Italian
9.527101788175766e-4	9.527101788175766e-4	0	scr	bigram.prob	5	Italian
-0.011775648986158684	-0.011775648986158684	0	scr	seg.h.prop	5	Italian
-0.016265371865337892	-0.016265371865337892	0	scr	redun.prop	6	Italian
-0.006639509708255492	-0.006639509708255492	0	scr	bigram.prob	6	Italian
-0.013791085366447684	-0.013791085366447684	0	scr	seg.h.prop	6	Italian
-0.006301248419490289	-0.006301248419490289	0	scr	redun.prop	7	Italian
0.01886842466045324	0.01886842466045324	0	scr	bigram.prob	7	Italian
-0.011205090256616496	-0.011205090256616496	0	scr	seg.h.prop	7	Italian
0.008517057245260036	0.008517057245260036	0	scr	redun.prop	8	Italian
-0.004608346344225957	-0.004608346344225957	0	scr	bigram.prob	8	Italian
0.0059361790216654374	0.0059361790216654374	0	scr	seg.h.prop	8	Italian
-0.008433556693340345	-0.008433556693340345	0	scr	redun.prop	9	Italian
0.010457109615640047	0.010457109615640047	0	scr	bigram.prob	9	Italian
-0.0030700463371393515	-0.0030700463371393515	0	scr	seg.h.prop	9	Italian
-1.10607255259852e-4	-1.10607255259852e-4	0	scr	redun.prop	10	Italian
-0.005694644105306709	-0.005694644105306709	0	scr	bigram.prob	10	Italian
0.006300844452893463	0.006300844452893463	0	scr	seg.h.prop	10	Italian
0.0015264015486602066	0.0015264015486602066	0	scr	redun.prop	11	Italian
9.258774746211229e-4	9.258774746211229e-4	0	scr	bigram.prob	11	Italian
0.00119315854086075	0.00119315854086075	0	scr	seg.h.prop	11	Italian
0.017770921362947834	0.017770921362947834	0	scr	redun.prop	12	Italian
-0.0073254797139490225	-0.0073254797139490225	0	scr	bigram.prob	12	Italian
-0.0017273720451603963	-0.0017273720451603963	0	scr	seg.h.prop	12	Italian
0.009279636154540426	0.009279636154540426	0	scr	redun.prop	13	Italian
-0.02466292723198878	-0.02466292723198878	0	scr	bigram.prob	13	Italian
0.018720304729159833	0.018720304729159833	0	scr	seg.h.prop	13	Italian
0.0038805966349551137	0.0038805966349551137	0	scr	redun.prop	14	Italian
0.025713162194126254	0.025713162194126254	0	scr	bigram.prob	14	Italian
-0.019868339789576372	-0.019868339789576372	0	scr	seg.h.prop	14	Italian
-0.003816975631128973	-0.003816975631128973	0	scr	redun.prop	15	Italian
0.012693837049797155	0.012693837049797155	0	scr	bigram.prob	15	Italian
-0.015727331613850756	-0.015727331613850756	0	scr	seg.h.prop	15	Italian
0.0214945466460955	0.0214945466460955	0	scr	redun.prop	16	Italian
-0.005762034420110625	-0.005762034420110625	0	scr	bigram.prob	16	Italian
0.012969597840797112	0.012969597840797112	0	scr	seg.h.prop	16	Italian
-0.0041749522883720944	-0.0041749522883720944	0	scr	redun.prop	17	Italian
0.0012638907464025066	0.0012638907464025066	0	scr	bigram.prob	17	Italian
-0.012315972049614451	-0.012315972049614451	0	scr	seg.h.prop	17	Italian
-0.013179086009233667	-0.013179086009233667	0	scr	redun.prop	18	Italian
0.009542247614801701	0.009542247614801701	0	scr	bigram.prob	18	Italian
-0.012579736312564819	-0.012579736312564819	0	scr	seg.h.prop	18	Italian
0.008201997165204413	0.008201997165204413	0	scr	redun.prop	19	Italian
-0.00981932373645861	-0.00981932373645861	0	scr	bigram.prob	19	Italian
-0.002885865364416964	-0.002885865364416964	0	scr	seg.h.prop	19	Italian
0.002233849233327974	0.002233849233327974	0	scr	redun.prop	20	Italian
0.00929606726218113	0.00929606726218113	0	scr	bigram.prob	20	Italian
-0.0016659998809912364	-0.0016659998809912364	0	scr	seg.h.prop	20	Italian
0.016766242636977666	0.016766242636977666	0	scr	redun.prop	21	Italian
-4.551974360077054e-4	-4.551974360077054e-4	0	scr	bigram.prob	21	Italian
0.013103630912908776	0.013103630912908776	0	scr	seg.h.prop	21	Italian
0.018338966370283222	0.018338966370283222	0	scr	redun.prop	22	Italian
-9.477514998199652e-4	-9.477514998199652e-4	0	scr	bigram.prob	22	Italian
0.01287370911343569	0.01287370911343569	0	scr	seg.h.prop	22	Italian
-0.006595671058645689	-0.006595671058645689	0	scr	redun.prop	23	Italian
-0.0018717235876773972	-0.0018717235876773972	0	scr	bigram.prob	23	Italian
-0.008775769656962973	-0.008775769656962973	0	scr	seg.h.prop	23	Italian
0.006110722435427314	0.006110722435427314	0	scr	redun.prop	24	Italian
-0.01740917485685126	-0.01740917485685126	0	scr	bigram.prob	24	Italian
0.012351493298043487	0.012351493298043487	0	scr	seg.h.prop	24	Italian
0.0029875986727092413	0.0029875986727092413	0	scr	redun.prop	25	Italian
