r	b	b0	lex.type	test	i	language
-0.19019714787278513	-0.19019714787278513	0	og	redun.prop	1	Swahili
0.1394531842557871	0.1394531842557871	0	og	bigram.prob	1	Swahili
-0.11490637485846095	-0.11490637485846095	0	og	seg.h.prop	1	Swahili
-0.01667323576451196	-0.01667323576451196	0	scr	redun.prop	2	Swahili
0.015993092241959432	0.015993092241959432	0	scr	bigram.prob	2	Swahili
-0.012118352398398657	-0.012118352398398657	0	scr	seg.h.prop	2	Swahili
-0.020629564794938365	-0.020629564794938365	0	scr	redun.prop	3	Swahili
0.01620083400312982	0.01620083400312982	0	scr	bigram.prob	3	Swahili
-0.011605693351757216	-0.011605693351757216	0	scr	seg.h.prop	3	Swahili
-0.017529588924109628	-0.017529588924109628	0	scr	redun.prop	4	Swahili
-0.01806470742970192	-0.01806470742970192	0	scr	bigram.prob	4	Swahili
0.013720509308725707	0.013720509308725707	0	scr	seg.h.prop	4	Swahili
0.01603496310008799	0.01603496310008799	0	scr	redun.prop	5	Swahili
0.003932669326292256	0.003932669326292256	0	scr	bigram.prob	5	Swahili
3.7382735697131907e-4	3.7382735697131907e-4	0	scr	seg.h.prop	5	Swahili
-0.0029242369460930197	-0.0029242369460930197	0	scr	redun.prop	6	Swahili
0.015620564372569505	0.015620564372569505	0	scr	bigram.prob	6	Swahili
-0.020202928011042915	-0.020202928011042915	0	scr	seg.h.prop	6	Swahili
9.265360946296727e-4	9.265360946296727e-4	0	scr	redun.prop	7	Swahili
0.032081952782008157	0.032081952782008157	0	scr	bigram.prob	7	Swahili
-0.01816821073995447	-0.01816821073995447	0	scr	seg.h.prop	7	Swahili
0.0033239631141804248	0.0033239631141804248	0	scr	redun.prop	8	Swahili
-0.007179778860179552	-0.007179778860179552	0	scr	bigram.prob	8	Swahili
0.011685787790514936	0.011685787790514936	0	scr	seg.h.prop	8	Swahili
0.008115171884935152	0.008115171884935152	0	scr	redun.prop	9	Swahili
-0.010630630250899586	-0.010630630250899586	0	scr	bigram.prob	9	Swahili
0.006274061955112993	0.006274061955112993	0	scr	seg.h.prop	9	Swahili
-0.02058037606240101	-0.02058037606240101	0	scr	redun.prop	10	Swahili
0.04004655792113521	0.04004655792113521	0	scr	bigram.prob	10	Swahili
-0.03528509053128213	-0.03528509053128213	0	scr	seg.h.prop	10	Swahili
0.014096760734330728	0.014096760734330728	0	scr	redun.prop	11	Swahili
-0.0010605027535089463	-0.0010605027535089463	0	scr	bigram.prob	11	Swahili
0.010426613188193583	0.010426613188193583	0	scr	seg.h.prop	11	Swahili
0.008703494324513311	0.008703494324513311	0	scr	redun.prop	12	Swahili
-0.0034728922264084514	-0.0034728922264084514	0	scr	bigram.prob	12	Swahili
-0.004547084452678318	-0.004547084452678318	0	scr	seg.h.prop	12	Swahili
-0.027589411063174217	-0.027589411063174217	0	scr	redun.prop	13	Swahili
0.008578066966548292	0.008578066966548292	0	scr	bigram.prob	13	Swahili
-8.046230240927381e-5	-8.046230240927381e-5	0	scr	seg.h.prop	13	Swahili
0.012584851372962043	0.012584851372962043	0	scr	redun.prop	14	Swahili
-0.013766300382002022	-0.013766300382002022	0	scr	bigram.prob	14	Swahili
0.01699247460535101	0.01699247460535101	0	scr	seg.h.prop	14	Swahili
0.0025872485313660426	0.0025872485313660426	0	scr	redun.prop	15	Swahili
0.010742985721498552	0.010742985721498552	0	scr	bigram.prob	15	Swahili
-0.01266542267118105	-0.01266542267118105	0	scr	seg.h.prop	15	Swahili
0.002760732723835047	0.002760732723835047	0	scr	redun.prop	16	Swahili
0.007457739637008331	0.007457739637008331	0	scr	bigram.prob	16	Swahili
0.009678511908241635	0.009678511908241635	0	scr	seg.h.prop	16	Swahili
-0.0033705099231743866	-0.0033705099231743866	0	scr	redun.prop	17	Swahili
0.0011165741882389992	0.0011165741882389992	0	scr	bigram.prob	17	Swahili
0.0026875145547656173	0.0026875145547656173	0	scr	seg.h.prop	17	Swahili
0.0029473608859110004	0.0029473608859110004	0	scr	redun.prop	18	Swahili
0.008104428182863992	0.008104428182863992	0	scr	bigram.prob	18	Swahili
-0.010567935734271753	-0.010567935734271753	0	scr	seg.h.prop	18	Swahili
0.0018016455805400448	0.0018016455805400448	0	scr	redun.prop	19	Swahili
0.005964274193436954	0.005964274193436954	0	scr	bigram.prob	19	Swahili
0.0016567323254601568	0.0016567323254601568	0	scr	seg.h.prop	19	Swahili
0.011715505099437775	0.011715505099437775	0	scr	redun.prop	20	Swahili
0.015786201095846237	0.015786201095846237	0	scr	bigram.prob	20	Swahili
-0.006645209751355784	-0.006645209751355784	0	scr	seg.h.prop	20	Swahili
-0.012460075209531454	-0.012460075209531454	0	scr	redun.prop	21	Swahili
-1.494927110135081e-4	-1.494927110135081e-4	0	scr	bigram.prob	21	Swahili
6.463589729268278e-4	6.463589729268278e-4	0	scr	seg.h.prop	21	Swahili
-0.006451480100252079	-0.006451480100252079	0	scr	redun.prop	22	Swahili
0.010852507203641193	0.010852507203641193	0	scr	bigram.prob	22	Swahili
-0.014377142333433287	-0.014377142333433287	0	scr	seg.h.prop	22	Swahili
-7.451699389713958e-4	-7.451699389713958e-4	0	scr	redun.prop	23	Swahili
-0.0016086092201876726	-0.0016086092201876726	0	scr	bigram.prob	23	Swahili
0.011902695920874328	0.011902695920874328	0	scr	seg.h.prop	23	Swahili
8.779432027248844e-4	8.779432027248844e-4	0	scr	redun.prop	24	Swahili
0.0014442305903787237	0.0014442305903787237	0	scr	bigram.prob	24	Swahili
0.009438735196851605	0.009438735196851605	0	scr	seg.h.prop	24	Swahili
-0.006477634398958848	-0.006477634398958848	0	scr	redun.prop	25	Swahili
0.004478562938621125	0.004478562938621125	0	scr	bigram.prob	25	Swahili
0.0018732300197100162	0.0018732300197100162	0	scr	seg.h.prop	25	Swahili
0.00874808990810797	0.00874808990810797	0	scr	redun.prop	26	Swahili
-0.0020408430214032477	-0.0020408430214032477	0	scr	bigram.prob	26	Swahili
-0.00499452862244056	-0.00499452862244056	0	scr	seg.h.prop	26	Swahili
0.0019797999656361765	0.0019797999656361765	0	scr	redun.prop	27	Swahili
0.004873789875175844	0.004873789875175844	0	scr	bigram.prob	27	Swahili
-0.005781956723419515	-0.005781956723419515	0	scr	seg.h.prop	27	Swahili
-0.0030860123694517526	-0.0030860123694517526	0	scr	redun.prop	28	Swahili
0.015522598221873938	0.015522598221873938	0	scr	bigram.prob	28	Swahili
-0.014590566154302723	-0.014590566154302723	0	scr	seg.h.prop	28	Swahili
-4.488622340066028e-4	-4.488622340066028e-4	0	scr	redun.prop	29	Swahili
-0.0031805813932982655	-0.0031805813932982655	0	scr	bigram.prob	29	Swahili
-0.0049523031344705605	-0.0049523031344705605	0	scr	seg.h.prop	29	Swahili
-0.0035292541571434934	-0.0035292541571434934	0	scr	redun.prop	30	Swahili
0.02352514673620933	0.02352514673620933	0	scr	bigram.prob	30	Swahili
-0.022941384777585574	-0.022941384777585574	0	scr	seg.h.prop	30	Swahili
0.005054559763355912	0.005054559763355912	0	scr	redun.prop	31	Swahili
0.0036470401535590824	0.0036470401535590824	0	scr	bigram.prob	31	Swahili
-0.0011976412836705924	-0.0011976412836705924	0	scr	seg.h.prop	31	Swahili
-0.004696340931810973	-0.004696340931810973	0	scr	redun.prop	32	Swahili
-0.010062922181971364	-0.010062922181971364	0	scr	bigram.prob	32	Swahili
0.0011056022362164867	0.0011056022362164867	0	scr	seg.h.prop	32	Swahili
-0.014707985998395614	-0.014707985998395614	0	scr	redun.prop	33	Swahili
0.009769063124974078	0.009769063124974078	0	scr	bigram.prob	33	Swahili
-0.016083105785932156	-0.016083105785932156	0	scr	seg.h.prop	33	Swahili
0.00655591471167234	0.00655591471167234	0	scr	redun.prop	34	Swahili
0.012435553299300899	0.012435553299300899	0	scr	bigram.prob	34	Swahili
-0.00802431347263	-0.00802431347263	0	scr	seg.h.prop	34	Swahili
-0.011059516174499453	-0.011059516174499453	0	scr	redun.prop	35	Swahili
0.0031269707445481963	0.0031269707445481963	0	scr	bigram.prob	35	Swahili
0.0034862158904789644	0.0034862158904789644	0	scr	seg.h.prop	35	Swahili
6.41277726868473e-4	6.41277726868473e-4	0	scr	redun.prop	36	Swahili
0.008776041191640905	0.008776041191640905	0	scr	bigram.prob	36	Swahili
-0.004843747767721534	-0.004843747767721534	0	scr	seg.h.prop	36	Swahili
0.013045207829437614	0.013045207829437614	0	scr	redun.prop	37	Swahili
-0.012078073245254933	-0.012078073245254933	0	scr	bigram.prob	37	Swahili
0.01344319624652448	0.01344319624652448	0	scr	seg.h.prop	37	Swahili
-0.00270319081265156	-0.00270319081265156	0	scr	redun.prop	38	Swahili
-0.0010785328645154847	-0.0010785328645154847	0	scr	bigram.prob	38	Swahili
-0.012420839754695004	-0.012420839754695004	0	scr	seg.h.prop	38	Swahili
-0.018769099908820693	-0.018769099908820693	0	scr	redun.prop	39	Swahili
0.012623992756580153	0.012623992756580153	0	scr	bigram.prob	39	Swahili
-0.01458035682832856	-0.01458035682832856	0	scr	seg.h.prop	39	Swahili
0.01566183766213815	0.01566183766213815	0	scr	redun.prop	40	Swahili
-0.010494423062128444	-0.010494423062128444	0	scr	bigram.prob	40	Swahili
0.012835417135736226	0.012835417135736226	0	scr	seg.h.prop	40	Swahili
0.007174067954746397	0.007174067954746397	0	scr	redun.prop	41	Swahili
-0.026548247776946678	-0.026548247776946678	0	scr	bigram.prob	41	Swahili
0.03311410728966148	0.03311410728966148	0	scr	seg.h.prop	41	Swahili
0.005478207330761442	0.005478207330761442	0	scr	redun.prop	42	Swahili
-0.008752784589975854	-0.008752784589975854	0	scr	bigram.prob	42	Swahili
0.013795947521880455	0.013795947521880455	0	scr	seg.h.prop	42	Swahili
0.0033146256903328957	0.0033146256903328957	0	scr	redun.prop	43	Swahili
0.0012979034566944344	0.0012979034566944344	0	scr	bigram.prob	43	Swahili
0.004293292823865479	0.004293292823865479	0	scr	seg.h.prop	43	Swahili
0.0049608265912963285	0.0049608265912963285	0	scr	redun.prop	44	Swahili
-0.006937927118912475	-0.006937927118912475	0	scr	bigram.prob	44	Swahili
0.011529291007068499	0.011529291007068499	0	scr	seg.h.prop	44	Swahili
-0.008650337316016431	-0.008650337316016431	0	scr	redun.prop	45	Swahili
0.019158928690230975	0.019158928690230975	0	scr	bigram.prob	45	Swahili
-0.01583367511145693	-0.01583367511145693	0	scr	seg.h.prop	45	Swahili
-0.019814695357383064	-0.019814695357383064	0	scr	redun.prop	46	Swahili
0.025270495847499703	0.025270495847499703	0	scr	bigram.prob	46	Swahili
-0.01596297319462785	-0.01596297319462785	0	scr	seg.h.prop	46	Swahili
0.012729238386332695	0.012729238386332695	0	scr	redun.prop	47	Swahili
-0.01966850024866981	-0.01966850024866981	0	scr	bigram.prob	47	Swahili
0.023900339626567187	0.023900339626567187	0	scr	seg.h.prop	47	Swahili
0.0054340898510476365	0.0054340898510476365	0	scr	redun.prop	48	Swahili
-0.024911355727827888	-0.024911355727827888	0	scr	bigram.prob	48	Swahili
0.01829502721077465	0.01829502721077465	0	scr	seg.h.prop	48	Swahili
0.020547463505852206	0.020547463505852206	0	scr	redun.prop	49	Swahili
-0.014517263464975352	-0.014517263464975352	0	scr	bigram.prob	49	Swahili
0.01766908463969926	0.01766908463969926	0	scr	seg.h.prop	49	Swahili
0.016400264386497318	0.016400264386497318	0	scr	redun.prop	50	Swahili
-0.008838091969006095	-0.008838091969006095	0	scr	bigram.prob	50	Swahili
