word	phones	freq	unig.h	word.length	up	sum.diphone.h	postup.sum.diphone.h	diphone.h.redundant_proportion	segments.redundant	redundancy.prop	mean.redun.seg.h	seg.h.redun.prop	scaled.unig.h	scaled.redundancy.prop	scaled.mean.redun.seg.h	scaled.seg.h.redun.prop	language
oj	oj	107.47511826175221	13.06040662073358	2	2	4.766498792533757	0	0	0	0	0	0	0.22512152959558068	3.3197000110349286	0	0	Russian
ej	ej	65.2835693198996	13.779617475925019	2	2	6.063236447494201	0	0	0	0	0	0	0.4166290838236632	3.3197000110349286	0	0	Russian
až	až	39.37264261767649	14.509143866709964	2	2	5.72285285784005	0	0	0	0	0	0	0.6108834027561515	3.3197000110349286	0	0	Russian
iŜ	iŜ	24.794869912651322	15.176295757222917	2	2	11.208539206738363	0	0	0	0	0	0	0.7885289790548698	3.3197000110349286	0	0	Russian
kto	kto	2505.317377786664	8.517487845644622	3	2	7.532946876036503	2.3485223048990758	0.3117667419599224	1	0.3333333333333333	2.3485223048990758	0.3117667419599224	-2.0590293804171833	2.7655484887954405	3.116158245662332	4.848321112356605	Russian
gDe	gDe	1693.5759080848256	9.082408572070538	3	2	9.17021213350434	0.9413934430084578	0.10265776072605533	1	0.3333333333333333	0.9413934430084578	0.10265776072605533	-1.8333724705742704	2.7655484887954405	1.1077430964571542	1.4718375500094212	Russian
ibo	ibo	137.26347937722983	12.707461488616788	3	2	9.2186871621144455	2.097610796626422	0.2275389933229173	1	0.3333333333333333	2.097610796626422	0.2275389933229173	-0.38534941017033864	2.7655484887954405	2.7580286613912564	3.4882953158161265	Russian
exo	exo	96.06142408386351	13.222380217146615	3	2	7.8747423841179485	1.309005596094565	0.16622837068735258	1	0.3333333333333333	1.309005596094565	0.16622837068735258	-0.17966573870122243	2.7655484887954405	1.632441180112454	2.498312445139084	Russian
Tma	Tma	60.853859381908514	13.88098865115804	3	2	11.286202150423344	1.562541206013361	0.13844703339420075	1	0.3333333333333333	1.562541206013361	0.13844703339420075	0.08341461410468316	2.7655484887954405	1.9943161821927304	2.0497270799536422	Russian
ser	ser	54.36462196625406	14.04366929720358	3	2	15.009627555764903	3.4364537710784173	0.22894996949864643	1	0.3333333333333333	3.4364537710784173	0.22894996949864643	0.14839720398085687	2.7655484887954405	4.668978386836751	3.511078353809529	Russian
Tfu	Tfu	29.512223353109345	14.92502480070496	3	2	14.071584247830291	3.347923303420307	0.23792085130261903	1	0.3333333333333333	3.347923303420307	0.23792085130261903	0.5004536078084267	2.7655484887954405	4.5426175841936525	3.6559312184361166	Russian
era	era	16.47621982130705	15.765952133935121	3	2	4.912731282417756	1.4762775113393383	0.3005003584508701	1	0.3333333333333333	1.4762775113393383	0.3005003584508701	0.83636102727898	2.7655484887954405	1.8711907770490008	4.666402772451015	Russian
čru	čru	12.817394469927413	16.128234393859348	3	2	12.06063160463188	3.703079600013796	0.30703861301854457	1	0.3333333333333333	3.703079600013796	0.30703861301854457	0.9810742435608915	2.7655484887954405	5.049537245734515	4.771975995293625	Russian
oon	oon	11.896935262033162	16.235747440884442	3	2	11.904657797585177	4.164154213584364	0.3497920128732344	1	0.3333333333333333	4.164154213584364	0.3497920128732344	1.0240202018601576	2.7655484887954405	5.707635635930876	5.462315314972913	Russian
ĵaz	ĵaz	11.482728618480753	16.286871905862117	3	2	6.672667100671834	4.450274679335386	0.6669409116614422	1	0.3333333333333333	4.450274679335386	0.6669409116614422	1.044441808369841	2.7655484887954405	6.116019468766124	10.58331986129252	Russian
vŝa	vŝa	10.918947353645525	16.359503634178267	3	2	10.813364768919186	2.7332134593050985	0.25276253208077876	1	0.3333333333333333	2.7332134593050985	0.25276253208077876	1.073454465547541	2.7655484887954405	3.665233432163867	3.89557989774853	Russian
idTi	idTi	1211.3588348091273	9.565854932931462	4	2	17.123373841874077	10.747724649300453	0.627663960884718	2	0.5	5.373862324650227	0.627663960884718	-2.5320364819609944	2.887939268838541	2.4148795080496774	4.864114006247551	Russian
ždaT	ždaT	533.2795478336317	10.749517319241498	4	2	7.931556042896013	3.8197339960172676	0.48158696419203334	2	0.5	1.9098669980086338	0.48158696419203334	-1.906146082958539	2.887939268838541	0.5000382507977099	3.637607469566694	Russian
ujTi	ujTi	398.05258445386784	11.171450288983316	4	2	14.335396437279595	5.6559163377741495	0.394542024876674	2	0.5	2.8279581688870747	0.394542024876674	-1.6830387190359133	2.887939268838541	1.007544377724624	2.9067518970094355	Russian
ĉLen	ĉLen	156.28246776034476	12.520253377021062	4	2	12.658138077532822	4.4309232727395305	0.3500454210247606	2	0.5	2.2154616363697652	0.3500454210247606	-0.9698261402537006	2.887939268838541	0.6689660830694174	2.533144986132937	Russian
eFir	eFir	22.953951496862825	15.287594880089669	4	2	16.1651852231477	6.014485934403159	0.3720641521503094	2	0.5	3.0072429672015795	0.3720641521503094	0.49347327481953346	2.887939268838541	1.106650149020092	2.7180208958678493	Russian
aZia	aZia	21.688320086008236	15.36941910304335	4	2	12.280568805588938	4.985464498777287	0.405963646936971	2	0.5	2.4927322493886437	0.405963646936971	0.5367398313519224	2.887939268838541	0.822236846788039	3.002651281810753	Russian
ŝram	ŝram	20.779366618212663	15.43118573371852	4	2	16.697381236707212	7.697381236707214	0.46099332150274164	2	0.5	3.848690618353607	0.46099332150274164	0.5694004460385439	2.887939268838541	1.571788963109021	3.46469703230172	Russian
lgaT	lgaT	18.949953942522843	15.564143071473023	4	2	10.20633636531566	4.121527977511299	0.4038205120808625	2	0.5	2.0607639887556495	0.4038205120808625	0.6397048860038036	2.887939268838541	0.5834516957453076	2.9846568749601277	Russian
žopa	žopa	14.715841586209299	15.92896736231774	4	2	14.60498107919698	8.567159613762014	0.5865916270144911	2	0.5	4.283579806881007	0.5865916270144911	0.8326146410179999	2.887939268838541	1.812188756411414	4.519258299263437	Russian
