word	phones	freq	unig.h	word.length	up	sum.diphone.h	postup.sum.diphone.h	diphone.h.redundant_proportion	segments.redundant	redundancy.prop	mean.redun.seg.h	seg.h.redun.prop	scaled.unig.h	scaled.redundancy.prop	scaled.mean.redun.seg.h	scaled.seg.h.redun.prop	language
ou3	ou3	91.67672835015048	13.410376640308153	2	2	4.30713417271029	2.823875182222758	0.655627400723813	1	0.3333333333333333	2.823875182222758	0.655627400723813	0.03776118837909914	4.268411811201076	5.147634517707988	10.03229154195101	Cantonese
gU6	gU6	75.09689449959136	13.698178951290888	2	2	13.41278599708517	2.6151244712314083	0.19497250398237326	1	0.3333333333333333	2.6151244712314083	0.19497250398237326	0.12591100122162302	4.268411811201076	4.757896740620953	2.899529109012498	Cantonese
A2k	A2k	2.925853032451611	18.380002991264632	2	2	10.536247215688128	6.448784374437789	0.6120570486269304	1	0.3333333333333333	6.448784374437789	0.6120570486269304	1.559888065116955	4.268411811201076	11.915343446731898	9.357649911470343	Cantonese
u2N	u2N	1.950568688301074	18.96496549198579	2	2	4.861124414887797	2.1875190614570506	0.4500026896570476	1	0.3333333333333333	2.1875190614570506	0.4500026896570476	1.7390538778666589	4.268411811201076	3.959557031575579	6.848406545274016	Cantonese
nO4N	nO4N	19.505686883010743	15.643037397098427	3	2	13.446920564420928	3.730958574165785	0.27745821478543503	2	0.5	1.8654792870828925	0.27745821478543503	0.6878658160295175	4.749916098557817	2.2497792678631976	4.432680564647399	Cantonese
kU6wA2	kU6wA2	5.851706064903222	17.380002991264632	4	2	25.40498919821368	16.50865679430374	0.6498194770129847	4	0.6666666666666666	4.127164198575935	0.6498194770129847	0.20694755811059434	2.886501249430777	1.0093121850241351	2.941183965295216	Cantonese
N4gwo3k	N4gwo3k	1.950568688301074	18.96496549198579	5	2	25.22263821420222	15.394501730008113	0.6103446276821218	5	0.7142857142857143	3.0789003460016224	0.6103446276821218	1.1665325067206926	3.0500337777344235	0.5391228074338339	2.537381884992825	Cantonese
A3	A3	18274.87804069276	5.7712861372440605	1	3	2.3776488533441	0	0	-1	-0.5	-0	0	-0.6397873681867897	0	0	0	Cantonese
A1	A1	11485.923721060875	6.441281029662759	1	3	2.573501109430322	0	0	-1	-0.5	-0	0	-0.5125749895703449	0	0	0	Cantonese
o1	o1	26.332677292064503	15.210077989822322	1	3	3.042458395143606	0	0	-1	-0.5	-0	0	1.1523623577571345	0	0	0	Cantonese
ne1	ne1	7687.191200594533	7.020619457847956	2	3	9.186753471056988	0	0	0	0	0	0	-1.9193318517001619	1.9212585314275348	0	-0.11941752912995028	Cantonese
me1	me1	6208.660134862319	7.3287940503498685	2	3	7.978487031399837	0	0	0	0	0	0	-1.8249422946493352	1.9212585314275348	0	-0.11941752912995028	Cantonese
wU2	wU2	3121.8851856258693	8.320658530440209	2	3	6.547197718302172	0	0	0	0	0	0	-1.5211481104172442	1.9212585314275348	0	-0.11941752912995028	Cantonese
No4	No4	793.8814561385371	10.296080507719543	2	3	8.353802451239495	0	0	0	0	0	0	-0.916104054351178	1.9212585314275348	0	-0.11941752912995028	Cantonese
mA1	mA1	667.0944913989673	10.547112977099893	2	3	6.179123080717571	0	0	0	0	0	0	-0.8392163284753359	1.9212585314275348	0	-0.11941752912995028	Cantonese
Ai2	Ai2	421.32283667303204	11.210077989822322	2	3	5.305087964021346	0	0	0	0	0	0	-0.6361594399011186	1.9212585314275348	0	-0.11941752912995028	Cantonese
co5	co5	231.14238956367728	12.07622224308753	2	3	8.261499806293983	0	0	0	0	0	0	-0.37087159853789997	1.9212585314275348	0	-0.11941752912995028	Cantonese
ai1	ai1	196.03215317425796	12.313913800806862	2	3	4.911101886883825	0	0	0	0	0	0	-0.2980700068631759	1.9212585314275348	0	-0.11941752912995028	Cantonese
ci5	ci5	193.10630014180634	12.33560887190618	2	3	6.4137085169834105	0	0	0	0	0	0	-0.2914251107520921	1.9212585314275348	0	-0.11941752912995028	Cantonese
je4	je4	75.09689449959136	13.698178951290888	2	3	10.707406411080736	0	0	0	0	0	0	0.12591100122162302	1.9212585314275348	0	-0.11941752912995028	Cantonese
dI2	dI2	72.17104146713974	13.75551212635684	2	3	8.669701230369679	0	0	0	0	0	0	0.14347134892861	1.9212585314275348	0	-0.11941752912995028	Cantonese
hA5	hA5	70.22047277883868	13.795040490543478	2	3	7.96974812370622	0	0	0	0	0	0	0.15557833268814053	1.9212585314275348	0	-0.11941752912995028	Cantonese
nI6	nI6	37.06080507772041	14.717037978542205	2	3	11.754343081983	0	0	0	0	0	0	0.4379732367834044	1.9212585314275348	0	-0.11941752912995028	Cantonese
gI1	gI1	36.08552073356987	14.75551212635684	2	3	8.923505458831956	0	0	0	0	0	0	0.449757328848388	1.9212585314275348	0	-0.11941752912995028	Cantonese
hI2	hI2	30.23381466866665	15.010769181598915	2	3	10.627390425511713	0	0	0	0	0	0	0.5279389861446442	1.9212585314275348	0	-0.11941752912995028	Cantonese
Na5	Na5	28.283245980365574	15.106984496858217	2	3	11.770798408195013	0	0	0	0	0	0	0.5574083882621299	1.9212585314275348	0	-0.11941752912995028	Cantonese
Ai3	Ai3	24.382108603763427	15.321109302211065	2	3	4.534727249445943	0	0	0	0	0	0	0.6229918140947586	1.9212585314275348	0	-0.11941752912995028	Cantonese
po1	po1	21.456255571311818	15.505533873348492	2	3	5.895909731790664	0	0	0	0	0	0	0.6794784745868702	1.9212585314275348	0	-0.11941752912995028	Cantonese
