r	b	b0	lex.type	test	i	language
-0.17707073437930052	-0.17707073437930052	0	og	redun.prop	1	Vietnamese
0.07005665968279212	0.07005665968279212	0	og	bigram.prob	1	Vietnamese
-0.054458824472090564	-0.054458824472090564	0	og	seg.h.prop	1	Vietnamese
-0.013789275295398687	-0.013789275295398687	0	scr	redun.prop	2	Vietnamese
0.0022741144196321552	0.0022741144196321552	0	scr	bigram.prob	2	Vietnamese
0.0068111737442739925	0.0068111737442739925	0	scr	seg.h.prop	2	Vietnamese
0.00528609146050889	0.00528609146050889	0	scr	redun.prop	3	Vietnamese
0.0017129059750587762	0.0017129059750587762	0	scr	bigram.prob	3	Vietnamese
-3.1091161563228325e-4	-3.1091161563228325e-4	0	scr	seg.h.prop	3	Vietnamese
0.0011784305652575708	0.0011784305652575708	0	scr	redun.prop	4	Vietnamese
0.009795426344920862	0.009795426344920862	0	scr	bigram.prob	4	Vietnamese
0.007631710094797999	0.007631710094797999	0	scr	seg.h.prop	4	Vietnamese
-0.017178426039414278	-0.017178426039414278	0	scr	redun.prop	5	Vietnamese
-0.020402033153076184	-0.020402033153076184	0	scr	bigram.prob	5	Vietnamese
0.016210806875051244	0.016210806875051244	0	scr	seg.h.prop	5	Vietnamese
0.011586835683062156	0.011586835683062156	0	scr	redun.prop	6	Vietnamese
0.01562561048438102	0.01562561048438102	0	scr	bigram.prob	6	Vietnamese
0.004752568394718396	0.004752568394718396	0	scr	seg.h.prop	6	Vietnamese
0.0020284070573770474	0.0020284070573770474	0	scr	redun.prop	7	Vietnamese
-0.01728626838920542	-0.01728626838920542	0	scr	bigram.prob	7	Vietnamese
0.006529537401396373	0.006529537401396373	0	scr	seg.h.prop	7	Vietnamese
-0.010549727883515462	-0.010549727883515462	0	scr	redun.prop	8	Vietnamese
0.012864293564748589	0.012864293564748589	0	scr	bigram.prob	8	Vietnamese
-0.007603509737131909	-0.007603509737131909	0	scr	seg.h.prop	8	Vietnamese
-0.003606427068304695	-0.003606427068304695	0	scr	redun.prop	9	Vietnamese
-0.012393816160205035	-0.012393816160205035	0	scr	bigram.prob	9	Vietnamese
-0.019505928552964857	-0.019505928552964857	0	scr	seg.h.prop	9	Vietnamese
-0.0012652079849005907	-0.0012652079849005907	0	scr	redun.prop	10	Vietnamese
-0.005215078374755329	-0.005215078374755329	0	scr	bigram.prob	10	Vietnamese
0.00944972765606661	0.00944972765606661	0	scr	seg.h.prop	10	Vietnamese
0.004510639804441267	0.004510639804441267	0	scr	redun.prop	11	Vietnamese
0.03231388123392223	0.03231388123392223	0	scr	bigram.prob	11	Vietnamese
-0.01613019834918244	-0.01613019834918244	0	scr	seg.h.prop	11	Vietnamese
0.0062758578610200505	0.0062758578610200505	0	scr	redun.prop	12	Vietnamese
-0.003735096057878956	-0.003735096057878956	0	scr	bigram.prob	12	Vietnamese
0.006526091612125167	0.006526091612125167	0	scr	seg.h.prop	12	Vietnamese
-0.0018617139707976945	-0.0018617139707976945	0	scr	redun.prop	13	Vietnamese
0.024165544549557917	0.024165544549557917	0	scr	bigram.prob	13	Vietnamese
-0.023897728598919504	-0.023897728598919504	0	scr	seg.h.prop	13	Vietnamese
-0.008180787636976447	-0.008180787636976447	0	scr	redun.prop	14	Vietnamese
-0.03249933245688116	-0.03249933245688116	0	scr	bigram.prob	14	Vietnamese
0.024849050555936857	0.024849050555936857	0	scr	seg.h.prop	14	Vietnamese
-0.003161666072086094	-0.003161666072086094	0	scr	redun.prop	15	Vietnamese
-0.03145007261028779	-0.03145007261028779	0	scr	bigram.prob	15	Vietnamese
0.032442437627831604	0.032442437627831604	0	scr	seg.h.prop	15	Vietnamese
0.007347294938149467	0.007347294938149467	0	scr	redun.prop	16	Vietnamese
-0.004818308672454183	-0.004818308672454183	0	scr	bigram.prob	16	Vietnamese
0.001467010115418677	0.001467010115418677	0	scr	seg.h.prop	16	Vietnamese
-0.007091994352342996	-0.007091994352342996	0	scr	redun.prop	17	Vietnamese
0.013727565228866227	0.013727565228866227	0	scr	bigram.prob	17	Vietnamese
8.121192088644066e-4	8.121192088644066e-4	0	scr	seg.h.prop	17	Vietnamese
0.012706921635437629	0.012706921635437629	0	scr	redun.prop	18	Vietnamese
-0.0112494618309077	-0.0112494618309077	0	scr	bigram.prob	18	Vietnamese
0.008918509971238824	0.008918509971238824	0	scr	seg.h.prop	18	Vietnamese
0.0017097715312816902	0.0017097715312816902	0	scr	redun.prop	19	Vietnamese
0.012789964456631407	0.012789964456631407	0	scr	bigram.prob	19	Vietnamese
-0.027172651044472834	-0.027172651044472834	0	scr	seg.h.prop	19	Vietnamese
0.010715413813099005	0.010715413813099005	0	scr	redun.prop	20	Vietnamese
-0.011136041844467894	-0.011136041844467894	0	scr	bigram.prob	20	Vietnamese
0.0021546645266821967	0.0021546645266821967	0	scr	seg.h.prop	20	Vietnamese
-6.515026862528595e-4	-6.515026862528595e-4	0	scr	redun.prop	21	Vietnamese
0.029559374258327355	0.029559374258327355	0	scr	bigram.prob	21	Vietnamese
-0.0182762478717556	-0.0182762478717556	0	scr	seg.h.prop	21	Vietnamese
0.009878991224245647	0.009878991224245647	0	scr	redun.prop	22	Vietnamese
0.022454955245398776	0.022454955245398776	0	scr	bigram.prob	22	Vietnamese
-0.02681766294043064	-0.02681766294043064	0	scr	seg.h.prop	22	Vietnamese
-1.3125549502276271e-5	-1.3125549502276271e-5	0	scr	redun.prop	23	Vietnamese
-0.012652718442840652	-0.012652718442840652	0	scr	bigram.prob	23	Vietnamese
