r	b	b0	lex.type	test	i	language
0.007973279491894717	0.007973279491894717	0	scr	seg.h.prop	23	Vietnamese
0.00760745138689417	0.00760745138689417	0	scr	redun.prop	24	Vietnamese
-0.0021181544438368823	-0.0021181544438368823	0	scr	bigram.prob	24	Vietnamese
0.006025847763433845	0.006025847763433845	0	scr	seg.h.prop	24	Vietnamese
-0.0232894688620351	-0.0232894688620351	0	scr	redun.prop	25	Vietnamese
-0.004246223570014858	-0.004246223570014858	0	scr	bigram.prob	25	Vietnamese
0.002328749726467246	0.002328749726467246	0	scr	seg.h.prop	25	Vietnamese
0.017883375586762486	0.017883375586762486	0	scr	redun.prop	26	Vietnamese
-0.002363165826277237	-0.002363165826277237	0	scr	bigram.prob	26	Vietnamese
0.005379814923183301	0.005379814923183301	0	scr	seg.h.prop	26	Vietnamese
0.0011164943386686912	0.0011164943386686912	0	scr	redun.prop	27	Vietnamese
0.014985416517736957	0.014985416517736957	0	scr	bigram.prob	27	Vietnamese
-0.010723784283607561	-0.010723784283607561	0	scr	seg.h.prop	27	Vietnamese
0.007836120785689493	0.007836120785689493	0	scr	redun.prop	28	Vietnamese
0.015271972730248537	0.015271972730248537	0	scr	bigram.prob	28	Vietnamese
0.002569029567951181	0.002569029567951181	0	scr	seg.h.prop	28	Vietnamese
0.004121594670531298	0.004121594670531298	0	scr	redun.prop	29	Vietnamese
-0.020907250078624935	-0.020907250078624935	0	scr	bigram.prob	29	Vietnamese
0.03282010697727405	0.03282010697727405	0	scr	seg.h.prop	29	Vietnamese
0.006822877982479789	0.006822877982479789	0	scr	redun.prop	30	Vietnamese
0.008952840431295373	0.008952840431295373	0	scr	bigram.prob	30	Vietnamese
0.0066611744714880515	0.0066611744714880515	0	scr	seg.h.prop	30	Vietnamese
3.897468750005971e-4	3.897468750005971e-4	0	scr	redun.prop	31	Vietnamese
-0.027761638003568033	-0.027761638003568033	0	scr	bigram.prob	31	Vietnamese
0.026848968698545337	0.026848968698545337	0	scr	seg.h.prop	31	Vietnamese
0.013724338966457101	0.013724338966457101	0	scr	redun.prop	32	Vietnamese
0.030082823364986647	0.030082823364986647	0	scr	bigram.prob	32	Vietnamese
-2.7246261083839143e-4	-2.7246261083839143e-4	0	scr	seg.h.prop	32	Vietnamese
-0.010675154197759483	-0.010675154197759483	0	scr	redun.prop	33	Vietnamese
0.0026504648338436616	0.0026504648338436616	0	scr	bigram.prob	33	Vietnamese
-0.011466042976589458	-0.011466042976589458	0	scr	seg.h.prop	33	Vietnamese
8.650506510720946e-6	8.650506510720946e-6	0	scr	redun.prop	34	Vietnamese
6.172487545210232e-4	6.172487545210232e-4	0	scr	bigram.prob	34	Vietnamese
-0.01225784049922224	-0.01225784049922224	0	scr	seg.h.prop	34	Vietnamese
-1.7703998132538693e-4	-1.7703998132538693e-4	0	scr	redun.prop	35	Vietnamese
0.008548980700687207	0.008548980700687207	0	scr	bigram.prob	35	Vietnamese
0.0037985310672666423	0.0037985310672666423	0	scr	seg.h.prop	35	Vietnamese
-0.0030678570744666735	-0.0030678570744666735	0	scr	redun.prop	36	Vietnamese
-0.01397496911779764	-0.01397496911779764	0	scr	bigram.prob	36	Vietnamese
0.015466181153478623	0.015466181153478623	0	scr	seg.h.prop	36	Vietnamese
0.007794877989674737	0.007794877989674737	0	scr	redun.prop	37	Vietnamese
-0.005357466185836768	-0.005357466185836768	0	scr	bigram.prob	37	Vietnamese
-0.0037605919138793942	-0.0037605919138793942	0	scr	seg.h.prop	37	Vietnamese
-0.006913126972788916	-0.006913126972788916	0	scr	redun.prop	38	Vietnamese
-6.860336721522505e-4	-6.860336721522505e-4	0	scr	bigram.prob	38	Vietnamese
-0.02571254528540538	-0.02571254528540538	0	scr	seg.h.prop	38	Vietnamese
0.009519412167056637	0.009519412167056637	0	scr	redun.prop	39	Vietnamese
0.013830634632912384	0.013830634632912384	0	scr	bigram.prob	39	Vietnamese
-0.009609590161164793	-0.009609590161164793	0	scr	seg.h.prop	39	Vietnamese
-0.01039693500745207	-0.01039693500745207	0	scr	redun.prop	40	Vietnamese
0.021288564760467272	0.021288564760467272	0	scr	bigram.prob	40	Vietnamese
-0.029582043516818916	-0.029582043516818916	0	scr	seg.h.prop	40	Vietnamese
0.005552361810696482	0.005552361810696482	0	scr	redun.prop	41	Vietnamese
0.01922019671766837	0.01922019671766837	0	scr	bigram.prob	41	Vietnamese
-2.3071550180872819e-4	-2.3071550180872819e-4	0	scr	seg.h.prop	41	Vietnamese
-0.01328543144122153	-0.01328543144122153	0	scr	redun.prop	42	Vietnamese
-0.01837934903803257	-0.01837934903803257	0	scr	bigram.prob	42	Vietnamese
0.008056842439075042	0.008056842439075042	0	scr	seg.h.prop	42	Vietnamese
0.010177279306135012	0.010177279306135012	0	scr	redun.prop	43	Vietnamese
0.009601207854855985	0.009601207854855985	0	scr	bigram.prob	43	Vietnamese
0.011464521279700416	0.011464521279700416	0	scr	seg.h.prop	43	Vietnamese
0.007682228404442253	0.007682228404442253	0	scr	redun.prop	44	Vietnamese
-0.008852218186202562	-0.008852218186202562	0	scr	bigram.prob	44	Vietnamese
-0.0057237569543883305	-0.0057237569543883305	0	scr	seg.h.prop	44	Vietnamese
-0.012632035591309265	-0.012632035591309265	0	scr	redun.prop	45	Vietnamese
-0.014739973939682549	-0.014739973939682549	0	scr	bigram.prob	45	Vietnamese
0.007242041673809959	0.007242041673809959	0	scr	seg.h.prop	45	Vietnamese
-0.004656795240312512	-0.004656795240312512	0	scr	redun.prop	46	Vietnamese
-0.005389295469035802	-0.005389295469035802	0	scr	bigram.prob	46	Vietnamese
0.026434154817301877	0.026434154817301877	0	scr	seg.h.prop	46	Vietnamese
4.2416384249579527e-4	4.2416384249579527e-4	0	scr	redun.prop	47	Vietnamese
-0.014164364983692494	-0.014164364983692494	0	scr	bigram.prob	47	Vietnamese
0.02664371618078361	0.02664371618078361	0	scr	seg.h.prop	47	Vietnamese
0.005293915124767764	0.005293915124767764	0	scr	redun.prop	48	Vietnamese
-0.018716583872617154	-0.018716583872617154	0	scr	bigram.prob	48	Vietnamese
0.003059070037587603	0.003059070037587603	0	scr	seg.h.prop	48	Vietnamese
0.003963684012301484	0.003963684012301484	0	scr	redun.prop	49	Vietnamese
0.02965407838816248	0.02965407838816248	0	scr	bigram.prob	49	Vietnamese
-0.01463035983039844	-0.01463035983039844	0	scr	seg.h.prop	49	Vietnamese
0.018474253746239507	0.018474253746239507	0	scr	redun.prop	50	Vietnamese
0.014677622646915125	0.014677622646915125	0	scr	bigram.prob	50	Vietnamese
0.010650453957156485	0.010650453957156485	0	scr	seg.h.prop	50	Vietnamese
-0.007669101890427829	-0.007669101890427829	0	scr	redun.prop	51	Vietnamese
0.015436480291854465	0.015436480291854465	0	scr	bigram.prob	51	Vietnamese
-0.00603773025490908	-0.00603773025490908	0	scr	seg.h.prop	51	Vietnamese
-0.006250792937361351	-0.006250792937361351	0	scr	redun.prop	52	Vietnamese
0.004353537666045318	0.004353537666045318	0	scr	bigram.prob	52	Vietnamese
0.005573809545682507	0.005573809545682507	0	scr	seg.h.prop	52	Vietnamese
0.005102995187698595	0.005102995187698595	0	scr	redun.prop	53	Vietnamese
-0.010515277023722546	-0.010515277023722546	0	scr	bigram.prob	53	Vietnamese
-0.004970543373036295	-0.004970543373036295	0	scr	seg.h.prop	53	Vietnamese
0.010951207139349918	0.010951207139349918	0	scr	redun.prop	54	Vietnamese
-0.009811003019141585	-0.009811003019141585	0	scr	bigram.prob	54	Vietnamese
0.021989046897278968	0.021989046897278968	0	scr	seg.h.prop	54	Vietnamese
0.014796137980987653	0.014796137980987653	0	scr	redun.prop	55	Vietnamese
-0.024713001685254633	-0.024713001685254633	0	scr	bigram.prob	55	Vietnamese
0.013859589677223411	0.013859589677223411	0	scr	seg.h.prop	55	Vietnamese
-0.006519177961726858	-0.006519177961726858	0	scr	redun.prop	56	Vietnamese
0.016626129323231383	0.016626129323231383	0	scr	bigram.prob	56	Vietnamese
-0.013705721045673304	-0.013705721045673304	0	scr	seg.h.prop	56	Vietnamese
-0.021044873142826236	-0.021044873142826236	0	scr	redun.prop	57	Vietnamese
0.014383648522690124	0.014383648522690124	0	scr	bigram.prob	57	Vietnamese
-0.0035915117838461815	-0.0035915117838461815	0	scr	seg.h.prop	57	Vietnamese
-0.0037852520122027096	-0.0037852520122027096	0	scr	redun.prop	58	Vietnamese
-0.01195695431912234	-0.01195695431912234	0	scr	bigram.prob	58	Vietnamese
0.0044859710342160805	0.0044859710342160805	0	scr	seg.h.prop	58	Vietnamese
-0.001168226342959563	-0.001168226342959563	0	scr	redun.prop	59	Vietnamese
-0.021944448538487017	-0.021944448538487017	0	scr	bigram.prob	59	Vietnamese
0.006504963406262866	0.006504963406262866	0	scr	seg.h.prop	59	Vietnamese
-0.011422599700822206	-0.011422599700822206	0	scr	redun.prop	60	Vietnamese
-0.029959738446346453	-0.029959738446346453	0	scr	bigram.prob	60	Vietnamese
0.008727922066779045	0.008727922066779045	0	scr	seg.h.prop	60	Vietnamese
1.400616343077593e-4	1.400616343077593e-4	0	scr	redun.prop	61	Vietnamese
0.017797243338701755	0.017797243338701755	0	scr	bigram.prob	61	Vietnamese
-0.009861683496920908	-0.009861683496920908	0	scr	seg.h.prop	61	Vietnamese
0.016423776532679714	0.016423776532679714	0	scr	redun.prop	62	Vietnamese
0.016163887850667278	0.016163887850667278	0	scr	bigram.prob	62	Vietnamese
-0.0030997470861697843	-0.0030997470861697843	0	scr	seg.h.prop	62	Vietnamese
0.007571154012731007	0.007571154012731007	0	scr	redun.prop	63	Vietnamese
-0.0290878140253089	-0.0290878140253089	0	scr	bigram.prob	63	Vietnamese
0.0018986815683695122	0.0018986815683695122	0	scr	seg.h.prop	63	Vietnamese
-0.0014387831179653145	-0.0014387831179653145	0	scr	redun.prop	64	Vietnamese
-0.008850823417089992	-0.008850823417089992	0	scr	bigram.prob	64	Vietnamese
-6.2746331805029e-4	-6.2746331805029e-4	0	scr	seg.h.prop	64	Vietnamese
-0.008511696069691451	-0.008511696069691451	0	scr	redun.prop	65	Vietnamese
-0.006988799472768127	-0.006988799472768127	0	scr	bigram.prob	65	Vietnamese
-0.003842324591016332	-0.003842324591016332	0	scr	seg.h.prop	65	Vietnamese
