r	b	b0	lex.type	test	i	language
-0.2557999617446566	-0.2557999617446566	0	og	redun.prop	1	Finnish
0.10961167814313279	0.10961167814313279	0	og	bigram.prob	1	Finnish
-0.13230368452130348	-0.13230368452130348	0	og	seg.h.prop	1	Finnish
0.007478631594164743	0.007478631594164743	0	scr	redun.prop	2	Finnish
0.004016196736859268	0.004016196736859268	0	scr	bigram.prob	2	Finnish
0.018533685365438316	0.018533685365438316	0	scr	seg.h.prop	2	Finnish
-0.0024636175351246186	-0.0024636175351246186	0	scr	redun.prop	3	Finnish
-0.02085905117324524	-0.02085905117324524	0	scr	bigram.prob	3	Finnish
0.01611858198887116	0.01611858198887116	0	scr	seg.h.prop	3	Finnish
7.160193821386944e-4	7.160193821386944e-4	0	scr	redun.prop	4	Finnish
0.010957427434844071	0.010957427434844071	0	scr	bigram.prob	4	Finnish
-0.0029841432180342836	-0.0029841432180342836	0	scr	seg.h.prop	4	Finnish
-0.009210801780244537	-0.009210801780244537	0	scr	redun.prop	5	Finnish
0.0202445732482654	0.0202445732482654	0	scr	bigram.prob	5	Finnish
-0.021974415933272755	-0.021974415933272755	0	scr	seg.h.prop	5	Finnish
-0.008974301029032994	-0.008974301029032994	0	scr	redun.prop	6	Finnish
0.007661496692701327	0.007661496692701327	0	scr	bigram.prob	6	Finnish
-0.014986350223754448	-0.014986350223754448	0	scr	seg.h.prop	6	Finnish
0.005683384814347182	0.005683384814347182	0	scr	redun.prop	7	Finnish
-0.017069093315941954	-0.017069093315941954	0	scr	bigram.prob	7	Finnish
0.00897149446236443	0.00897149446236443	0	scr	seg.h.prop	7	Finnish
-0.004181961723812382	-0.004181961723812382	0	scr	redun.prop	8	Finnish
-0.007621048809453736	-0.007621048809453736	0	scr	bigram.prob	8	Finnish
0.009287017835331075	0.009287017835331075	0	scr	seg.h.prop	8	Finnish
0.00743862543534996	0.00743862543534996	0	scr	redun.prop	9	Finnish
2.802497393554042e-4	2.802497393554042e-4	0	scr	bigram.prob	9	Finnish
0.013208825580307795	0.013208825580307795	0	scr	seg.h.prop	9	Finnish
-0.011445081479332077	-0.011445081479332077	0	scr	redun.prop	10	Finnish
-9.151080404564157e-4	-9.151080404564157e-4	0	scr	bigram.prob	10	Finnish
-0.0016213639297021078	-0.0016213639297021078	0	scr	seg.h.prop	10	Finnish
0.010334419470634388	0.010334419470634388	0	scr	redun.prop	11	Finnish
-0.034375759875015566	-0.034375759875015566	0	scr	bigram.prob	11	Finnish
0.018121430846854854	0.018121430846854854	0	scr	seg.h.prop	11	Finnish
-0.005505518177064902	-0.005505518177064902	0	scr	redun.prop	12	Finnish
-0.0380438100447743	-0.0380438100447743	0	scr	bigram.prob	12	Finnish
0.019384212544594926	0.019384212544594926	0	scr	seg.h.prop	12	Finnish
0.006507770437912953	0.006507770437912953	0	scr	redun.prop	13	Finnish
0.007620662497345375	0.007620662497345375	0	scr	bigram.prob	13	Finnish
3.652280865084714e-4	3.652280865084714e-4	0	scr	seg.h.prop	13	Finnish
1.454070344991592e-4	1.454070344991592e-4	0	scr	redun.prop	14	Finnish
-0.008812665083132977	-0.008812665083132977	0	scr	bigram.prob	14	Finnish
0.015865757206922355	0.015865757206922355	0	scr	seg.h.prop	14	Finnish
0.013586489270855146	0.013586489270855146	0	scr	redun.prop	15	Finnish
-0.011798566247162884	-0.011798566247162884	0	scr	bigram.prob	15	Finnish
0.016319561420407643	0.016319561420407643	0	scr	seg.h.prop	15	Finnish
-0.01242480704492047	-0.01242480704492047	0	scr	redun.prop	16	Finnish
0.015156476325554979	0.015156476325554979	0	scr	bigram.prob	16	Finnish
-0.02611170146422019	-0.02611170146422019	0	scr	seg.h.prop	16	Finnish
0.015448492158076869	0.015448492158076869	0	scr	redun.prop	17	Finnish
0.006714249807720136	0.006714249807720136	0	scr	bigram.prob	17	Finnish
-0.0011757250164852425	-0.0011757250164852425	0	scr	seg.h.prop	17	Finnish
-0.0039363669432853	-0.0039363669432853	0	scr	redun.prop	18	Finnish
0.00965433368129529	0.00965433368129529	0	scr	bigram.prob	18	Finnish
-0.00778013328352987	-0.00778013328352987	0	scr	seg.h.prop	18	Finnish
-0.0050109352367164435	-0.0050109352367164435	0	scr	redun.prop	19	Finnish
-0.0028766436609766848	-0.0028766436609766848	0	scr	bigram.prob	19	Finnish
0.0036780667137880953	0.0036780667137880953	0	scr	seg.h.prop	19	Finnish
-0.0012868428340222732	-0.0012868428340222732	0	scr	redun.prop	20	Finnish
-0.008081748229415762	-0.008081748229415762	0	scr	bigram.prob	20	Finnish
0.0076235523541133545	0.0076235523541133545	0	scr	seg.h.prop	20	Finnish
0.021448524955701882	0.021448524955701882	0	scr	redun.prop	21	Finnish
1.29031048153064e-4	1.29031048153064e-4	0	scr	bigram.prob	21	Finnish
0.018682618100843155	0.018682618100843155	0	scr	seg.h.prop	21	Finnish
-0.006455766873052725	-0.006455766873052725	0	scr	redun.prop	22	Finnish
-0.005840506207006626	-0.005840506207006626	0	scr	bigram.prob	22	Finnish
0.02374991354589652	0.02374991354589652	0	scr	seg.h.prop	22	Finnish
3.516446595272964e-4	3.516446595272964e-4	0	scr	redun.prop	23	Finnish
-0.018102961088908746	-0.018102961088908746	0	scr	bigram.prob	23	Finnish
0.010509788522340116	0.010509788522340116	0	scr	seg.h.prop	23	Finnish
-0.001959604273013728	-0.001959604273013728	0	scr	redun.prop	24	Finnish
0.007514493873378249	0.007514493873378249	0	scr	bigram.prob	24	Finnish
-0.0030356354707709626	-0.0030356354707709626	0	scr	seg.h.prop	24	Finnish
