cohort	entropy	cohort.p	cohort.size	nb.cont.segs	position	cohort.h	cohort.h.scaled	cohort.size.scaled	nb.cont.segs.scaled	entropy.scaled
go	2.18129001701267	0.011861437722603957	145	5	3	6.397577300501313	-1.1402658163745754	1.435221854724318	1.9957186650665582	1.8020009108461539
gO	0.9023932827949788	1.4220797269606924e-4	4	2	3	12.77971002959459	1.322791643963247	-1.2208167418459324	-0.512938490589461	-0.15012713614158246
gu	1.3214511954815307	0.010187262044045686	122	3	3	6.617089828775511	-1.055549312761496	1.307457104380837	0.32328056129587873	0.48952943876394717
gU	0	1.9391996276736715e-5	1	1	3	15.654179147510732	2.4321359503139397	-2.2463322674717277	-1.3491575424748008	-1.5275544057756607
gW	0	5.817598883021014e-5	3	1	3	14.069216646789576	1.8204511299777815	-1.433630441459612	-1.3491575424748008	-1.5275544057756607
gw	1.402534828333582	0.007032830649696515	144	3	3	7.151678806981549	-0.8492353066327292	1.4301024358040944	0.32328056129587873	0.6132967685311701
gy	0	1.2927997517824476e-4	4	1	3	12.917213553344526	1.3758583999163367	-1.2208167418459324	-1.3491575424748008	-1.5275544057756607
ha	2.0642781782749147	0.006263614797385958	125	5	3	7.3187887928168065	-0.7847425242385033	1.325427698568845	1.9957186650665582	1.6233922037332176
hA	2.289823316085868	0.0027859834650911745	72	6	3	8.487597589142789	-0.3336639666936519	0.9173446729911967	2.8319377169518978	1.9676678419471236
he	1.4475318408047921	0.002385215542038616	44	3	3	8.711664642171492	-0.24718973464541535	0.5530336755307297	0.32328056129587873	0.6819809145810376
hE	0	1.9391996276736713e-4	5	1	3	12.33225105262337	1.1501037325382724	-1.0557456121248703	-1.3491575424748008	-1.5275544057756607
hi	1.5511211384381047	0.0018357756475310754	44	3	3	9.089394528727206	-0.10141238175012515	0.5530336755307297	0.32328056129587873	0.840101244289635
hI	0.9402859586706311	9.049598262477133e-5	3	2	3	13.431786726174284	1.5744477032146567	-1.433630441459612	-0.512938490589461	-0.09228716097147985
ho	2.131506354017297	0.009993342081278318	153	5	3	6.6448170443070405	-1.044848544230311	1.4749496866128784	1.9957186650665582	1.7260103463112455
hO	1.28522867457482	5.300478982308036e-4	11	3	3	10.881589643613804	0.5902497530688072	-0.4724818500950657	0.32328056129587873	0.43423881435098877
hu	1.7274023962144451	0.0017000316735939186	35	4	3	9.200222658939586	-0.05864046450520213	0.38374741713116356	1.1594996131812185	1.1091797228377653
hW	0.893706986953944	0.0010148478051492213	9	2	3	9.944520899340262	0.2286066692590705	-0.6209286154474962	-0.512938490589461	-0.1633860344419909
