cohort	entropy	cohort.p	cohort.size	nb.cont.segs	position	cohort.h	cohort.h.scaled	cohort.size.scaled	nb.cont.segs.scaled	entropy.scaled
3I	0	8.840578254186718e-6	1	1	3	16.78742783125007	2.389959539223695	0	-0.9196700025860856	-1.2147632585486214
3O	2.0879044843020527	0.00958419143870365	57	6	3	6.70512755924511	-1.171599050503339	0	0.8569652296824888	1.096933680602115
3o	0.4917205438783292	1.8163369867692708e-4	3	2	3	12.426680487472183	0.8495315871832443	0	-0.5643429561323707	-0.6703375509803705
3R	0	0.0010036065540832422	10	1	3	9.96059048720759	-0.021611285626245872	0	-0.9196700025860856	-1.2147632585486214
3u	1.9090453241513452	0.005333279754071187	68	6	3	7.550761278931506	-0.8728801116839351	0	0.8569652296824888	0.8989034660170468
3U	0.8160129423112719	3.8054670939612826e-4	9	2	3	11.359638834418984	0.47260060293351397	0	-0.5643429561323707	-0.31128580772120323
a2	0.5020909697086567	8.290051335630543e-4	24	2	3	10.236331344000885	0.07579378965976899	0	-0.5643429561323707	-0.6588555690075832
a3	1.8749504034967224	0.002941300569614531	31	4	3	8.409330064824948	-0.5695918786642477	0	0.14631113677505903	0.861154074552798
ab	2.5058558607879706	0.0034860007434122623	47	6	3	8.164211407534385	-0.656179704440434	0	0.8569652296824888	1.5596832579896596
aB	0.8437582063121657	4.8824102631076643e-05	2	2	3	14.322046946281588	1.5190671604092099	0	-0.5643429561323707	-0.2805666621141973
ac	1.4438950070781065	0.0023331089701730946	32	4	3	8.743530593260708	-0.4515360054379092	0	0.14631113677505903	0.38389592026590647
aC	0	NA	0	0	3	NA	0	0	-1.2749970490398004	-1.2147632585486214
ad	0	9.70454385630042e-5	1	1	3	13.330980071051597	1.1689741610695477	0	-0.9196700025860856	-1.2147632585486214
aE	1.601455368100452	8.941039370711566e-4	10	4	3	10.127269829146247	0.03726796077549053	0	0.14631113677505903	0.5583444197280822
aF	1.4094988135684143	5.392752735053898e-4	10	4	3	10.856690493687186	0.2949347990200899	0	0.14631113677505903	0.3458129639560676
aG	1.2753818292580894	0.0033740870596035803	20	3	3	8.21128708553633	-0.639550286467177	0	-0.20901590967865585	0.19732062417264817
AG	0	2.2583658994786067e-4	1	1	3	12.112433129666444	0.7385241438124381	0	-0.9196700025860856	-1.2147632585486214
aH	1.5360541383504118	0.0015071176701057856	12	4	3	9.373992223100796	-0.22882630897260575	0	0.14631113677505903	0.48593314623996525
ai	0.6294375010827655	0.002611587185179976	22	3	3	8.58085741724247	-0.5090000792837004	0	-0.20901590967865585	-0.5178593744966076
aj	1.1183053620025787	0.002397404084748998	13	3	3	8.704311187552157	-0.4653902061179987	0	-0.20901590967865585	0.023407884726352572
aK	1.8392496214321548	2.266402788800595e-4	9	4	3	12.107308097488575	0.7367137333026066	0	0.14631113677505903	0.8216266971059621
ak	1.3743081915900468	0.001709245436553782	22	3	3	9.192424711126527	-0.2929647807936525	0	-0.20901590967865585	0.30685042820511027
al	1.7599146110086965	0.0064158487457429605	43	4	3	7.284144154143993	-0.9670622412909975	0	0.14631113677505903	0.7337881479087718
am	0.8855429309773626	0.022119930480907365	20	2	3	5.498509338334465	-1.597835263794661	0	-0.5643429561323707	-0.2343032334765212
an	1.2058283371875584	0.003985493414773812	28	3	3	7.9710259398739	-0.7244222029967492	0	-0.20901590967865585	0.12031202730647524
aN	1.553047551906018	1.8685767673621924e-4	6	3	3	12.385772543891976	0.8350809128415267	0	-0.20901590967865585	0.5047480021864763
ao	0.8401891816219937	9.19821982901518e-4	8	2	3	10.086357702331682	0.022815808712036995	0	-0.5643429561323707	-0.2845182334212449
ap	0.8662897470074267	0.0038912608874735032	28	3	3	8.005546576403017	-0.7122278360134029	0	-0.20901590967865585	-0.25562007377589196
ar	1.2874271634079277	0.00551752544177776	39	3	3	7.50176290775267	-0.8901887183556857	0	-0.20901590967865585	0.21065703984423825
aR	0	2.029314553801951e-5	2	1	3	15.588647967135575	1.9664922146009827	0	-0.9196700025860856	-1.2147632585486214
as	0.6159545864437669	0.009202640118142272	17	2	3	6.763736473607757	-1.1508955327790693	0	-0.5643429561323707	-0.5327874580062433
aS	0	9.443344953335811e-6	1	1	3	16.69227059820973	2.356345378608929	0	-0.9196700025860856	-1.2147632585486214
at	0.7664168181202932	5.555499743824153e-4	3	2	3	10.813795684765301	0.2797822672516567	0	-0.5643429561323707	-0.3661979022868467
aT	0	3.7371535347243856e-5	2	1	3	14.707700638779338	1.6552987924891547	0	-0.9196700025860856	-1.2147632585486214
au	0.74959525725948	7.594860409278588e-5	3	2	3	13.684617025666297	1.2938959248906554	0	-0.5643429561323707	-0.3848224854735046
ba	2.2152550379794493	0.020016877467576175	142	10	3	5.642639251234811	-1.5469215719308937	0	2.2782734154973485	1.2379343285477518
Ba	2.315505370139212	0.012959684953938578	69	6	3	6.269825542610442	-1.325368884236172	0	0.8569652296824888	1.3489300123757106
bA	0	1.8545122110487136e-4	2	1	3	12.396672612241595	0.838931346870653	0	-0.9196700025860856	-1.2147632585486214
be	2.590571684850409	0.004529992666338494	49	10	3	7.786275569985643	-0.7896850149621696	0	2.2782734154973485	1.6534793643993049
Be	1.3979344795338229	7.876151535548167e-4	7	4	3	10.3102215108848	0.10189538864631051	0	0.14631113677505903	0.33300910449215243
bE	0.121814882898111	5.541435187510675e-4	6	1	3	10.81745270837339	0.2810741057699348	0	-0.9196700025860856	-1.0798916233489384
BE	0.8178057983289593	3.984287881375513e-4	2	2	3	11.293390487658522	0.44919846630849375	0	-0.5643429561323707	-0.309300784076881
bi	2.9206356576841004	0.031834520448860266	291	12	3	4.973264157962652	-1.7833773953913772	0	2.988927508404778	2.0189213094021845
Bi	1.6477877031566073	0.002730934991611497	22	5	3	8.516389312703149	-0.5317733478128055	0	0.5016381832287738	0.6096428952753601
bI	0	6.550064797420159e-5	3	1	3	13.898131295656292	1.3693195446794502	0	-0.9196700025860856	-1.2147632585486214
bo	1.8272512455637178	0.003971227936227283	46	5	3	7.9761991151803935	-0.722594785993492	0	0.5016381832287738	0.8083422729484472
bO	2.1336788453337285	0.03441617022131584	259	7	3	4.8607696243583165	-1.8231159333883402	0	1.2122922761362036	1.1476143755688095
Bo	2.065089196114087	6.550064797420159e-4	11	5	3	10.57620320076893	0.1958530517549252	0	0.5016381832287738	1.0716729312400137
BO	0.950857313077569	9.236395053294623e-4	4	2	3	10.080382499070566	0.020705076446000253	0	-0.5643429561323707	-0.16198811642075173
bR	0	0.0014281552325172541	20	1	3	9.45163148385869	-0.20140034777403598	0	-0.9196700025860856	-1.2147632585486214
Bu	1.216640940969336	0.0020381551320561376	13	5	3	8.938520419747963	-0.3826561196281836	0	0.5016381832287738	0.1322835821618403
bu	1.5537310557864914	0.002467927788549442	23	4	3	8.662484102745964	-0.48016556582320175	0	0.14631113677505903	0.5055047675654807
bU	1.0406667185756722	6.682673471232959e-4	11	2	3	10.5472869966001	0.18563844273105437	0	-0.5643429561323707	-0.06255247204245386
BU	0	1.1050722817733398e-5	1	1	3	16.46549973636271	2.2762388861298617	0	-0.9196700025860856	-1.2147632585486214
Ca	1.0488464204571728	0.0023501873599823192	23	3	3	8.733008509768577	-0.455252916840288	0	-0.20901590967865585	-0.053496027197970725
ca	2.628372204961442	0.009281200711264705	121	9	3	6.751472825415831	-1.1552276494965827	0	1.9229463690436335	1.6953315407301546
ce	1.7084395619744726	0.004384524969610512	31	6	3	7.833363738710597	-0.7730511846583311	0	0.8569652296824888	0.6767957355691684
Ce	0.8142207673835108	7.307541616017521e-4	4	2	3	10.418326239431753	0.14008323409419718	0	-0.5643429561323707	-0.31327007727284073
CE	0	1.3461789614329775e-5	1	1	3	16.180770259429597	2.1756585932441834	0	-0.9196700025860856	-1.2147632585486214
ci	2.1311391357422362	0.010301282888458023	96	7	3	6.601032172602712	-1.2083706014832885	0	1.2122922761362036	1.1448024467027498
Ci	1.5390771571006594	3.6105725279030754e-4	13	4	3	11.435484756377427	0.4993930696880417	0	0.14631113677505903	0.48928018785249316
cO	2.340558392667628	0.008777287750776063	56	6	3	6.832009079868232	-1.126778329292757	0	0.8569652296824888	1.376668348075858
Co	0.07958451435132077	9.79696808350328e-4	11	1	3	9.995377039267158	-0.009322984350518796	0	-0.9196700025860856	-1.1266484622957433
CO	0.018842465570046915	0.0010086296099094847	1	1	3	9.953387801049235	-0.024155624523553302	0	-0.9196700025860856	-1.193901159582015
co	1.506041518374269	4.464492018364292e-4	9	3	3	11.129216348498277	0.3912041793142088	0	-0.20901590967865585	0.4527036176593338
cu	1.6723720844910723	0.005406013602435177	25	5	3	7.531219142722686	-0.8797833442001689	0	0.5016381832287738	0.6368623583825507
cU	0	2.891270933585156e-4	5	1	3	11.756008573147072	0.6126176634841372	0	-0.9196700025860856	-1.2147632585486214
Cu	0	9.463437176640781e-5	1	1	3	13.367276200274587	1.181795718384888	0	-0.9196700025860856	-1.2147632585486214
CU	0	8.63965602113702e-6	1	1	3	16.82059469518527	2.4016756879155485	0	-0.9196700025860856	-1.2147632585486214
da	1.88525202495195	0.0014510603670849196	26	7	3	9.42867674493873	-0.20950907746564518	0	1.2122922761362036	0.8725598773399403
Da	0.06580580234436689	0.0026877367115058118	7	1	3	8.539392464852309	-0.5236475162151173	0	-0.9196700025860856	-1.1419040482726863
de	2.502218226142852	6.178358666278218e-4	16	7	3	10.660488754773406	0.22562680682628122	0	1.2122922761362036	1.5556557227560828
di	1.909122079015917	0.0021781979284917776	28	7	3	8.842649229836171	-0.4165224845177301	0	1.2122922761362036	0.8989884478669492
dO	1.7289799774243062	0.0011382244502265398	13	5	3	9.778999209179492	-0.08575815277285077	0	0.5016381832287738	0.699537779509046
Do	0	3.877799097859174e-5	1	1	3	14.654402412619289	1.636471268007999	0	-0.9196700025860856	-1.2147632585486214
do	0	3.1946635054902005e-5	1	1	3	14.933976494603014	1.7352304247769113	0	-0.9196700025860856	-1.2147632585486214
du	0	8.177534885122713e-5	1	1	3	13.577974465621123	1.2562245884383998	0	-0.9196700025860856	-1.2147632585486214
Du	0	1.623451643041561e-4	1	1	3	12.588647967135575	0.9067463747702916	0	-0.9196700025860856	-1.2147632585486214
e2	0.9570867609724971	0.0025567354155574084	9	3	3	8.61148141403695	-0.49818219488305415	0	-0.20901590967865585	-0.15509096392188249
e3	0.9933154063784586	6.433529902251334e-4	10	2	3	10.602101857371112	0.2050017162853806	0	-0.5643429561323707	-0.11497914399706703
eb	0.07411829392554874	9.133924714439277e-4	4	1	3	10.096477481069522	0.026390606517847998	0	-0.9196700025860856	-1.1327005806383141
eB	0.01673741241784383	9.469464843632273e-4	6	1	3	10.044429483872017	0.008004723683989542	0	-0.9196700025860856	-1.1962318432724255
eC	0	2.9716398268050357e-4	3	1	3	11.716453112788301	0.5986447519648719	0	-0.9196700025860856	-1.2147632585486214
ec	0	1.0005927205874967e-4	4	1	3	13.28685751781929	1.153387930325999	0	-0.9196700025860856	-1.2147632585486214
ed	1.7446067493556652	1.3582342954159595e-4	6	4	3	12.845980013605185	0.9976485633373875	0	0.14631113677505903	0.7168395100786822
eE	0	1.5671934177876456e-5	1	1	3	15.961457231025122	2.098186570086746	0	-0.9196700025860856	-1.2147632585486214
ee	0.521646724387963	7.53458373936368e-5	3	2	3	13.696112664504126	1.2979567433688506	0	-0.5643429561323707	-0.6372037268975517
eF	0.5093545250374166	1.0849800584683699e-4	2	1	3	13.170043852836539	1.1121236651590505	0	-0.9196700025860856	-0.6508134680651835
eG	1.2595891378793538	4.094795109552848e-4	14	3	3	11.253921113721557	0.4352559646983534	0	-0.20901590967865585	0.1798351900468724
eH	0.6543524423071837	5.36462362242694e-5	2	2	3	14.186163518199816	1.4710665278720128	0	-0.5643429561323707	-0.49027392037232026
ei	2.3681155847015978	7.32763383932249e-4	13	7	3	10.414364965551258	0.13868391958910217	0	1.2122922761362036	1.4071792631849904
ej	1.2774405685477934	4.982871379632513e-4	11	3	3	10.970735044613132	0.3352208784864669	0	-0.20901590967865585	0.19960002984005304
ek	1.31212974641174	0.0216308857656644	90	5	3	5.5307634461777075	-1.5864415449265519	0	0.5016381832287738	0.23800737409006897
eK	0.9819788483950704	0.005693332395696246	8	2	3	7.456510953135456	-0.9061739085722856	0	-0.5643429561323707	-0.1275308131887081
el	0.7295850666101837	0.0020082177193317327	13	2	3	8.95986859825538	-0.375114905174451	0	-0.5643429561323707	-0.4069774723627941
em	0.5548854512343168	0.004036326739735386	13	2	3	7.952741319653867	-0.7308812197337703	0	-0.5643429561323707	-0.6004023005441479
en	1.2954329311587172	3.9722325473925317e-4	10	3	3	11.297762294158161	0.4507428008920063	0	-0.20901590967865585	0.21952090739382976
ep	0	8.888799590118645e-4	3	1	3	10.135723779652663	0.04025430706859352	0	-0.9196700025860856	-1.2147632585486214
er	0.4031101811424014	0.008813453752725008	7	1	3	6.82607680178125	-1.1288738983005562	0	-0.9196700025860856	-0.7684456329610245
eR	0.9987261494308297	4.781949146582815e-5	3	2	3	14.352041686579426	1.5296627608250215	0	-0.5643429561323707	-0.10898844938113082
es	0.8031638039079565	0.0030944033111984007	11	3	3	8.336123040963058	-0.5954521583255891	0	-0.20901590967865585	-0.32551218356406064
et	0.9314454781808919	0.005701168362785184	15	2	3	7.454526677934368	-0.9068748510354296	0	-0.5643429561323707	-0.18348061267780572
Fa	0	1.715875870244422e-4	1	1	3	12.508767190266878	0.8785286011139434	0	-0.9196700025860856	-1.2147632585486214
Fe	2.0123576308202535	0.0016150129092534736	24	5	3	9.274238587828624	-0.26406414230183	0	0.5016381832287738	1.0132893226971493
Fi	0	1.1332013944002975e-4	1	1	3	13.107308097488575	1.0899623465795036	0	-0.9196700025860856	-1.2147632585486214
Fo	1.2589030354331627	7.807837976311269e-4	11	3	3	10.322789264302026	0.10633493011295164	0	-0.20901590967865585	0.17907554757437016
FO	0	0.0015860801076943171	2	1	3	9.300318645994267	-0.2548513979206357	0	-0.9196700025860856	-1.2147632585486214
Ga	2.1124772033501804	0.0022800655006479744	26	6	3	8.77670901461301	-0.439815774104492	0	0.8569652296824888	1.124140231398502
Ge	1.0332937086994924	9.90345686701962e-4	5	3	3	9.979780184216139	-0.01483255176877196	0	-0.20901590967865585	-0.07071575943957364
Gi	0	6.44960368089531e-5	1	1	3	13.920429962765066	1.377196517913548	0	-0.9196700025860856	-1.2147632585486214
Go	0.588761588825838	0.0012296440662641526	11	2	3	9.667543512307356	-0.1251297231347431	0	-0.5643429561323707	-0.5628951424488643
GO	2.57056952695306	0.009741915391647663	58	8	3	6.681578831208669	-1.1799176060266463	0	1.5676193225899187	1.631333271254068
GR	0	1.394400297364905e-4	1	1	3	12.808067597309108	0.9842560548548218	0	-0.9196700025860856	-1.2147632585486214
GU	0	1.607377864397585e-5	1	1	3	15.924931355000007	2.0852838550321504	0	-0.9196700025860856	-1.2147632585486214
Gu	1.8440490941312366	0.002155694638390211	31	6	3	8.857631454846675	-0.411230034308967	0	0.8569652296824888	0.826940602234967
Ha	2.4213325387921034	0.008125897871228941	74	8	3	6.943257052211895	-1.0874801373324912	0	1.5676193225899187	1.466100287018641
He	1.7279037406299587	4.820124370862258e-4	13	6	3	11.018642007593936	0.3521439467257435	0	0.8569652296824888	0.6983461860611655
HE	0.597570228257319	0.0026473513426628226	14	2	3	8.561234610161014	-0.5159318086738248	0	-0.5643429561323707	-0.5531423472587892
Hi	0.6541500524075979	0.006041932470037473	18	3	3	7.3707742253374615	-0.9364602887738259	0	-0.20901590967865585	-0.49049800347329786
Ho	1.9010549604511935	0.0010966335479852525	15	5	3	9.83270277061323	-0.06678744416835242	0	0.5016381832287738	0.8900566536043054
HO	2.5824730637579765	0.0050630393506193435	61	7	3	7.625780587551877	-0.8463796449447974	0	1.2122922761362036	1.6445126910042926
HR	0	5.2842547292070604e-5	4	1	3	14.207940460595067	1.478759202574546	0	-0.9196700025860856	-1.2147632585486214
Hu	2.3407009045151557	4.181191669764218e-4	12	7	3	11.223798200152036	0.4246150872520603	0	1.2122922761362036	1.376826135083932
HU	0.10090823379977262	2.350790126681468e-4	4	1	3	12.054566635416602	0.718082884963486	0	-0.9196700025860856	-1.1030391557633263
i2	1.011333996942926	0.002264192644237048	14	2	3	8.78678757248978	-0.43625553751069185	0	-0.5643429561323707	-0.09502922724136177
ic	0	7.757607418048845e-4	9	1	3	10.332100610945512	0.10962415040250348	0	-0.9196700025860856	-1.2147632585486214
im	0.49513123871017994	1.7419957605408824e-4	2	2	3	12.486971266665535	0.8708292213266794	0	-0.5643429561323707	-0.6665612801488041
in	0.6963114315927452	0.0012356717332556435	21	3	3	9.660488754773406	-0.12762180645061583	0	-0.20901590967865585	-0.44381754852650035
iN	0.8609341938407484	7.906289870505621e-4	9	2	3	10.30471152949252	0.0999489953603063	0	-0.5643429561323707	-0.2615496629673284
ir	0.130035155849202	5.766468088526336e-4	6	1	3	10.76002442832432	0.26078764547972355	0	-0.9196700025860856	-1.0707902588167517
is	0.5904684380348589	0.0022416893541354816	11	2	3	8.801197916554226	-0.4311651034530833	0	-0.5643429561323707	-0.5610053442699956
iu	0.9998615686573323	4.641303583448026e-4	3	2	3	11.073182313583949	0.3714102341844133	0	-0.5643429561323707	-0.10773133002040661
ja	1.878538329142956	0.015044855888528346	105	8	3	6.05458590230595	-1.401401988695952	0	1.5676193225899187	0.8651265727186187
je	2.7856647676313666	0.004229212083463095	37	9	3	7.885395375255762	-0.7546710812022239	0	1.9229463690436335	1.8694835378205716
ji	1.4632964525806973	0.004219366894043661	35	5	3	7.888757742446522	-0.7534833296547604	0	0.5016381832287738	0.40537691353961536
jO	1.878749858373436	0.011151384856491297	40	7	3	6.486633304604117	-1.2487818429642386	0	1.2122922761362036	0.865360774751479
jo	1.2814998249295644	0.001540068916325936	23	5	3	9.34278937334123	-0.23984867238045987	0	0.5016381832287738	0.20409437841946365
Jo	0	2.2905134567665586e-5	1	1	3	15.413969435722628	1.9047872656101141	0	-0.9196700025860856	-1.2147632585486214
ju	2.1047602222486854	0.005302136807948484	32	5	3	7.559210388956638	-0.8698954752841334	0	0.5016381832287738	1.1155961041522917
jU	0.6453955701604163	4.940677710692077e-4	3	2	3	10.983003430291287	0.3395546687144213	0	-0.5643429561323707	-0.5001908366305696
ka	2.2523724230256366	0.019537075175053497	108	8	3	5.677641686966013	-1.5345570100475325	0	1.5676193225899187	1.2790301478468002
Ka	2.539727907237546	0.002876000843873379	40	8	3	8.441720185570635	-0.5581501134269626	0	1.5676193225899187	1.5971858864331392
Ke	0.9569899508989559	9.168081494057724e-4	14	4	3	10.091092511441717	0.024488373464287675	0	0.14631113677505903	-0.15519815060229186
ke	1.7395062073394927	0.0035197556785646115	24	5	3	8.150308996014447	-0.6610907120310568	0	0.5016381832287738	0.7111922654583244
kE	0.6513099228608913	6.031685436151938e-4	13	2	3	10.695151188266681	0.2378712633905836	0	-0.5643429561323707	-0.49364255286685316
ki	1.4989234659923618	0.0072404335901789215	28	5	3	7.109708189609064	-1.0286815038685793	0	0.5016381832287738	0.4448226154259055
ko	2.686867018991058	0.002834008097165992	54	9	3	8.462940404414436	-0.5506541005469575	0	1.9229463690436335	1.7600961329637197
kO	1.4061309912884006	0.06411508825509087	249	5	3	3.963192282395869	-2.140183884745338	0	0.5016381832287738	0.342084160979281
Ko	0.468565173444925	2.82898504133975e-4	3	2	3	11.787427831250072	0.6237164728392108	0	-0.5643429561323707	-0.6959748343706093
KO	0.9380641185360813	8.018806321013452e-4	2	2	3	10.284324886376098	0.09274744195005903	0	-0.5643429561323707	-0.17615255204789354
kR	0	0.0012537547342301163	19	1	3	9.639529136137758	-0.13502576266847077	0	-0.9196700025860856	-1.2147632585486214
kU	1.537860326900188	2.3648546829949468e-4	5	3	3	12.045960844848926	0.7150429013793029	0	-0.20901590967865585	0.48793293146646355
ku	2.7515527322726747	8.993279151304487e-4	30	10	3	10.118865128910976	0.03429901207237297	0	2.2782734154973485	1.831715197209315
Ku	1.285253592179998	0.003484996132247014	4	3	3	8.164627229713625	-0.6560328158322475	0	-0.20901590967865585	0.20825049395461095
KU	0.864081578482673	1.0588601681719092e-4	2	2	3	13.205200298250155	1.1245426307491553	0	-0.5643429561323707	-0.2580649252804417
la	2.2685735840420707	0.0038946765654353484	28	6	3	8.004280760436023	-0.7126749837484071	0	0.8569652296824888	1.29696783350913
lA	0	1.486824524567766e-5	1	1	3	16.03740608425842	2.1250153971713797	0	-0.9196700025860856	-1.2147632585486214
le	0.550880950117505	0.002977466571563476	20	3	3	8.391698973822177	-0.5758200371115354	0	-0.20901590967865585	-0.6048360249047017
li	1.4556982755600198	0.0034528485749590622	23	6	3	8.177997218627711	-0.6513098857888193	0	0.8569652296824888	0.3969643244131079
lo	0.30215388481220445	0.0025918968063411056	19	2	3	8.591776004689391	-0.5051431034091328	0	-0.5643429561323707	-0.8802229498685675
lO	0.6120998089580515	0.001422931254457962	3	2	3	9.456918321496454	-0.19953277970987593	0	-0.5643429561323707	-0.537055410578707
m0	0	1.08498005846837e-5	1	1	3	16.4919719477239	2.2855901580835756	0	-0.9196700025860856	-1.2147632585486214
ma	2.567717348080062	0.01966064234837906	148	10	3	5.6685457318967325	-1.537770143562185	0	2.2782734154973485	1.6281753810248012
mA	0	9.845189419435208e-6	1	1	3	16.632149605772163	2.3351077214015272	0	-0.9196700025860856	-1.2147632585486214
