language	i	lex.type	seq.H	bag.H	seq.H.scaled	bag.H.scaled
Vietnamese	1	original	1.2693731963482318	4.754465914192624	4.182929826775018	-3.5352297998213977
Vietnamese	2	shuffled	1.1459039463935632	4.822881321962238	0.16312229807826817	-0.3779833137005052
Vietnamese	3	shuffled	1.1702871801022572	4.82893038521478	0.956971021320426	-0.09883005976209583
Vietnamese	4	shuffled	1.1491437481195135	4.834594877379759	0.2686010255690498	0.16257593877795118
Vietnamese	5	shuffled	1.1544547700586063	4.817709634933807	0.44151279091691825	-0.6166472525725301
Vietnamese	6	shuffled	1.1953250941263975	4.871086802602454	1.7721342731750687	1.846611837082006
Vietnamese	7	shuffled	1.1090042097659953	4.819827147025398	-1.0382281527982324	-0.518927925472866
Vietnamese	8	shuffled	1.183227842335822	4.835518347357894	1.3782821695772123	0.20519239665718625
Vietnamese	9	shuffled	1.1131130349711023	4.80081719082525	-0.9044564930558124	-1.396202787538172
Vietnamese	10	shuffled	1.1112693763226533	4.830737284306809	-0.9644807737419174	-0.01544495697507643
Vietnamese	11	shuffled	1.1614496960836838	4.847260179912417	0.669247682872662	0.7470565875164361
Vietnamese	12	shuffled	1.1436069264485504	4.849435687049131	0.08833786331480345	0.8474522803412409
Vietnamese	13	shuffled	1.1444680731806602	4.832588158490365	0.1163743510906545	0.06996951620853836
Vietnamese	14	shuffled	1.1292402548934173	4.828194110346852	-0.37940009168889943	-0.13280780418204946
Vietnamese	15	shuffled	1.1504159092413249	4.825419807811894	0.3100189726048523	-0.2608368142470055
Vietnamese	16	shuffled	1.1520500300733292	4.837801942078092	0.3632212980883462	0.31057613463544526
Vietnamese	17	shuffled	1.1469852215790362	4.819967865908537	0.19832554206616804	-0.5124340052609596
Vietnamese	18	shuffled	1.1588345471462367	4.820379720075886	0.5841058731405007	-0.4934276854121367
Vietnamese	19	shuffled	1.1443401179148875	4.8130484260964055	0.11220849164890431	-0.8317535524942977
Vietnamese	20	shuffled	1.1300030233633007	4.811448872576887	-0.35456652026106883	-0.905570034680143
Vietnamese	21	shuffled	1.1696728074876344	4.849018409455337	0.9369687967779372	0.8281956792378894
Vietnamese	22	shuffled	1.1104901825479423	4.866683991239569	-0.989849106367628	1.6434301100749478
Vietnamese	23	shuffled	1.1184725372901507	4.828737052408456	-0.729966344455342	-0.10775201672059789
Vietnamese	24	shuffled	1.1547803650543356	4.85915713910619	0.4521132377133392	1.2960795902960478
Vietnamese	25	shuffled	1.1626820762590113	4.851985180854662	0.7093704754612392	0.9651067769131999
Vietnamese	26	shuffled	1.091620919250583	4.813414956378781	-1.60417863936094	-0.8148388474035226
Vietnamese	27	shuffled	1.129189837275271	4.854192529361558	-0.3810415459058663	1.0669718909897188
Vietnamese	28	shuffled	1.1422826679628133	4.836347741634512	0.04522377431806026	0.24346743222050524
Vietnamese	29	shuffled	1.15237368259601	4.817028424254915	0.3737585034883291	-0.648083884938742
Vietnamese	30	shuffled	1.1050190422992923	4.830189299153676	-1.1679738683642698	-0.040733473927323176
Vietnamese	31	shuffled	1.1374474134045882	4.81617921035646	-0.1121983585891588	-0.6872735599588924
Vietnamese	32	shuffled	1.163642653067727	4.8830823715431455	0.7406441236690704	2.4001855001164425
Vietnamese	33	shuffled	1.1651526783750705	4.824072468873904	0.789806251901083	-0.32301405277062156
Vietnamese	34	shuffled	1.0651150794498252	4.832121793018243	-2.4671333784934384	0.04844759890791681
Vietnamese	35	shuffled	1.1489668607019619	4.839566657663584	0.26284207446934854	0.39201454541067915
Vietnamese	36	shuffled	1.1289652481895875	4.811576054011041	-0.3883535276164906	-0.8997008430875936
Vietnamese	37	shuffled	1.1389167241757292	4.836358855061396	-0.06436177982970037	0.2439802966339618
Vietnamese	38	shuffled	1.0997470991883416	4.800471257117391	-1.3396133382407063	-1.412166998220743
Vietnamese	39	shuffled	1.1430694061482287	4.833982382040476	0.07083773149369078	0.134310394206063
Vietnamese	40	shuffled	1.1845375380979133	4.801448075729392	1.4209221377206138	-1.3670885980348826
Vietnamese	41	shuffled	1.1315838034611254	4.837880215592979	-0.3031008173367965	0.31418831481372994
Vietnamese	42	shuffled	1.1465964531268036	4.8261642470801185	0.1856683472441534	-0.22648229762047087
Vietnamese	43	shuffled	1.1451677433041942	4.8413438647968805	0.1391536198658255	0.47402941837037366
Vietnamese	44	shuffled	1.1332886698115086	4.810687148147193	-0.24759521903432005	-0.9407222300327129
Vietnamese	45	shuffled	1.1229357002824156	4.853177989231069	-0.5846584543961234	1.0201527114153974
Vietnamese	46	shuffled	1.1264601357250665	4.852486983852436	-0.46991286282595224	0.9882640714919555
Vietnamese	47	shuffled	1.118210380368595	4.805999538987317	-0.7385014280276211	-1.1570468567624814
Vietnamese	48	shuffled	1.1338675368404996	4.835305148150188	-0.22874895535241765	0.1953536414510499
Vietnamese	49	shuffled	1.1194120210839429	4.817101744539124	-0.6993794248072446	-0.6447002873366035
Vietnamese	50	shuffled	1.1292471359235718	4.857453326746736	-0.37917606492247263	1.2174517524994584
Vietnamese	51	shuffled	1.1041635148312112	4.859342540405865	-1.1958274088892318	1.3046355226657076
