language	i	lex.type	seq.H	bag.H	seq.H.scaled	bag.H.scaled
Hungarian	1	original	1.3797309486175267	4.3959943965684	3.6625255323618124	-3.2770781897362298
Hungarian	2	shuffled	1.2879823744114998	4.489240954594565	-0.6165115618968336	0.8630683441288223
Hungarian	3	shuffled	1.2778364781986866	4.4823816611315515	-1.0897032885784443	0.5585157616336096
Hungarian	4	shuffled	1.3067326995939097	4.47886954330033	0.2579798149912189	0.402577754126901
Hungarian	5	shuffled	1.3307639536076379	4.45966898934104	1.3787670123528104	-0.4499267093680044
Hungarian	6	shuffled	1.3044796405664412	4.499273766507256	0.15290000053608768	1.308525123923255
Hungarian	7	shuffled	1.2786304984510068	4.495531742605448	-1.0526711914295421	1.142379288466623
Hungarian	8	shuffled	1.3121164596371824	4.506152437954297	0.5090715527224198	1.6139380887757544
Hungarian	9	shuffled	1.3167762733137085	4.448361188116477	0.7263993504210923	-0.951993005824456
Hungarian	10	shuffled	1.3110219300819468	4.489815147304499	0.4580240829590384	0.8885624964935559
Hungarian	11	shuffled	1.2842882254106733	4.45893658494331	-0.7888019843153701	-0.48244545958071794
Hungarian	12	shuffled	1.2801834771849294	4.497920664774812	-0.9802422336331277	1.2484474163259889
Hungarian	13	shuffled	1.2734263938637407	4.449603289131316	-1.2953840266318433	-0.8968437293240659
Hungarian	14	shuffled	1.2994492041201824	4.449266598054402	-0.08171317291242101	-0.9117928108191368
Hungarian	15	shuffled	1.2899353194772443	4.440043239771505	-0.5254286818446096	-1.3213098550280733
Hungarian	16	shuffled	1.327282216393652	4.492520665010547	1.216383206173424	1.0086874640002412
Hungarian	17	shuffled	1.3073015313413732	4.487217675422029	0.2845094059832528	0.7732347628092182
Hungarian	18	shuffled	1.3289186644472515	4.4546639626990805	1.292705067137229	-0.6721498577848747
Hungarian	19	shuffled	1.3226887861952645	4.449787311573376	1.002151449670591	-0.8886731341645835
Hungarian	20	shuffled	1.2499740042480445	4.511414343678613	-2.3891737229078873	1.8475666666792794
Hungarian	21	shuffled	1.305540723612375	4.4488406221615335	0.20238756754115392	-0.9307061375274029
Hungarian	22	shuffled	1.2758306393442964	4.459648756316775	-1.183253067823702	-0.45082505550595453
Hungarian	23	shuffled	1.3011587439491843	4.477219455432323	-0.0019824042796022447	0.32931386415699765
Hungarian	24	shuffled	1.3146587908627234	4.439309614829715	0.6276426554793227	-1.3538827973886625
Hungarian	25	shuffled	1.3084272957165095	4.494203660279814	0.3370136281173867	1.083412442359344
Hungarian	26	shuffled	1.2804833439824583	4.474377248625031	-0.9662568266546889	0.2031199014969083
Hungarian	27	shuffled	1.320058958023853	4.477242990716125	0.8794996003707168	0.330358830595634
Hungarian	28	shuffled	1.2927005991630587	4.442290760097357	-0.39645954576813314	-1.2215199680463182
Hungarian	29	shuffled	1.299732736849175	4.471182569247024	-0.06848956616654496	0.06127615912569851
Hungarian	30	shuffled	1.2973631955074187	4.462842449494727	-0.17900196797221726	-0.30902510041038944
Hungarian	31	shuffled	1.314922722902379	4.453450355889013	0.63995211094305	-0.7260339917897749
Hungarian	32	shuffled	1.2877215311077268	4.487759727609889	-0.6286769626378531	0.7973018762153238
Hungarian	33	shuffled	1.2982522850601084	4.437530257425711	-0.13753595927399354	-1.4328862538661422
Hungarian	34	shuffled	1.2732375658139952	4.488749152335553	-1.3041907272949311	0.8412323272173777
Hungarian	35	shuffled	1.2938972179013593	4.5015406433761145	-0.34065076603303873	1.4091744412810943
Hungarian	36	shuffled	1.3044420448165601	4.477102971721488	0.15114658246153295	0.32414198819852375
Hungarian	37	shuffled	1.295828356329484	4.469947309714315	-0.25058491989206544	0.006430644384707609
Hungarian	38	shuffled	1.3025590329651855	4.4403276653818535	0.06332529879921539	-1.3086813598883786
Hungarian	39	shuffled	1.3204058381183736	4.49627040709809	0.8956776478723627	1.1751759868503253
Hungarian	40	shuffled	1.3083864775717313	4.482244495427182	0.33510992163326775	0.5524256053047016
Hungarian	41	shuffled	1.2887703171431169	4.458236134729804	-0.5797629126026246	-0.5135454442341005
Hungarian	42	shuffled	1.3420176596076152	4.466252536259329	1.9036255819655554	-0.1576172715585641
Hungarian	43	shuffled	1.3121112119759728	4.473018842116917	0.5088268084616159	0.14280666189647226
Hungarian	44	shuffled	1.2769065289621813	4.483782297517652	-1.133074941088795	0.6207040075256708
Hungarian	45	shuffled	1.3078412906273316	4.4632664004028575	0.3096830942565995	-0.2902016830105427
Hungarian	46	shuffled	1.2789442807116054	4.451132622387962	-1.0380367849088876	-0.8289413432665489
Hungarian	47	shuffled	1.3218080310829339	4.4861022131357196	0.9610741486963243	0.7237082449829578
Hungarian	48	shuffled	1.3066078176566538	4.444907024842901	0.2521554798825236	-1.1053578313710355
Hungarian	49	shuffled	1.2900389851217475	4.472964296111865	-0.5205938477115628	0.14038481964798927
Hungarian	50	shuffled	1.300241743390951	4.459454105896078	-0.04475014686407932	-0.45946753284371633
Hungarian	51	shuffled	1.2708486787151323	4.482064494237769	-1.415605390666982	0.5444335537350524
