b	t	p	lex.type	language	b.z	b.less
0.11128607794673831	25.45305323247012	3.630975467378094e-137	og	Spanish_wiki	3.266108573210518	0
0.07764714697929018	9.653270368702108	9.3115682834783e-22	nonce	Spanish_wiki	-0.22553036730540965	0
0.07297698870064058	9.051809093798378	2.3548500555459817e-19	nonce	Spanish_wiki	-0.71028139937255	0
0.08014001210685093	9.821498657078378	1.8482458440805628e-22	nonce	Spanish_wiki	0.033222949239287494	0
0.07483178572374947	8.98059046179446	4.481294374899219e-19	nonce	Spanish_wiki	-0.5177579949008967	0
0.07983239218013474	9.99508036059346	3.4186497914982915e-23	nonce	Spanish_wiki	0.0012927515751502189	0
0.09283111814723699	11.373714944606617	2.0293598149338537e-29	nonce	Spanish_wiki	1.350528784306093	0
0.06718943174612986	8.275841816637762	1.849585066707657e-16	nonce	Spanish_wiki	-1.3110156870459133	0
0.08150628697189924	9.999045342746422	3.3341692022324564e-23	nonce	Spanish_wiki	0.17503894591490135	0
0.07820868524559729	9.674321171764346	7.674094414173038e-22	nonce	Spanish_wiki	-0.16724406566505562	0
0.07039836017691438	8.697584388602333	5.2921631665088955e-18	nonce	Spanish_wiki	-0.9779367471385114	0
0.0652518555353449	8.131979687635745	5.973084495858306e-16	nonce	Spanish_wiki	-1.5121313691804241	0
0.08502160953388874	10.691851707541153	3.0012702777763207e-26	nonce	Spanish_wiki	0.5399208489038618	0
0.09130148898893209	11.309562146735473	4.083204223047412e-29	nonce	Spanish_wiki	1.1917570106473427	0
0.08105651715338372	9.93357744067525	6.381748371470244e-23	nonce	Spanish_wiki	0.12835393639075024	0
0.08570156080597412	10.626643138591575	5.972303511651097e-26	nonce	Spanish_wiki	0.6104981315637679	0
0.08711715111677601	10.690276652381709	3.0887477775508576e-26	nonce	Spanish_wiki	0.7574329511570521	0
0.07581307186680582	9.300179230722696	2.474842255320834e-20	nonce	Spanish_wiki	-0.415902888024885	0
0.07845686359732003	9.613726716740885	1.3681762882747414e-21	nonce	Spanish_wiki	-0.14148375842144228	0
0.08856445824737598	11.01727743554556	9.734645852837378e-28	nonce	Spanish_wiki	0.907659899242275	0
0.07071467165946932	8.595377455532299	1.2746167107518862e-17	nonce	Spanish_wiki	-0.945104387189561	0
0.08832735454887405	10.91178144789331	2.980395367267097e-27	nonce	Spanish_wiki	0.883049113975918	0
0.08571024467355043	10.789152635885443	1.0823605932971944e-26	nonce	Spanish_wiki	0.6113994958257022	0
0.08099094480689649	10.271999149474217	2.2010025965000393e-24	nonce	Spanish_wiki	0.12154768685097256	0
0.08113549611838179	9.89840513381924	8.841859368617962e-23	nonce	Spanish_wiki	0.13655176021386095	0
0.07871297644644278	9.704053411858817	5.689076781987249e-22	nonce	Spanish_wiki	-0.11489986971139916	0
0.08545154132476711	10.303308288261467	1.6287963931618589e-24	nonce	Spanish_wiki	0.5845467195728592	0
0.07420007694999979	9.064482236616382	2.1316079258190227e-19	nonce	Spanish_wiki	-0.5833278239666414	0
0.08803423724706017	10.490359208316415	2.465531152415616e-25	nonce	Spanish_wiki	0.8526242533838047	0
0.07425909762565652	9.435575952349753	7.110158333258124e-21	nonce	Spanish_wiki	-0.5772016218700877	0
0.05972543445264975	7.516992407618843	7.221180464595012e-14	nonce	Spanish_wiki	-2.085760390646632	0
0.07228380713036892	9.092662993411226	1.6435099898602707e-19	nonce	Spanish_wiki	-0.7822319546963992	0
0.06937919614115436	8.799035830733953	2.1806625194807364e-18	nonce	Spanish_wiki	-1.083723486838314	0
