language	i	lex.type	seq.H	seq.H.scaled
German	1	original	1.1052614349624021	4.149060360061737
German	2	shuffled	1.0775880782781757	0.7553720785363897
German	3	shuffled	1.0595607620875118	-1.455385814035412
German	4	shuffled	1.0791938720288445	0.9522966329507675
German	5	shuffled	1.0721670757758142	0.09057406085065618
German	6	shuffled	1.0825786092484762	1.3673797459022892
German	7	shuffled	1.062177541536348	-1.1344802638997744
German	8	shuffled	1.0820771251830406	1.3058808603258047
German	9	shuffled	1.072486827544669	0.1297864283036586
German	10	shuffled	1.069130157629955	-0.28185468500612815
German	11	shuffled	1.0629899181288571	-1.0348554531605898
German	12	shuffled	1.067096290873584	-0.5312754493911993
German	13	shuffled	1.0694405374395028	-0.2437916363306857
German	14	shuffled	1.076578036623532	0.6315068544390702
German	15	shuffled	1.061393688345237	-1.2306071421626272
German	16	shuffled	1.0639496724300281	-0.917157157207785
German	17	shuffled	1.0747125656916894	0.4027371062238474
German	18	shuffled	1.073369730134933	0.23806010859828206
German	19	shuffled	1.0815273847584914	1.2384641151162659
German	20	shuffled	1.067881379297784	-0.4349970898278513
German	21	shuffled	1.0803693941559105	1.0964553525748084
German	22	shuffled	1.0640109535449245	-0.9096420225649011
German	23	shuffled	1.0703404524205329	-0.1334316622827412
German	24	shuffled	1.07431932232194	0.354512186098183
German	25	shuffled	1.0811916209343142	1.197288128824735
German	26	shuffled	1.067526313680851	-0.47854012788815703
German	27	shuffled	1.0767182433293871	0.6487009324860977
German	28	shuffled	1.0717504573178183	0.03948256534105157
German	29	shuffled	1.0710410594671755	-0.047513573224159736
German	30	shuffled	1.08038449012513	1.0983066283135365
German	31	shuffled	1.0718380164130372	0.050220267990434685
German	32	shuffled	1.0706434962653872	-0.0962682506733063
German	33	shuffled	1.0653674370931827	-0.7432913201786654
German	34	shuffled	1.0707435877134066	-0.08399365825214739
German	35	shuffled	1.0823736670687496	1.3422469121205203
German	36	shuffled	1.0619530042104939	-1.1620161244826077
German	37	shuffled	1.0660524573444945	-0.659284698719208
German	38	shuffled	1.053202298660174	-2.235148206725701
German	39	shuffled	1.0661028341179903	-0.6531068046594194
German	40	shuffled	1.0659932713018234	-0.6665429067398195
German	41	shuffled	1.079997187195981	1.0508102068619736
German	42	shuffled	1.0766816434163415	0.6442125468729953
German	43	shuffled	1.0733300498218306	0.23319396188830618
German	44	shuffled	1.097456585902798	3.1919222327687065
German	45	shuffled	1.0710715066717464	-0.04377971749655367
German	46	shuffled	1.0740958765488	0.3271101867486081
German	47	shuffled	1.0963223704422866	3.052829105722922
German	48	shuffled	1.0808493998501407	1.1553202643440081
German	49	shuffled	1.0682400266215633	-0.3910148135250967
German	50	shuffled	1.0705525559781939	-0.10742060166882472
German	51	shuffled	1.0654096503540482	-0.7381145485148973
German	52	shuffled	1.0710679765515678	-0.04421262947102993
German	53	shuffled	1.0549478179394463	-2.0210885828485714
German	54	shuffled	1.0712682095696342	-0.01965729797509911
German	55	shuffled	1.0594951668198143	-1.4634300095353967
German	56	shuffled	1.0733384449612131	0.2342234895480494
German	57	shuffled	1.0887174944145424	2.12021442683507
German	58	shuffled	1.0829935181129404	1.4182615874981794
German	59	shuffled	1.0657807172175013	-0.6926092171402978
German	60	shuffled	1.0739691933511186	0.311574547601423
German	61	shuffled	1.0724913165596108	0.1303369331656925
German	62	shuffled	1.0760607187021805	0.5680662032905034
German	63	shuffled	1.0668317118323754	-0.5637217768075825
German	64	shuffled	1.0613698952214052	-1.2335249828297474
German	65	shuffled	1.0762127850907288	0.5867146790326827
German	66	shuffled	1.0841971677763806	1.565869693175049
German	67	shuffled	1.070210307980227	-0.1493917666897198
German	68	shuffled	1.0891700505307693	2.1757130931478375
German	69	shuffled	1.065807273101556	-0.6893525687492058
German	70	shuffled	1.0695377922960303	-0.23186490584096645
German	71	shuffled	1.0614515723234634	-1.2235086112241356
German	72	shuffled	1.0765214626954096	0.6245689798942616
German	73	shuffled	1.0777741564325947	0.7781915456254479
German	74	shuffled	1.0594686670274591	-1.4666797791894608
German	75	shuffled	1.0781145297011006	0.8199328054897175
German	76	shuffled	1.0645275839827717	-0.8462856801158198
German	77	shuffled	1.0599917569920776	-1.4025312805680026
German	78	shuffled	1.0760347503898136	0.5648816110353556
German	79	shuffled	1.0664121816502992	-0.6151703480417937
German	80	shuffled	1.0874535070797988	1.9652068845675068
German	81	shuffled	1.0727241096005065	0.1588852232745847
German	82	shuffled	1.0859354468050961	1.7790414177723575
German	83	shuffled	1.067449708939411	-0.4879344567475249
German	84	shuffled	1.0783264915269808	0.84592648499989
German	85	shuffled	1.0697781048991613	-0.20239446340587053
German	86	shuffled	1.057139284844695	-1.7523407167853127
German	87	shuffled	1.0654126895354041	-0.7377418422230411
German	88	shuffled	1.0638791416483089	-0.9258066134388717
German	89	shuffled	1.0684196433315971	-0.36898773777264604
German	90	shuffled	1.082845601568464	1.4001220228128615
German	91	shuffled	1.0698221243951231	-0.196996186308186
German	92	shuffled	1.065422813017586	-0.7365003613560506
German	93	shuffled	1.0604420561171017	-1.3473093976134638
German	94	shuffled	1.074274570141318	0.3490240571125164
German	95	shuffled	1.0847285354556093	1.6310333192127804
German	96	shuffled	1.0889823240183565	2.15269148169041
German	97	shuffled	1.0700735918857331	-0.1661577778778064
German	98	shuffled	1.0732635424492478	0.225037911520274
German	99	shuffled	1.0887282197207586	2.121529711657119
German	100	shuffled	1.0743956185543573	0.3638686813305256
German	101	shuffled	1.0695707488960484	-0.22782331346904577
German	102	shuffled	1.067695775762026	-0.457758352637373
German	103	shuffled	1.071124806551344	-0.03724335189188151
German	104	shuffled	1.05946111827729	-1.4676055109422657
German	105	shuffled	1.0709480996963987	-0.058913581121230116
German	106	shuffled	1.0697829910147079	-0.2017952605963986
German	107	shuffled	1.0896470184448557	2.2342054704611067
German	108	shuffled	1.0722143377050823	0.09636996979476829
German	109	shuffled	1.0681948760366997	-0.3965518003281017
German	110	shuffled	1.0837127546661487	1.5064642833301185
German	111	shuffled	1.0663253337458751	-0.6258208346770808
German	112	shuffled	1.0631726251513987	-1.012449400709967
German	113	shuffled	1.0862063080037638	1.8122581498922612
German	114	shuffled	1.0660117076619344	-0.6642819862459074
German	115	shuffled	1.0707489098781562	-0.08334098108149962
German	116	shuffled	1.0759700261925005	0.5569442381875687
German	117	shuffled	1.0632614281083126	-1.0015591586015566
German	118	shuffled	1.0801667457658735	1.071603814888719
German	119	shuffled	1.0756520871139232	0.5179541677917509
German	120	shuffled	1.0834963494668621	1.479925696151839
German	121	shuffled	1.0822103903413192	1.3222236701680061
German	122	shuffled	1.077794036951881	0.7806295688151402
German	123	shuffled	1.073372326085111	0.23837845977623248
German	124	shuffled	1.0668160141555842	-0.5656468422190911
German	125	shuffled	1.0583234569818014	-1.6071212137498345
German	126	shuffled	1.0687326894281817	-0.3305977122445246
German	127	shuffled	1.0598963599657583	-1.414230178320324
German	128	shuffled	1.0629416240122287	-1.0407779431403454
German	129	shuffled	1.0633338210940924	-0.9926813332510285
German	130	shuffled	1.070857093337827	-0.07007403469949887
German	131	shuffled	1.0758234524946233	0.5389693518540593
German	132	shuffled	1.08915938570621	2.1744052254198913
German	133	shuffled	1.0570920656318787	-1.7581313872495394
German	134	shuffled	1.0657300515634853	-0.6988225377096803
German	135	shuffled	1.0722148023263034	0.09642694805046838
German	136	shuffled	1.0628345765390714	-1.0539055792043786
German	137	shuffled	1.084584897884466	1.6134185011934923
German	138	shuffled	1.0807874401531627	1.1477219126167357
German	139	shuffled	1.053472546717276	-2.2020066664724567
German	140	shuffled	1.0673385710166479	-0.5015637201006571
German	141	shuffled	1.059490610311348	-1.4639887913833398
German	142	shuffled	1.0693966574649323	-0.2491728033930327
German	143	shuffled	1.080025414249921	1.0542717971298718
German	144	shuffled	1.0663459314196	-0.6232948641291494
German	145	shuffled	1.0691348656282544	-0.2812773253876131
German	146	shuffled	1.0574988149402735	-1.7082501828416639
German	147	shuffled	1.072713154955425	0.15754181376103873
German	148	shuffled	1.0763119809071768	0.5988794367705055
German	149	shuffled	1.0649567770113826	-0.7936521175043367
German	150	shuffled	1.0723518767934757	0.11323690783405992
German	151	shuffled	1.0615460742725378	-1.2119194801760143
German	152	shuffled	1.071268072674598	-0.019674085930584152
German	153	shuffled	1.0713243143333036	-0.01277695883969694
German	154	shuffled	1.0962579865151079	3.044933461487261
German	155	shuffled	1.0691621601419028	-0.2779300960588645
German	156	shuffled	1.060123209572759	-1.3864107539645465
German	157	shuffled	1.067902330129606	-0.43242781016820986
German	158	shuffled	1.0877476783935556	2.0012822241675723
German	159	shuffled	1.0614707763457039	-1.2211535494230266
German	160	shuffled	1.0685338273753124	-0.3549849170987538
German	161	shuffled	1.0773819805064568	0.7300975301427179
German	162	shuffled	1.0643492991668844	-0.8681494206571184
German	163	shuffled	1.0743017017367686	0.35235130716715296
German	164	shuffled	1.073772106034991	0.2874049854188571
German	165	shuffled	1.0733401121403352	0.23442794202247805
German	166	shuffled	1.068214247092397	-0.39417625458311906
German	167	shuffled	1.0786648331512083	0.8874185966506488
German	168	shuffled	1.058637921568699	-1.5685572333955033
German	169	shuffled	1.0655725508290845	-0.7181374478149758
German	170	shuffled	1.052491496218074	-2.3223165956479193
German	171	shuffled	1.0710424671625878	-0.04734094221741282
German	172	shuffled	1.0624565128651482	-1.1002689558812315
German	173	shuffled	1.0697388887351573	-0.20720368975831996
German	174	shuffled	1.0619066843712184	-1.1676965013716534
German	175	shuffled	1.0619421359284673	-1.1633489429684436
German	176	shuffled	1.0708850565279728	-0.06664480304556754
German	177	shuffled	1.0618678012351845	-1.1724648872459342
German	178	shuffled	1.06970538640436	-0.21131220715749643
German	179	shuffled	1.0639180777135517	-0.9210317366557201
German	180	shuffled	1.0742914961986876	0.35109976347523386
German	181	shuffled	1.0697935856378344	-0.20049600193536493
German	182	shuffled	1.0757966466364663	0.5356820481943866
German	183	shuffled	1.077092627567444	0.6946130860415557
German	184	shuffled	1.0649976671677903	-0.7886376031389808
German	185	shuffled	1.07046651692063	-0.11797189635778657
German	186	shuffled	1.0643683822625039	-0.865809188544402
German	187	shuffled	1.0676715547780737	-0.4607286634075403
