b0	b1	r	R2	lex.type	i	r.z	R2.z	og.greater.r	og.greater.R2	language
1.977896244126376e-16	-0.5318962783536831	-0.5318962783536829	0.28291365092649845	og	1	-0.21421465068649576	0.14234013010361393	0.35	0.65	Hungarian
3.253725733969479e-16	-0.6318003124048381	-0.6318003124048387	0.39917163475485185	nonce	2	-1.5155685972812727	1.56757257625463	0.35	0.65	Hungarian
1.8731423801441943e-16	-0.43612717675753443	-0.43612717675753454	0.1902069143064978	nonce	3	1.0332775002327295	-0.9941723454841274	0.35	0.65	Hungarian
-4.489082223716189e-17	-0.5175360742870828	-0.5175360742870829	0.2678435881884849	nonce	4	-0.027158057692390655	-0.042407116257199846	0.35	0.65	Hungarian
1.5643052075939827e-16	-0.47279585099721755	-0.47279585099721794	0.22353591672018353	nonce	5	0.5556298817814488	-0.5855847020930024	0.35	0.65	Hungarian
-8.163518156201767e-17	-0.4878547626660605	-0.48785476266606054	0.23800226945595826	nonce	6	0.3594718955920638	-0.40823847074142017	0.35	0.65	Hungarian
1.60392350169816e-16	-0.6152043596422474	-0.6152043596422471	0.3784764041228273	nonce	7	-1.2993890522787128	1.3138651472587186	0.35	0.65	Hungarian
-3.899017182212646e-16	-0.37846334587393843	-0.37846334587393843	0.14323450417009634	nonce	8	1.7844088695397675	-1.5700175545250317	0.35	0.65	Hungarian
-1.320091367249185e-16	-0.46086555471250257	-0.4608655547125025	0.21239705952046276	nonce	9	0.7110343987422912	-0.7221384265883788	0.35	0.65	Hungarian
1.63435916742735e-16	-0.5799375828230792	-0.5799375828230794	0.336327599970676	nonce	10	-0.840002605743423	0.7971535953639046	0.35	0.65	Hungarian
-6.351586532543098e-17	-0.4380253768823965	-0.43802537688239646	0.1918662307929655	nonce	11	1.0085514694234945	-0.9738304161209046	0.35	0.65	Hungarian
-1.926176925778142e-16	-0.4731212705986742	-0.47312127059867437	0.22384373669290406	nonce	12	0.5513909530267022	-0.5818110686766312	0.35	0.65	Hungarian
-3.350104778076216e-17	-0.5074419266633846	-0.5074419266633844	0.2574973089358476	nonce	13	0.10432871331111128	-0.169244451657485	0.35	0.65	Hungarian
1.4024815106699805e-16	-0.5390712669547391	-0.5390712669547395	0.29059783085618796	nonce	14	-0.30767633941046085	0.2365421986172515	0.35	0.65	Hungarian
-9.292776262633309e-17	-0.45436859584401695	-0.45436859584401745	0.20645082088926409	nonce	15	0.7956640450290234	-0.795034686704616	0.35	0.65	Hungarian
4.816296550867964e-16	-0.48721056302627475	-0.4872105630262752	0.2373741327243801	nonce	16	0.3678632658864838	-0.4159389384511149	0.35	0.65	Hungarian
4.1533414236686087e-16	-0.6418947042519922	-0.6418947042519921	0.4120288113467525	nonce	17	-1.6470585495492742	1.7251915598396623	0.35	0.65	Hungarian
-2.9219660589026953e-16	-0.6516819426202627	-0.6516819426202629	0.4246893543373195	nonce	18	-1.774547508306347	1.8803999684310835	0.35	0.65	Hungarian
-1.0349319410696587e-17	-0.5933323598231992	-0.5933323598231992	0.3520432892133665	nonce	19	-1.014483507124614	0.9898157204475353	0.35	0.65	Hungarian
3.56253868954239e-16	-0.4743858071360136	-0.4743858071360134	0.22504189401208693	nonce	20	0.5349190494733699	-0.567122591974558	0.35	0.65	Hungarian
2.0957412514896825e-17	-0.4514594399592252	-0.45145943995922544	0.20381562592829747	nonce	21	0.8335588260345129	-0.82734012704193	0.35	0.65	Hungarian
