b0	b1	r	R2	lex.type	i	r.z	R2.z	og.greater.r	og.greater.R2	language
-4.2832587226076097e-16	-0.802832238390921	-0.802832238390921	0.6445396029997765	og	1	-1.9637924786730354	2.3252991100076694	1e-4	1	Italian
-2.8029511835572207e-16	-0.40466765498371887	-0.4046676549837187	0.16375591099002204	nonce	2	1.1885910255887153	-1.1515029054475825	1e-4	1	Italian
2.872381489711129e-16	-0.737955908333488	-0.7379559083334879	0.5445789226443032	nonce	3	-1.4501479175721912	1.6024303840045073	1e-4	1	Italian
-1.6091391930846823e-16	-0.573853320264769	-0.5738533202647692	0.3293076331789	nonce	4	-0.15090053798937816	0.045689451394464516	1e-4	1	Italian
2.686917923284151e-16	-0.5235132613326811	-0.5235132613326813	0.27406613479118036	nonce	5	0.24765618451746818	-0.3537911385738303	1e-4	1	Italian
-5.645878423832527e-16	-0.5244883472360926	-0.5244883472360926	0.2750880263864481	nonce	6	0.2399361490214722	-0.34640129815900295	1e-4	1	Italian
8.944064458073999e-17	-0.6191896818118957	-0.6191896818118954	0.38339586206231624	nonce	7	-0.5098415494209391	0.4368301375690929	1e-4	1	Italian
-2.9301289660695046e-16	-0.5494439665652189	-0.5494439665652191	0.30188867239492156	nonce	8	0.04235533447846026	-0.15259160451433404	1e-4	1	Italian
-2.4479128556040274e-16	-0.6540974066214521	-0.6540974066214519	0.4278434173489091	nonce	9	-0.7862160449104444	0.7582539969277617	1e-4	1	Italian
5.677931037535467e-17	-0.7086335396665667	-0.708633539666567	0.5021614935403678	nonce	10	-1.2179942928060485	1.2956874444041333	1e-4	1	Italian
1.506396799143173e-16	-0.3979577593447303	-0.39795775934473027	0.1583703782226783	nonce	11	1.241715198880725	-1.1904485508406901	1e-4	1	Italian
2.486685950003208e-16	-0.509814141393594	-0.5098141413935939	0.25991045876488744	nonce	12	0.3561160564361041	-0.4561583439434922	1e-4	1	Italian
-1.6447593363926457e-16	-0.5824438906467395	-0.5824438906467397	0.33924088575171135	nonce	13	-0.21891455403416535	0.11752207204931797	1e-4	1	Italian
-1.548294652441345e-16	-0.6208132112318996	-0.6208132112318995	0.385409043240063	nonce	14	-0.5226954987062034	0.4513885190046355	1e-4	1	Italian
-4.0564537411481034e-16	-0.49814359190412727	-0.4981435919041275	0.248147038155146	nonce	15	0.4485151527631606	-0.5412258808926597	1e-4	1	Italian
3.7207891738618983e-16	-0.5831785325165982	-0.5831785325165985	0.34009720078821337	nonce	16	-0.2247309249737027	0.1237145405008362	1e-4	1	Italian
-1.7169906721011598e-16	-0.4192728428863652	-0.419272842886365	0.17578971678201444	nonce	17	1.0729575530509048	-1.0644800697596628	1e-4	1	Italian
-2.4595426352670375e-16	-0.48660162139207846	-0.4866016213920786	0.23678113794139982	nonce	18	0.539896252351438	-0.6234187369053678	1e-4	1	Italian
6.691906811964235e-16	-0.5335289664903106	-0.5335289664903109	0.28465315808421926	nonce	19	0.1683589666376676	-0.2772307549030744	1e-4	1	Italian
-3.789596391003261e-16	-0.25476911412780956	-0.25476911412780945	0.06490730151346882	nonce	20	2.375380878828402	-1.866329656780189	1e-4	1	Italian
2.334429153821017e-16	-0.6654685874508559	-0.6654685874508559	0.44284844088383757	nonce	21	-0.8762449534684181	0.866763284857466	1e-4	1	Italian
